Mp,C_percent,N_percent,O_percent,DECC,Psi_e_A,piPC05,PCR,Vindex,SpMAD_A,WiA_D/Dt,SpMAD_B(p),MATS2m,MATS5m,MATS5p,MATS8p,MATS1i,MATS7i,GATS4m,GATS8m,GATS2p,GATS2i,GATS4i,GATS6i,SpMax2_Bh(p),SpMax2_Bh(i),SpMin1_Bh(p),SpMin3_Bh(i),P_VSA_p_3,P_VSA_i_2,P_VSA_s_3,P_VSA_s_6,P_VSA_ppp_D,P_VSA_ppp_cyc,Eta_D_epsiA,Eta_psi1,SpMaxA_AEA(dm),SM12_AEA(ri),SdssC,SaasC,mindssC,CATS2D_00_LL,SHED_AL,SHED_LL,Uc,TPSA_efficiency,LOGPcons,SAscore,QEDu,MACCSFP125,Actividad
0.7226,49.1228,5.2632,3.5088,1.7595,7.75,6.2973,1.4425,0.184,1.3251,0.6357,1.613,0.0082,0.17,0.1114,-0.1675,-0.0157,-0.1106,1.0263,0.9224,1.005,1.0378,1.0442,1.0569,3.8578,3.9609,2.0709,1.8512,234.6081,202.3885,65.6306,83.9897,18.0108,177.2597,0.1496,0.6231,0.1218,3.7872,-0.1518,6.7939,-0.1518,21,11.1455,12.7396,4.7549,0.2154,5.4878,3.8962,0.34,1,Act1
0.673,44.2308,5.7692,5.7692,1.7765,7.6092,6.4708,1.5421,0.2076,1.3137,0.5135,1.5501,0.2091,-0.1535,-0.0004,-0.0416,-0.1343,-0.092,1.0386,1.0081,0.7161,0.9585,1.2947,1.0479,3.8385,3.92,2.1105,1.6809,161.3821,161.3821,35.2726,66.4482,0.0,145.695,0.1472,0.5756,0.1057,3.9721,0.0,7.9719,0.0,13,8.1722,8.2286,4.5236,0.1486,4.1477,4.1562,0.4817,1,Act1
0.7008,45.8333,6.25,4.1667,1.2934,7.8016,6.0612,1.3724,0.2185,1.3148,0.5001,1.5726,0.0865,-0.0299,-0.0806,-0.0276,-0.2665,-0.0187,1.0002,1.0437,0.7052,0.8661,1.0577,0.941,3.8456,3.9309,2.0359,1.6841,182.4666,143.3179,32.1915,89.4385,0.0,130.0327,0.161,0.59,0.1284,3.6243,-0.6233,4.7157,-0.333,14,8.7721,10.172,4.3219,0.1242,4.3747,3.7672,0.6529,1,Act1
0.6901,42.3077,7.6923,5.7692,2.1067,7.8667,5.9152,1.3092,0.1617,1.3177,0.6038,1.5658,0.0222,0.0122,0.0682,0.0821,-0.1235,-0.0995,1.0839,0.739,1.0453,1.1524,1.0421,1.2601,3.8549,3.9626,2.1282,1.6012,147.4596,115.24,74.6514,109.1346,18.0108,92.3349,0.168,0.5735,0.1365,3.773,-0.587,4.2852,-0.3903,12,12.7308,13.6154,4.0,0.2855,3.0356,4.3503,0.5787,1,Act1
0.7282,44.186,9.3023,2.3256,1.6746,7.6838,6.2253,1.3725,0.1787,1.3546,0.4362,1.5779,0.0821,0.1304,0.216,0.0672,0.0136,-0.2487,1.074,0.6101,0.8538,1.1319,1.0772,1.2105,3.838,3.9377,2.1346,1.6196,150.5686,80.1423,64.0387,113.9763,50.9079,126.6252,0.1705,0.6032,0.1209,3.7853,-0.2138,4.688,-0.2138,11,8.1588,11.9249,4.1699,0.2585,3.5985,4.3819,0.6823,1,Act1
0.6901,42.3077,7.6923,5.7692,2.0667,7.7778,6.2788,1.3771,0.1562,1.3319,0.5119,1.568,0.1308,0.014,0.1683,0.0315,-0.0306,-0.2099,1.1931,0.7527,0.8959,1.1003,1.098,1.208,3.8532,3.96,2.1346,1.621,131.7139,100.4362,75.5074,110.9725,50.9079,126.3101,0.1646,0.5735,0.1076,3.8009,-0.6625,4.2509,-0.3853,12,10.9512,13.2101,4.2479,0.2977,3.1685,4.5391,0.5814,1,Act1
0.7018,46.5116,4.6512,2.3256,0.9653,7.5255,6.1829,1.469,0.232,1.3278,0.4212,1.5366,0.0986,-0.0592,-0.0099,-0.0054,-0.0446,-0.1715,1.2122,0.9207,0.8309,1.0827,1.0524,0.9388,3.8557,3.9343,2.1277,1.5002,151.4205,112.2719,35.7061,66.9341,18.0108,109.3491,0.1302,0.6218,0.1261,4.0442,0.0,7.095,0.0,14,7.1766,8.9367,4.1699,0.1008,5.0239,3.6324,0.6827,1,Act1
0.7057,42.0,4.0,6.0,1.3903,7.9077,5.5764,1.2966,0.229,1.2745,0.7323,1.5766,0.093,0.0267,0.0898,0.0918,-0.0084,0.0409,1.0157,1.1485,0.9886,1.1203,1.1802,1.0768,3.8865,3.9566,2.0468,1.795,176.6997,139.6146,50.1793,69.4579,34.4157,152.2934,0.1567,0.6011,0.1563,3.686,-0.3914,2.8051,-0.3914,17,7.2483,10.149,4.3923,0.2699,3.6735,3.888,0.5996,1,Act1
0.7315,42.5532,4.2553,6.383,1.3903,7.9891,5.6058,1.2956,0.2293,1.2607,0.7384,1.5587,0.0797,0.0052,0.1175,0.0809,-0.0071,0.0452,1.1531,1.1509,0.9183,1.1016,1.1439,1.1145,3.8883,3.9474,2.039,1.7948,207.3382,131.1044,51.1454,108.6065,34.4157,146.3177,0.1902,0.5929,0.1563,3.8756,-0.4547,2.9302,-0.4547,16,7.1204,10.1215,4.3923,0.2572,3.9654,4.1093,0.5936,1,Act1
0.6695,41.3793,5.1724,6.8966,1.7539,7.8003,6.0195,1.3073,0.1922,1.3079,0.5427,1.5227,0.0827,-0.0364,-0.0475,-0.0325,-0.3204,-0.0069,0.9316,0.9605,0.7042,0.9483,1.2007,1.1334,3.8562,3.9712,2.0956,1.639,181.8836,142.735,46.2388,111.4383,0.0,114.7062,0.1639,0.5575,0.1085,3.7092,0.2218,3.6857,-0.1613,11,11.0141,11.082,4.0,0.1404,2.9237,3.6356,0.6616,1,Act1
0.6888,39.6226,7.5472,5.6604,2.2244,7.8704,5.4704,1.247,0.1499,1.3017,0.6238,1.5223,0.0232,-0.04,0.0227,0.1301,-0.2497,-0.0842,0.8847,0.7082,0.8909,1.0925,1.071,0.8798,3.8638,3.9699,2.0598,1.657,167.6464,97.2201,73.4674,114.5834,18.0108,141.4675,0.1751,0.5666,0.1184,3.7088,-0.5303,2.9275,-0.3941,10,12.0286,13.2197,3.9069,0.2386,3.2677,3.5224,0.6668,1,Act1
0.646,40.3509,5.2632,3.5088,1.6582,7.5893,5.9098,1.4244,0.1952,1.313,0.6006,1.5162,0.0208,-0.1836,-0.1122,-0.0316,-0.1775,-0.0901,1.1037,0.9116,1.0613,1.1811,1.0632,1.0124,3.8503,3.9541,2.0433,1.697,132.1522,132.1522,36.6339,52.9303,18.0108,109.5398,0.1044,0.5985,0.1199,3.9356,-0.1029,2.2624,-0.1029,15,10.7944,13.3032,4.1699,0.1479,4.4179,3.4754,0.5849,1,Act1
0.6818,41.8182,7.2727,1.8182,1.5767,7.5517,6.0515,1.4476,0.18,1.3364,0.5367,1.5481,0.0196,-0.0646,0.062,-0.0478,-0.1333,-0.1709,0.9458,1.0762,1.1103,1.2418,1.0591,1.069,3.8685,3.9725,2.1168,1.7415,150.489,118.2695,65.8538,58.716,18.0108,138.0008,0.1156,0.6221,0.1402,3.6819,-0.0252,3.8021,-0.0252,15,9.2612,12.4217,4.2479,0.2052,4.7604,3.6052,0.6226,1,Act1
0.7127,45.9016,3.2787,6.5574,1.6574,7.7832,6.3291,1.426,0.1841,1.2808,0.4958,1.5272,0.13,-0.0162,0.1197,-0.1031,-0.1104,-0.061,0.7556,0.9098,0.7733,0.9695,0.9576,1.1076,3.8895,3.9631,2.1025,1.822,240.9531,170.5268,78.9289,128.2238,0.0,182.2978,0.1711,0.589,0.0972,3.995,1.329,4.4326,-0.2613,18,10.0751,12.7555,4.4594,0.1893,5.0279,4.107,0.3758,1,Act1
0.7526,43.9024,4.878,7.3171,1.3491,8.0588,5.6181,1.3044,0.2392,1.2845,0.7231,1.5994,0.0217,-0.0265,0.0834,-0.0555,-0.0047,0.002,0.9494,1.0371,0.9476,1.1399,1.1831,0.9261,3.872,3.9302,2.0392,1.7694,202.2691,126.0354,45.4253,108.6065,34.4157,152.6084,0.2185,0.5853,0.1675,3.6633,-0.4874,1.7578,-0.4874,14,6.4783,9.2627,4.3923,0.275,3.4866,3.867,0.6434,1,Act1
0.7526,43.1818,4.5455,6.8182,1.3169,7.9753,5.6699,1.3055,0.2408,1.2682,0.7141,1.5856,0.031,-0.088,-0.0118,-0.1541,-0.0044,0.0944,0.7555,0.8583,0.8415,1.0633,1.1617,0.9324,3.8999,3.9471,2.0431,1.7694,211.1636,174.0785,48.1653,69.4579,34.4157,145.8722,0.1893,0.6327,0.1617,3.892,-0.4521,3.113,-0.4521,15,6.5315,9.6558,4.3923,0.2404,3.929,4.0717,0.5764,1,Act1
0.6793,40.3846,5.7692,1.9231,2.2469,7.6687,5.4116,1.2689,0.1748,1.2721,0.7095,1.4514,0.0259,0.0236,0.0773,-0.1228,-0.1109,0.0853,0.9196,1.21,0.8873,1.0775,1.0363,1.0485,3.8615,3.9505,2.065,1.773,187.353,109.0558,33.8968,103.4422,36.0215,94.8676,0.1316,0.6054,0.1224,3.6529,-0.184,4.3835,-0.184,15,9.4191,15.0686,3.8074,0.1092,4.8287,3.4507,0.7349,1,Act1
0.6837,40.8163,6.1224,2.0408,2.2469,7.8909,5.4116,1.2689,0.1748,1.2721,0.7095,1.4612,0.0054,0.0194,0.0685,-0.1604,-0.0995,0.1575,0.7428,1.1549,0.923,1.0466,0.9018,0.9348,3.8373,3.9386,2.0647,1.7722,184.4633,106.166,39.8323,118.4023,36.0215,100.8031,0.171,0.5673,0.1224,3.6529,-0.3065,1.9294,-0.3065,13,8.3447,13.5139,3.8074,0.1081,4.7324,3.2695,0.748,1,Act1
0.7147,40.0,3.6364,9.0909,1.4063,7.9531,5.8428,1.2974,0.2324,1.265,0.7173,1.5358,0.1638,0.0464,-0.0703,0.0313,-0.0775,0.0657,0.5868,0.8321,0.7865,1.0687,1.244,0.9579,3.8726,3.9412,2.046,1.7694,226.9986,189.9135,62.8242,91.4577,34.4157,143.6973,0.1887,0.5959,0.138,3.9248,-0.5509,2.6914,-0.5509,15,10.0446,11.9793,4.3923,0.2416,3.8873,4.2239,0.3898,1,Act1
0.7411,41.6667,6.25,8.3333,1.6578,8.1,5.7695,1.3029,0.2186,1.2564,0.7588,1.5629,0.1538,0.0498,-0.0309,-0.0163,-0.0143,0.0402,0.5413,0.9353,0.8042,1.1321,1.1225,0.9315,3.8747,3.9512,2.0474,1.7694,215.4394,178.3543,50.614,94.6028,52.4265,145.4434,0.2119,0.6005,0.1466,3.6828,-0.7378,2.3258,-0.5346,15,10.1844,11.6127,4.4594,0.2773,3.0612,4.1425,0.4429,1,Act1
0.7245,41.5094,3.7736,5.6604,1.2667,7.8833,5.8051,1.2865,0.2471,1.2615,0.7426,1.5476,0.1842,0.0914,0.087,0.078,-0.0958,-0.0668,0.5367,0.74,0.7156,0.9934,1.2972,0.9625,3.9091,3.9717,2.0648,1.7695,224.6291,187.5439,51.6294,69.4579,16.405,139.5816,0.1567,0.6397,0.1466,3.9193,-0.3276,4.3811,-0.3276,18,7.7487,10.63,4.3923,0.2031,4.6737,4.407,0.5018,1,Act1
0.6665,40.0,5.4545,1.8182,2.2219,7.7411,5.5058,1.2761,0.1774,1.2713,0.6987,1.4586,0.035,0.0971,0.1303,0.0157,-0.0909,0.0436,0.6098,0.5513,0.8485,0.9767,1.0715,0.9465,3.8563,3.9457,2.078,1.7812,162.7193,162.7193,42.2573,40.105,36.0215,93.7519,0.1209,0.6221,0.1187,3.8845,-0.362,4.406,-0.362,15,8.1998,13.9345,3.8074,0.0989,4.9039,3.6698,0.7009,1,Act1
0.6928,43.1818,2.2727,11.3636,1.2988,7.7724,5.9581,1.307,0.224,1.3126,0.4162,1.5212,0.0323,-0.1371,-0.1098,-0.1272,-0.1239,0.0268,0.7719,1.0448,0.6883,0.8928,1.1731,1.0931,3.7931,3.8767,2.1074,1.5051,155.2059,155.2059,49.5807,69.1445,18.0108,127.4962,0.1896,0.5733,0.1278,4.0502,-0.037,6.0806,-0.037,9,6.8383,5.6611,3.8074,0.1571,2.8825,4.1415,0.8322,1,Act1
0.6669,44.186,2.3256,9.3023,1.2778,7.7222,5.8446,1.3166,0.2221,1.2967,0.4229,1.4933,0.0925,0.005,-0.1234,0.0228,-0.079,-0.0973,0.8976,1.0159,0.9624,1.028,1.0308,1.0089,3.7727,3.8818,2.0933,1.5201,113.2555,113.2555,38.7476,58.1446,18.0108,135.6156,0.1584,0.5543,0.1372,3.7172,0.0014,5.103,0.0014,12,8.9011,7.8464,3.8074,0.1745,3.1425,4.0028,0.9422,1,Act1
0.706,52.2727,2.2727,2.2727,1.4863,8.3764,6.2016,1.4278,0.2092,1.2774,0.5145,1.5726,0.1365,-0.1215,0.1948,-0.0958,0.0278,-0.1657,1.1082,0.8188,0.8981,0.7047,0.9314,0.6371,3.8387,3.9369,2.0356,1.8446,159.7049,159.7049,38.8814,84.9854,18.0108,143.1202,0.2482,0.516,0.1394,3.8674,0.3935,1.1498,-0.2959,18,7.0709,9.4853,4.3923,0.0732,6.0439,4.1718,0.4505,1,Act1
0.7075,39.0244,7.3171,7.3171,1.1563,8.0104,5.5954,1.3064,0.2833,1.2456,0.5561,1.5324,0.212,-0.2548,0.0582,0.1065,-0.2818,0.1927,1.4492,0.7719,0.8685,1.1079,1.1341,1.2981,3.7965,3.9056,2.0515,1.5128,137.0496,99.0227,49.544,86.2434,0.0,122.5707,0.1913,0.5696,0.1852,3.7921,0.5671,0.5194,-0.5503,9,5.4963,9.2155,3.7004,0.2981,2.3937,3.7093,0.7498,0,Act1
0.6709,42.3077,11.5385,0.0,1.551,7.4405,6.4307,1.5119,0.178,1.3509,0.4361,1.5611,0.1807,-0.0845,0.027,0.3118,-0.2587,-0.0086,1.1399,0.6938,0.8361,0.9879,1.1827,1.1617,3.9007,4.0134,2.1814,1.6462,121.0195,121.0195,28.2101,50.1115,0.0,152.1905,0.1142,0.6091,0.1071,4.0186,0.0,5.8783,0.0,13,9.6015,9.1948,4.4594,0.133,4.1996,3.8794,0.5223,1,Act1
0.681,45.0,8.3333,1.6667,1.8972,7.6465,6.1538,1.4453,0.1832,1.2917,0.6445,1.5349,0.1735,0.2041,0.239,0.0646,-0.072,-0.1336,1.019,1.0819,0.9717,1.0558,1.1897,1.1718,3.8562,3.9481,2.074,1.8798,181.7167,181.7167,32.701,58.716,54.0323,175.2823,0.1242,0.6121,0.0997,3.7485,-0.2149,7.9024,-0.2149,20,8.5265,12.0815,4.7004,0.1804,6.0067,4.1833,0.3459,1,Act-1
0.666,42.6471,7.3529,4.4118,2.076,7.6847,6.2005,1.4338,0.1721,1.2924,0.6798,1.5125,0.1307,0.0502,0.0728,0.0324,-0.1345,-0.0422,1.0818,0.9722,1.0259,1.1123,1.2613,1.1747,3.843,3.9441,2.071,1.8533,195.0172,195.0172,46.0014,80.7158,54.0323,179.398,0.1399,0.5795,0.0897,3.7488,-0.242,6.76,-0.242,18,13.3935,15.1667,4.7004,0.1957,5.5931,3.9295,0.2489,1,Act1
0.7135,42.5532,4.2553,4.2553,1.8462,7.6506,5.9239,1.3983,0.2283,1.2985,0.4784,1.5195,0.0489,0.1023,0.0116,-0.0057,-0.0466,-0.173,0.8163,1.1879,0.7034,0.9164,0.9525,1.0876,3.7876,3.8562,2.003,1.5721,189.2524,157.0329,66.7326,52.9303,18.0108,123.9038,0.1375,0.6534,0.164,3.8731,0.9554,5.9193,-0.0772,13,10.9196,9.0517,3.9069,0.1833,4.2983,3.7215,0.6918,1,Act1
0.6605,41.3043,6.5217,10.8696,1.4156,7.9815,5.8878,1.3778,0.2339,1.293,0.5621,1.5462,0.1718,-0.2752,-0.0929,0.0761,-0.3038,0.1956,0.9728,0.889,0.6907,0.9594,1.1831,1.0658,3.8174,3.9337,2.0701,1.4734,134.0696,134.0696,36.1666,100.075,18.0108,108.2293,0.2039,0.5167,0.1339,4.0599,-1.3202,2.7396,-0.629,6,8.609,5.5516,4.0,0.2482,1.6179,3.6613,0.7724,1,Act1
0.7124,47.1698,5.6604,5.6604,1.8235,7.9902,6.2259,1.4088,0.1471,1.3206,0.5953,1.5671,-0.0513,-0.0028,0.0667,-0.0923,-0.0349,-0.0644,1.1615,0.8062,1.1174,1.0506,0.9617,0.7442,3.8399,3.9672,2.0318,1.8597,195.3107,163.0912,91.072,93.8505,34.7963,213.0577,0.225,0.5405,0.118,3.9201,-0.224,4.2909,-0.224,14,11.1708,11.1982,4.6439,0.2117,4.7018,4.2688,0.4049,1,Act1
0.7146,44.6809,4.2553,2.1277,1.5828,7.6004,5.9451,1.3841,0.2035,1.3188,0.4276,1.5267,0.0903,0.0349,-0.0172,0.0749,0.0155,-0.1988,0.9866,0.9943,0.8868,1.0943,0.8874,1.1798,3.7917,3.9319,2.0019,1.5507,172.9149,101.5467,68.0836,81.0791,18.0108,134.4874,0.1304,0.6362,0.1584,3.874,1.0045,5.5512,0.0026,16,7.5177,11.2123,3.9069,0.1824,5.201,3.6544,0.7099,1,Act1
0.7567,48.0,6.0,6.0,1.6088,7.8704,6.2788,1.3851,0.1885,1.302,0.5301,1.5749,0.0192,-0.0402,0.0756,-0.005,0.034,0.0188,0.9003,1.2388,0.8226,1.0932,1.0329,1.0526,3.8786,3.924,2.0278,1.614,254.0104,144.4355,73.9526,156.25,16.663,191.5545,0.2217,0.583,0.1071,3.8963,-0.6748,5.5159,-0.4146,16,9.481,11.2425,4.6439,0.2077,5.5134,4.639,0.3469,1,Act1
0.7035,45.614,5.2632,7.0175,1.7405,7.7745,6.2667,1.3796,0.1795,1.3185,0.552,1.583,0.0557,-0.058,-0.0009,-0.0055,-0.008,-0.0051,0.9444,1.1085,0.9171,1.086,1.0597,1.0218,3.8722,3.9242,2.0386,1.6168,196.8492,165.5715,76.7872,88.9526,16.663,199.273,0.1734,0.5776,0.104,3.814,-0.5881,5.9013,-0.3907,16,10.408,11.9512,4.6439,0.2381,4.6256,4.6214,0.3614,1,Act1
0.6402,39.3939,4.5455,6.0606,1.9431,7.7525,5.7342,1.2856,0.2264,1.2556,0.6723,1.4701,0.0809,-0.05,-0.0141,-0.0017,-0.1654,0.0265,0.9032,1.0162,1.0111,1.0848,1.1044,1.2031,3.8451,3.9435,2.0747,1.7,160.5206,160.5206,39.9336,72.2896,36.0215,143.1405,0.1257,0.5676,0.1101,3.5931,0.1876,2.6794,-0.4414,16,11.331,14.6633,4.0,0.1769,3.519,4.1577,0.5736,1,Act1
0.6922,47.1698,5.6604,7.5472,1.625,7.8125,6.2451,1.3845,0.1859,1.3184,0.5344,1.5845,0.0896,-0.0179,0.0832,-0.058,-0.0249,0.036,0.9465,1.0265,0.9367,1.1174,1.025,1.1398,3.8277,3.9335,2.0436,1.6119,167.1021,167.1021,42.9497,87.4601,16.663,183.6257,0.1766,0.5638,0.1098,3.8136,-0.6124,5.5896,-0.3934,16,10.6498,11.5725,4.6439,0.2069,4.2364,4.7919,0.4573,1,Act1
0.6767,45.4545,4.5455,4.5455,0.9653,7.5139,6.1617,1.47,0.2307,1.3458,0.4222,1.5593,0.0722,-0.1132,-0.0131,-0.2069,-0.0902,-0.0819,1.1111,1.2415,0.8801,1.06,1.0704,0.9977,3.8085,3.916,2.1278,1.4991,122.3632,122.3632,34.2634,38.7853,18.0108,117.3826,0.1258,0.5993,0.1258,3.9088,0.0,6.1624,0.0,12,6.6044,8.0385,4.1699,0.1354,3.9736,3.4413,0.7792,1,Act1
0.6818,46.5116,4.6512,2.3256,0.983,7.4493,6.1426,1.4738,0.2363,1.3315,0.4044,1.5483,0.0996,-0.1775,-0.0207,-0.133,-0.0449,-0.1768,1.0699,1.1677,0.918,1.0879,1.039,0.9281,3.8395,3.9354,2.1287,1.5001,118.2475,118.2475,32.2055,27.7854,18.0108,115.3248,0.1044,0.6302,0.1306,3.8989,0.0,6.8626,0.0,14,6.5161,8.1971,4.1699,0.1122,4.421,3.5494,0.7485,1,Act1
0.6989,46.4789,4.2254,4.2254,2.0321,7.8347,6.4196,1.4581,0.1457,1.3298,0.4552,1.5844,0.0999,-0.0734,0.0492,-0.1502,-0.1197,0.0946,1.1266,1.3355,0.8343,0.9473,1.1045,0.9322,3.8958,3.9905,2.078,1.8766,223.0523,203.9196,53.6017,87.4064,0.0,207.9645,0.1546,0.5902,0.1072,3.8836,-0.4265,5.6094,-0.253,21,11.8169,14.018,4.8074,0.1485,5.2826,4.1389,0.3239,1,Act1
0.6813,42.623,4.918,6.5574,1.9053,7.9905,5.7964,1.2577,0.1794,1.2863,0.6765,1.5194,0.0695,0.0642,0.0226,0.0169,-0.1313,-0.0529,1.2258,0.9422,0.9819,1.0419,1.092,0.8748,3.8592,3.9365,2.0109,1.6945,191.7376,160.4599,81.1519,101.3948,18.0108,163.864,0.1807,0.5524,0.1086,3.8112,-1.417,3.2842,-0.5188,15,10.244,13.0859,4.3923,0.2163,4.2855,4.0692,0.4361,1,Act1
0.7156,47.3684,5.2632,8.7719,1.8827,7.8981,6.3439,1.4771,0.1505,1.3228,0.5043,1.5877,0.0082,0.1192,0.125,-0.0569,-0.046,-0.0262,1.2507,0.8673,1.0381,1.0728,1.1052,0.965,3.8531,3.9565,2.0869,1.866,200.1166,167.8971,75.5186,148.544,60.6941,195.0708,0.2016,0.5639,0.1122,3.8127,-1.2574,6.4284,-1.02,18,13.2102,12.829,4.7549,0.2721,4.7914,4.0263,0.2647,1,Act1
0.6897,43.4783,4.3478,2.1739,1.625,7.5972,5.9395,1.4122,0.2545,1.2855,0.427,1.5088,0.2324,-0.3076,-0.2344,0.0663,-0.0072,-0.1066,1.3763,0.9785,0.7835,0.9119,1.0974,1.0937,3.7971,3.8824,2.0157,1.5596,145.6037,113.3842,62.9217,41.9305,18.0108,117.7436,0.1074,0.6422,0.1773,3.9432,0.9678,7.5986,-0.0355,15,7.2807,10.0017,3.9069,0.2075,4.4792,3.9993,0.8533,1,Act1
0.7073,47.1698,3.7736,1.8868,1.9715,7.569,6.1086,1.475,0.1785,1.305,0.4707,1.5476,0.1624,-0.2649,-0.1958,0.0659,0.0146,0.0263,1.3639,1.0354,0.8291,0.9342,1.202,1.0654,3.8598,3.9515,2.0249,1.875,187.3454,155.1258,66.1073,41.9305,18.0108,168.3104,0.1102,0.6536,0.1441,3.9433,0.935,8.7463,-0.0595,20,9.0675,14.0002,4.3923,0.1753,5.3853,4.0595,0.6026,1,Act1
0.7169,47.619,2.381,7.1429,1.6544,7.6867,5.9687,1.4158,0.1977,1.3454,0.4927,1.6011,0.1145,-0.1036,-0.1221,-0.115,-0.1179,0.012,1.3254,0.8445,0.6998,0.7813,1.1236,0.965,3.8289,3.9397,2.0132,1.5641,167.4719,136.1943,62.9063,47.1447,0.0,154.4877,0.1638,0.5977,0.1329,3.7632,-0.0259,6.4214,-0.0259,12,9.3231,10.3071,4.2479,0.1907,4.0221,3.6673,0.7045,1,Act1
0.6637,43.3333,5.0,3.3333,1.3944,7.7097,6.2745,1.4473,0.2128,1.3068,0.5135,1.5399,0.1255,0.115,0.0584,-0.144,-0.0161,-0.0611,1.086,1.0679,0.9265,1.0165,1.0631,0.9718,3.8879,3.9634,2.1595,1.7742,137.4354,137.4354,45.0549,99.9726,32.8972,118.4969,0.1097,0.6085,0.1078,3.9666,-0.2589,5.6683,-0.2371,19,9.9185,10.6563,4.3219,0.1836,4.2126,3.8589,0.6682,1,Act1
0.68,45.4545,4.5455,9.0909,1.5769,7.7692,6.1381,1.5104,0.2025,1.3051,0.539,1.5655,0.1992,0.1284,0.2265,0.1493,-0.2442,0.0123,1.1567,1.103,0.8249,1.0297,1.1915,1.2614,3.8922,4.0046,2.0049,1.5549,135.7613,135.7613,38.6308,71.945,0.0,135.6301,0.1798,0.5498,0.1276,4.1019,-0.4201,4.5359,-0.4201,10,10.5632,9.7147,4.4594,0.2009,3.6567,4.2174,0.4945,1,Act1
0.6889,42.0,8.0,2.0,2.0165,7.571,6.0047,1.3937,0.1782,1.3059,0.561,1.5344,0.0289,0.0651,0.0885,-0.0461,-0.2263,0.1043,0.6619,0.9504,0.8076,1.1138,1.0884,1.0122,3.8707,3.9341,2.0531,1.7663,154.9232,154.9232,34.239,41.9305,18.0108,115.5713,0.1207,0.6453,0.1193,3.7957,-0.1249,3.3393,-0.1249,12,10.2867,12.4413,4.1699,0.1174,4.2023,3.6022,0.689,1,Act1
0.7151,46.2963,9.2593,3.7037,1.9758,7.7598,6.2175,1.5062,0.1469,1.3391,0.6224,1.5857,0.0099,-0.039,0.0472,-0.0608,-0.049,-0.0475,1.005,1.2905,1.1116,1.084,1.0641,0.9094,3.8582,3.9878,2.0366,1.85,203.5893,171.3698,69.515,105.4023,0.0,238.3938,0.1982,0.5672,0.1176,3.9772,0.0,5.5613,0.0,17,12.063,13.8761,4.858,0.2199,5.7147,4.0586,0.2732,1,Act1
0.6773,39.5349,11.6279,4.6512,1.696,7.9678,5.5856,1.3124,0.2169,1.2403,0.6111,1.4883,0.242,0.0349,0.0167,0.2091,-0.1253,-0.1723,0.9132,1.0546,0.7668,0.8816,0.9955,1.0066,3.7185,3.9494,2.0476,1.577,138.1904,99.0418,25.836,123.0096,35.899,113.4974,0.1898,0.547,0.1435,3.8866,-0.1443,1.6219,-0.466,12,10.2709,8.8368,3.585,0.2561,3.1977,4.4542,0.8381,0,Act1
0.7245,44.186,6.9767,6.9767,1.9694,8.2569,5.8748,1.4239,0.2095,1.2736,0.68,1.576,-0.0289,0.139,0.0319,0.0117,-0.0737,0.133,1.0075,1.164,1.1215,1.1132,1.0071,0.9135,3.8511,3.9466,2.0502,1.782,169.6809,124.4863,30.1526,157.1377,18.0108,150.3473,0.2499,0.5377,0.1754,3.8883,-0.6162,-0.0517,-0.6162,12,8.2125,10.3028,4.4594,0.232,3.3576,3.8227,0.6345,1,Act1
0.7332,45.0,7.5,7.5,1.75,8.4772,5.9331,1.4409,0.2241,1.2597,0.643,1.5617,-0.0417,0.0952,0.0443,-0.1277,-0.0648,-0.047,1.0774,1.2492,1.1639,1.105,1.1747,0.6932,3.828,3.9452,2.0515,1.7758,166.7911,121.5965,36.7391,172.0978,18.0108,149.5633,0.307,0.5068,0.1754,3.919,-0.9168,-2.952,-0.9168,10,7.4101,10.4893,4.4594,0.2298,3.5402,3.7968,0.6435,1,Act1
0.7299,38.6364,11.3636,6.8182,1.8929,8.0962,5.8322,1.4018,0.2151,1.2577,0.6825,1.5554,0.1297,0.1202,0.0492,0.0174,-0.0514,0.0411,1.0654,0.8527,1.0708,1.2321,1.1429,0.9614,3.8092,3.9138,2.0528,1.5734,163.9659,87.4936,54.1685,175.5036,18.0108,159.8791,0.24,0.5526,0.1754,3.9046,-0.6824,1.8763,-0.6824,11,11.3404,12.1351,4.3923,0.3457,3.0898,4.2848,0.4855,1,Act1
0.6786,40.4255,6.383,4.2553,1.1808,7.7567,5.8776,1.3012,0.2744,1.2815,0.5165,1.5199,0.0628,-0.0027,-0.0736,-0.1268,-0.3276,-0.0953,0.7196,1.2177,0.6667,0.8869,0.974,0.9787,3.7467,3.8453,2.0159,1.6678,152.154,152.154,33.6295,50.2899,0.0,79.0204,0.1315,0.6256,0.1474,3.6242,-0.5455,4.1353,-0.3004,11,8.0213,9.5445,3.8074,0.121,4.2758,3.737,0.7158,1,Act1
0.6848,40.9091,6.8182,4.5455,1.1111,7.7882,5.8748,1.3061,0.2843,1.2863,0.5011,1.5362,0.0646,-0.0111,-0.0692,-0.1311,-0.3431,-0.0988,0.7266,1.2677,0.6245,0.8525,0.9752,1.0605,3.746,3.845,2.0146,1.6438,149.6195,149.6195,31.095,50.2899,0.0,79.0204,0.1406,0.6224,0.1531,3.6242,-0.5521,4.111,-0.3032,10,7.4706,8.6535,3.8074,0.1254,3.9187,3.7631,0.7913,1,Act1
