Mp,C_percent,N_percent,O_percent,DECC,Psi_e_A,piPC05,PCR,Vindex,SpMAD_A,WiA_D/Dt,SpMAD_B(p),MATS2m,MATS5m,MATS5p,MATS8p,MATS1i,MATS7i,GATS4m,GATS8m,GATS2p,GATS2i,GATS4i,GATS6i,SpMax2_Bh(p),SpMax2_Bh(i),SpMin1_Bh(p),SpMin3_Bh(i),P_VSA_p_3,P_VSA_i_2,P_VSA_s_3,P_VSA_s_6,P_VSA_ppp_D,P_VSA_ppp_cyc,Eta_D_epsiA,Eta_psi1,SpMaxA_AEA(dm),SM12_AEA(ri),SdssC,SaasC,mindssC,CATS2D_00_LL,SHED_AL,SHED_LL,Uc,TPSA_efficiency,LOGPcons,SAscore,QEDu,MACCSFP125,Actividad
0.7111,45.8333,6.25,4.1667,1.2934,7.753,6.0612,1.3724,0.2185,1.3148,0.5001,1.5845,0.0408,0.0052,-0.0583,-0.0596,-0.2614,0.0115,0.7455,1.2395,0.6507,0.8422,1.0597,0.9417,3.8474,3.9308,2.0348,1.6844,188.8265,188.8265,31.746,50.2899,0.0,129.5872,0.1481,0.6339,0.1284,3.6243,-0.5884,5.2109,-0.3194,14,8.7721,10.172,4.3219,0.1116,4.4744,3.8254,0.6074,1,Act1
0.6807,42.1875,6.25,6.25,1.5135,8.0158,6.1259,1.4153,0.2,1.2778,0.6633,1.5467,0.1001,0.0954,0.098,0.0119,-0.1402,-0.052,0.9125,1.21,1.0667,1.1106,1.0379,0.9698,3.8938,3.9654,2.0739,1.8677,181.5003,175.4544,42.9056,127.4964,18.0108,182.2414,0.1848,0.5494,0.1311,3.9786,-0.5813,3.1608,-0.5813,15,8.3748,9.1576,4.7549,0.2177,4.5303,4.198,0.3005,1,Act1
0.6398,38.2353,7.3529,5.8824,2.5567,7.7333,6.1226,1.37,0.1624,1.2848,0.6374,1.4913,0.1096,-0.1763,0.0212,0.0353,-0.3553,-0.1498,1.0711,0.8655,0.8899,1.1104,1.206,0.952,3.8417,3.9426,2.0667,1.7261,148.0824,148.0824,44.39,89.0752,18.0108,117.4917,0.139,0.5524,0.0992,3.7758,-0.4298,2.9285,-0.2446,11,13.5021,12.7625,4.2479,0.1854,3.2954,3.8231,0.4698,1,Act1
0.6576,42.5926,3.7037,5.5556,2.1811,7.6131,5.8674,1.3744,0.1635,1.329,0.6346,1.5353,0.0728,-0.1298,-0.0188,-0.1075,-0.1748,-0.0423,1.2501,0.9174,1.08,1.1669,1.0357,1.0308,3.8623,3.9656,2.0445,1.7962,130.4094,130.4094,36.949,62.4377,0.0,134.937,0.1212,0.5859,0.1244,3.6441,0.0376,2.7784,0.0376,15,11.3019,15.8144,4.1699,0.1468,4.0736,3.9809,0.6614,1,Act1
0.7398,46.9388,6.1224,4.0816,2.4724,7.9409,6.1163,1.485,0.1542,1.3084,0.6423,1.6024,0.1176,-0.022,-0.0042,-0.0359,-0.0521,0.0049,1.1631,1.3057,0.9764,1.0532,0.9798,0.889,3.8472,3.9528,2.0258,1.8459,216.6276,153.1304,94.5162,82.0355,18.0108,182.4882,0.1999,0.5874,0.1314,3.7631,-0.3234,2.2471,-0.312,15,11.3235,15.2073,4.6439,0.2565,4.7368,3.6738,0.3988,1,Act1
0.7106,42.2222,6.6667,6.6667,2.3045,7.8189,5.663,1.4149,0.1758,1.2955,0.711,1.5267,0.0317,-0.0286,0.0276,-0.1244,-0.0076,-0.0349,1.2654,0.926,1.1007,1.1542,1.1281,0.92,3.8526,3.9431,1.9928,1.4909,191.8261,120.4579,68.0423,118.1268,18.0108,142.1637,0.1987,0.5673,0.1538,3.7745,-0.1382,3.8109,-0.1382,13,11.1555,14.1574,4.2479,0.2539,4.103,3.8509,0.5848,1,Act-1
0.6947,44.0,6.0,2.0,1.465,7.5741,6.0361,1.3945,0.2242,1.3135,0.4582,1.5375,0.0626,-0.0952,-0.0624,0.1467,0.0394,0.0967,1.0833,0.9805,1.067,1.1333,1.1842,1.2121,3.8631,3.9437,2.0406,1.57,163.2277,131.0082,60.9421,41.8079,18.0108,170.6679,0.1167,0.6325,0.1536,3.8351,0.0173,7.5598,0.0173,17,7.1192,11.5261,4.2479,0.1913,4.7307,4.3507,0.7236,1,Act1
0.6868,34.1463,9.7561,12.1951,1.632,8.1233,5.4825,1.2972,0.2161,1.2957,0.6665,1.5562,0.2276,-0.0166,0.14,-0.0412,-0.2041,0.1903,1.0625,1.0772,0.8219,1.0694,1.1467,1.3228,3.8463,3.9359,1.9992,1.4706,112.9037,75.8186,58.3083,124.7837,18.0108,137.3531,0.2486,0.5085,0.1751,3.8127,-0.4256,0.8635,-0.4256,6,10.5106,5.9528,3.9069,0.3832,0.7305,3.6156,0.5729,1,Act1
0.6564,39.6825,4.7619,6.3492,2.4683,7.7559,5.7071,1.2584,0.1513,1.2945,0.6484,1.48,0.052,-0.0238,0.0089,-0.1775,-0.227,0.0511,0.9757,1.1707,0.9681,1.1077,1.0835,1.0245,3.8479,3.9565,2.0749,1.782,170.1273,130.9787,46.9945,111.4383,18.0108,119.4906,0.1462,0.5614,0.1066,3.642,-0.0301,3.7722,-0.0654,14,14.3568,16.0677,3.9069,0.1506,3.7635,3.7474,0.6971,1,Act1
0.6677,43.3962,5.6604,7.5472,1.7752,7.9839,6.0629,1.4045,0.1712,1.3017,0.5379,1.543,0.0624,-0.1049,-0.0451,0.1184,-0.1998,-0.0398,1.0255,1.128,0.8811,1.0301,1.0755,1.1163,3.8609,3.9644,2.0871,1.5381,153.8424,153.8424,47.2189,87.2497,18.0108,125.6491,0.193,0.5287,0.1128,3.9094,-0.6785,3.1942,-0.3489,10,11.6756,9.7485,4.3219,0.1747,2.8022,3.8521,0.6278,1,Act1
0.669,40.3226,6.4516,3.2258,2.875,7.5677,6.4325,1.4869,0.1536,1.3021,0.6128,1.5288,0.1417,0.1227,0.0155,-0.0858,-0.204,0.1051,1.0881,1.1127,0.9122,1.0896,1.0787,0.8211,3.8427,3.9218,2.0504,1.6614,170.6501,139.3724,68.7933,52.9303,18.0108,141.9921,0.1191,0.6047,0.1018,3.9115,-0.0208,3.5348,-0.0208,14,12.3994,15.6404,4.4594,0.1933,4.4254,3.854,0.3735,1,Act1
0.6629,42.2222,4.4444,13.3333,1.7037,8.0,5.8721,1.431,0.2153,1.2894,0.6531,1.5357,0.1203,-0.2315,-0.0026,0.1837,-0.0784,0.1284,0.9433,1.0277,0.8378,1.0051,1.2163,1.1134,3.8208,3.9315,2.0121,1.4869,133.5657,133.5657,34.5828,130.1587,60.6941,125.5426,0.2197,0.5062,0.1235,4.087,-0.5153,2.4948,-0.5153,8,10.7015,8.3204,4.2479,0.2782,2.3341,3.7201,0.609,1,Act1
0.6563,42.623,3.2787,4.918,1.692,7.6667,6.243,1.4024,0.2027,1.3182,0.5352,1.5381,0.0152,0.105,0.0819,-0.094,-0.0617,-0.1129,0.9626,1.2013,1.0018,1.1258,1.1147,0.9649,3.8674,3.9397,2.0661,1.8116,142.5279,142.5279,40.0679,94.5951,60.6941,103.1795,0.1116,0.5968,0.109,3.6633,-0.9043,3.9935,-0.9043,18,9.2064,13.2863,4.2479,0.1517,4.911,4.0217,0.5459,1,Act1
0.7126,48.1481,5.5556,7.4074,1.5559,8.0794,6.4361,1.4463,0.1786,1.2944,0.4578,1.5647,0.1278,0.0617,0.0623,0.1122,-0.1291,0.0169,0.8493,1.0239,0.8719,0.9966,1.0765,0.9386,3.8827,3.9709,2.0638,1.8523,207.4734,168.3247,55.9118,139.0509,18.0108,159.6199,0.2273,0.5409,0.1033,3.9377,-1.8725,1.9578,-0.6902,16,7.9844,10.4009,4.7004,0.1753,5.0897,4.0719,0.3637,1,Act1
0.6795,43.6364,3.6364,0.0,1.9644,7.9083,5.8661,1.3973,0.1708,1.286,0.6177,1.506,0.1106,0.0604,0.0066,-0.0417,-0.0736,-0.0675,0.9651,1.1818,0.8038,0.6886,0.9608,0.9082,3.8721,3.9861,2.0717,1.6748,170.7182,139.4405,61.8492,44.8803,0.0,149.4512,0.1555,0.5703,0.1352,3.8896,0.0,6.5246,0.0,16,8.8412,12.4756,4.1699,0.0806,5.9282,3.9544,0.4984,1,Act1
0.7322,38.4615,7.6923,10.2564,1.216,8.1478,5.704,1.3276,0.2608,1.234,0.5528,1.5142,0.1174,-0.1117,0.1102,0.0774,-0.231,0.095,1.2102,0.5804,0.7975,1.0041,1.0723,1.191,3.8348,3.9141,2.0376,1.3758,165.942,88.7664,56.6111,136.3919,16.405,112.3623,0.2562,0.5401,0.177,4.0362,-0.4954,1.5533,-0.6519,7,6.9418,8.6835,3.7004,0.316,2.258,4.1896,0.733,0,Act1
0.7208,39.4737,7.8947,13.1579,1.568,8.2767,5.626,1.331,0.2358,1.2493,0.5986,1.5647,0.0835,-0.332,0.0399,0.178,-0.2297,0.0179,1.2125,0.7289,0.88,1.0222,0.9637,1.1335,3.8187,3.9119,2.0403,1.3828,135.3679,97.3409,55.0584,122.3882,16.405,122.5707,0.2688,0.5217,0.177,3.7711,-1.0755,0.4907,-0.6644,7,7.4454,8.1288,3.8074,0.3781,1.3506,3.995,0.6358,0,Act1
0.6826,38.9831,8.4746,5.0847,1.9118,7.7963,5.9932,1.3669,0.1662,1.2694,0.5553,1.4933,0.1091,-0.1942,0.01,-0.2128,-0.1551,0.0939,0.7692,1.3034,0.8934,1.0523,1.0274,1.1635,3.8468,3.9476,2.0093,1.6691,186.0099,115.5836,72.7738,133.7644,18.0108,139.7288,0.1708,0.566,0.1059,3.8935,-0.135,4.423,-0.1115,13,12.5258,14.5921,4.2479,0.2433,4.5847,3.9736,0.422,1,Act1
0.6865,44.6154,3.0769,4.6154,1.7701,7.8819,6.281,1.3523,0.1826,1.2911,0.5174,1.553,0.106,-0.0095,-0.0649,0.0543,-0.0864,-0.0178,0.8659,1.0051,0.9033,0.9898,0.9,1.0251,3.908,3.9926,2.1234,1.8621,180.7949,174.7489,43.8124,84.418,0.0,161.2414,0.1465,0.5869,0.1341,4.1886,-1.0384,2.2765,-0.6868,19,9.6427,13.0506,4.5236,0.1343,5.4691,4.3559,0.4618,1,Act1
0.6913,45.1613,3.2258,4.8387,1.7273,7.8976,6.2716,1.3582,0.1843,1.3075,0.5125,1.5712,0.0862,-0.0242,-0.0723,0.0223,-0.089,-0.04,0.8916,1.0158,0.9143,0.9997,0.9485,1.0018,3.9057,3.9887,2.1218,1.8597,174.5042,168.4582,46.3469,84.418,0.0,163.776,0.1537,0.5838,0.1376,4.1885,-1.0356,2.2889,-0.6853,18,9.5222,12.7654,4.5236,0.1381,5.216,3.9725,0.4906,1,Act1
0.6661,43.3962,5.6604,3.7736,1.2883,7.7024,6.2459,1.426,0.2228,1.2785,0.5027,1.5154,0.2084,-0.0195,-0.1311,0.0638,-0.1634,-0.0417,0.9812,1.0783,0.8477,1.0432,1.1109,0.9494,3.8814,3.9737,2.0455,1.6253,130.8576,130.8576,39.1281,50.2899,18.0108,96.3044,0.1193,0.5985,0.1235,3.8899,-0.118,5.3107,-0.1963,15,8.0117,10.0037,4.2479,0.1447,4.0349,3.9837,0.7444,1,Act1
0.6625,41.9355,8.0645,3.2258,2.2571,7.7222,6.0848,1.3907,0.1617,1.2844,0.6252,1.5178,0.1638,-0.1838,-0.1027,-0.0772,-0.0228,-0.0723,1.091,1.0266,1.0266,1.2949,1.0686,0.8903,3.8639,3.9705,2.0323,1.7522,157.7548,157.7548,37.1678,83.6159,18.0108,148.679,0.128,0.5882,0.1046,3.6915,0.474,5.2038,-0.2337,18,12.2732,17.3309,4.3923,0.1844,3.907,4.3133,0.5839,1,Act1
0.6705,44.4444,3.7037,7.4074,1.7933,7.7667,6.2283,1.4594,0.1985,1.2979,0.5407,1.542,0.0532,-0.05,0.0497,0.0591,-0.1014,-0.1515,0.9797,1.0027,0.8798,1.0135,1.2141,0.9771,3.8293,3.9168,2.068,1.6444,151.6838,151.6838,34.9498,88.3355,60.6941,136.155,0.151,0.5684,0.1123,3.6396,-0.9378,4.7534,-0.9378,14,10.3591,10.7859,4.5236,0.1894,3.8853,3.9891,0.4637,1,Act1
0.6677,44.2623,3.2787,6.5574,2.0771,7.7323,6.3523,1.4803,0.1868,1.2955,0.5523,1.537,0.0622,-0.048,0.0227,0.0574,-0.0911,-0.0621,0.9994,0.9813,0.8222,0.9455,1.2127,0.9879,3.8489,3.9482,2.0683,1.8694,172.76,172.76,37.93,89.828,60.6941,136.8408,0.1378,0.5797,0.1029,3.6689,-0.9347,5.8323,-0.9347,17,11.9235,11.9192,4.585,0.1636,4.6202,3.9726,0.4055,1,Act1
0.6592,41.2698,7.9365,4.7619,2.3824,7.7549,6.112,1.4037,0.157,1.2926,0.6169,1.5175,0.1566,-0.1761,-0.1342,-0.1566,-0.0589,-0.0416,1.1483,1.1556,0.9563,1.2199,1.068,0.8531,3.851,3.9594,2.0322,1.7522,157.6856,157.6856,44.5169,94.6158,18.0108,144.4462,0.1425,0.5694,0.1018,3.8009,0.4086,5.757,-0.2463,16,14.1012,17.47,4.3923,0.1981,3.4314,3.9833,0.5249,1,Act1
0.6653,42.3729,8.4746,3.3898,2.3196,7.899,6.0936,1.4005,0.1594,1.282,0.6145,1.5189,0.1535,-0.1618,-0.0751,-0.1442,-0.0278,-0.0393,1.1561,1.0894,1.0214,1.1905,1.0136,0.8126,3.8489,3.962,2.0322,1.7521,150.6801,150.6801,48.3945,98.576,18.0108,148.3237,0.1606,0.5569,0.1046,3.7745,0.2263,4.0825,-0.2812,16,12.2036,17.47,4.3923,0.1828,3.7644,4.0188,0.5919,1,Act1
0.6529,40.2985,7.4627,5.9701,2.4244,7.7731,6.1693,1.396,0.1501,1.2882,0.6463,1.5062,0.1719,-0.1979,-0.075,-0.0913,-0.0927,-0.001,1.1139,1.0,0.8995,1.1697,1.1184,0.9795,3.8521,3.9632,2.0323,1.7522,164.3358,164.3358,49.7603,105.6156,18.0108,140.2133,0.1494,0.5562,0.0966,3.9097,0.3785,6.2261,-0.2544,15,15.6007,16.5547,4.3923,0.2048,3.3389,4.0851,0.4428,1,Act1
0.6529,40.2985,7.4627,5.9701,2.4167,7.7731,6.1615,1.4024,0.1537,1.2885,0.6269,1.5064,0.1719,-0.2632,-0.1234,-0.1512,-0.0927,0.0431,1.1276,1.1449,0.8995,1.1697,1.1076,0.9445,3.8522,3.9638,2.0323,1.7522,164.3358,164.3358,49.7603,105.6156,18.0108,140.2133,0.1494,0.5562,0.0966,4.0184,0.3531,6.098,-0.2583,15,15.2645,17.4808,4.3923,0.2048,3.3389,4.0312,0.4428,1,Act1
0.6559,40.9091,7.5758,4.5455,2.4376,7.7333,6.1301,1.3953,0.1489,1.2838,0.6508,1.5042,0.1547,-0.1338,-0.1113,-0.1448,-0.0578,-0.0713,1.1254,1.0255,1.0125,1.2592,1.0806,0.9054,3.8525,3.9614,2.0322,1.7522,160.2201,160.2201,49.1093,94.6158,18.0108,144.4462,0.1359,0.5729,0.0991,3.6915,0.4389,5.9304,-0.2413,17,15.3544,18.2944,4.3923,0.1922,3.7448,4.0726,0.4869,1,Act1
0.6564,40.8451,8.4507,2.8169,2.4222,7.5811,6.3891,1.4569,0.1452,1.3195,0.5745,1.5226,0.1222,-0.0828,-0.0265,-0.0106,-0.077,-0.0366,1.1025,1.0223,0.9661,1.176,1.0758,0.9661,3.8867,3.9846,2.0763,1.8527,158.7239,158.7239,45.5552,86.1338,18.0108,166.9102,0.1202,0.5888,0.0905,3.7775,0.1047,6.8247,0.1047,18,14.807,16.6927,4.585,0.1708,4.4725,4.5957,0.3927,1,Act1
0.6899,45.0,12.5,0.0,1.0813,7.529,6.3881,1.5621,0.2407,1.3303,0.4031,1.5946,0.2419,-0.1357,0.0656,-0.1229,-0.2131,0.1639,1.0174,1.0037,0.8038,0.9191,1.1278,1.1276,3.8506,3.9472,2.1767,1.5227,118.4585,118.4585,16.6017,50.1115,0.0,143.8098,0.134,0.6077,0.1323,3.8619,0.0,3.9385,0.0,12,6.3478,8.2551,4.4594,0.1527,4.0267,3.892,0.5628,1,Act1
0.6973,45.3125,7.8125,4.6875,2.0332,7.8012,6.308,1.4321,0.1726,1.2902,0.5322,1.546,0.0878,0.0038,0.1293,-0.0255,-0.0173,-0.0181,1.0086,0.8606,0.9054,1.1612,1.0292,1.2042,3.8537,3.9523,2.0792,1.8538,231.9383,192.7897,41.4938,117.1014,54.0323,191.2972,0.172,0.5767,0.0913,3.8776,0.3042,4.7261,-0.3506,19,11.4713,14.5725,4.7549,0.1842,4.809,4.4798,0.3014,1,Act1
0.6725,43.662,7.0423,5.6338,2.0988,7.7583,6.3242,1.4246,0.167,1.2914,0.553,1.5346,0.1145,-0.0449,0.0544,-0.033,-0.0517,-0.0168,0.9547,0.9404,0.9647,1.1553,1.0623,1.1824,3.8517,3.9524,2.0862,1.854,207.9501,207.9501,47.829,88.9526,54.0323,193.04,0.1539,0.5696,0.0868,3.8518,0.4306,5.2058,-0.3192,19,12.5108,14.8554,4.7549,0.1981,4.4305,4.551,0.2729,1,Act1
0.6756,44.2857,7.1429,4.2857,2.1026,7.7265,6.3242,1.4259,0.1678,1.3096,0.5513,1.552,0.1226,0.0708,0.126,0.043,-0.0211,-0.0241,0.9771,1.0278,0.9599,1.1434,1.0579,1.2248,3.8553,3.9538,2.0914,1.8575,203.8344,203.8344,43.7133,77.9527,54.0323,190.9822,0.1412,0.5854,0.0888,3.8514,0.5406,5.9009,-0.2909,21,11.9539,15.3311,4.7549,0.1865,4.9348,4.669,0.299,1,Act1
0.6567,39.4737,10.5263,7.8947,1.1818,7.7348,5.8432,1.4617,0.2404,1.3229,0.5283,1.5481,0.165,-0.1784,-0.0909,-0.2556,-0.2472,0.1004,1.2057,1.0463,0.7253,0.8619,1.1323,0.8559,3.8202,3.9376,2.038,1.3053,95.4818,95.4818,27.8432,84.9016,18.0108,125.6866,0.1923,0.5233,0.1355,3.9103,0.0,3.9299,0.0,6,7.1278,8.3199,4.0875,0.274,2.2963,3.7485,0.7299,1,Act1
0.6516,39.0244,9.7561,7.3171,1.5123,7.7029,5.8344,1.4505,0.2168,1.3121,0.5644,1.5258,0.1461,-0.1984,-0.1317,0.1546,-0.2347,0.1622,1.1669,0.5736,0.7876,0.9008,1.1792,0.924,3.8377,3.952,2.0361,1.3701,98.0163,98.0163,30.3777,84.9016,18.0108,125.6866,0.178,0.53,0.1294,3.9101,0.0,4.1628,0.0,7,7.7497,7.8339,4.0875,0.2618,2.5006,3.8592,0.711,1,Act1
0.6474,40.0,6.25,5.0,2.2391,7.6768,6.2884,1.4069,0.1454,1.2803,0.637,1.492,0.1442,-0.1453,0.0656,0.0727,-0.1244,0.0362,0.9733,0.7499,0.9461,1.1015,1.0334,1.233,3.9442,4.107,2.0675,1.8005,181.0311,181.0311,50.4186,88.9526,34.7963,157.0892,0.1257,0.5726,0.0855,4.2843,-0.4433,5.43,-0.2955,19,14.0707,16.4625,4.585,0.1819,4.6109,4.3538,0.2883,1,Act1
0.6805,40.9836,9.8361,1.6393,2.6226,7.4646,5.8858,1.4783,0.1329,1.3532,0.6145,1.5537,0.0695,-0.1597,-0.1212,-0.1246,-0.2056,0.2837,1.2665,1.1172,0.9521,1.1517,1.2209,1.0207,3.8386,3.9806,2.0524,1.6439,183.0251,151.7474,58.8559,44.3259,18.0108,209.4044,0.1276,0.6055,0.0884,3.669,0.0,6.4096,0.0,13,13.1715,15.9683,4.5236,0.1882,4.2484,3.7606,0.4321,1,Act1
0.6644,40.0,5.0,5.0,2.2441,7.8724,5.8802,1.3571,0.1571,1.2858,0.6809,1.5083,0.0716,0.0271,0.0864,-0.1785,-0.0746,-0.005,1.159,1.2006,0.9737,1.0206,0.9582,0.9767,3.8644,3.9906,2.0799,1.7718,141.1938,135.3863,41.9259,88.6038,16.405,145.9795,0.1525,0.5615,0.1345,3.9383,0.0,3.7877,0.0,16,11.745,14.2939,4.3219,0.1832,4.064,3.8913,0.5951,1,Act1
0.6818,42.0,4.0,8.0,1.4643,7.8185,6.0704,1.4041,0.2184,1.2831,0.5122,1.5306,0.2512,-0.0125,0.099,-0.0589,-0.1226,-0.0448,1.4968,1.0877,0.7988,0.9646,1.2196,1.1186,3.8604,3.9754,2.0985,1.6262,135.1626,129.3552,37.1969,84.6436,0.0,135.9035,0.1631,0.5674,0.1533,4.1678,0.0,6.0387,0.0,14,8.621,10.8358,4.3219,0.2033,4.0302,4.2156,0.6373,1,Act1
0.7015,42.5532,12.766,4.2553,2.1113,8.2839,6.1312,1.5157,0.1728,1.281,0.6229,1.5661,0.2101,0.0449,0.104,0.1821,-0.0715,0.0666,0.9153,1.0238,0.8677,0.8194,1.013,1.1238,3.8484,3.9521,2.0367,1.5488,161.7479,130.6959,58.4701,145.9902,18.0108,196.317,0.2906,0.4928,0.1278,3.956,-0.411,0.7879,-0.411,11,11.8306,11.1935,4.585,0.2672,4.0914,4.105,0.4076,1,Act1
0.7117,40.9091,6.8182,4.5455,1.504,7.87,5.8816,1.4115,0.2516,1.2676,0.6301,1.5592,0.0657,-0.2678,-0.1631,-0.0599,0.11,0.0331,1.0135,1.0547,1.0101,1.0817,1.0647,0.9026,3.8824,3.9619,2.0382,1.6261,154.5954,116.3299,47.2477,93.8731,32.8972,116.6482,0.1607,0.6035,0.1992,3.9748,0.0,3.0191,0.0,13,7.2364,10.2522,4.3219,0.2989,3.6531,3.8053,0.6862,1,Act1
0.6512,40.3509,5.2632,10.5263,2.2363,7.7917,6.0113,1.386,0.172,1.31,0.6454,1.5172,0.1326,-0.1621,-0.0732,0.1083,-0.2517,0.0859,1.0847,1.1345,0.8334,0.9762,1.1652,1.2147,3.8357,3.9516,2.0029,1.594,146.5331,146.5331,48.2012,115.2607,0.0,149.7069,0.1841,0.5213,0.1086,3.8053,0.0062,4.4929,0.0062,10,9.8289,8.9919,4.2479,0.2188,2.9458,4.1705,0.4379,1,Act1
0.6879,42.5532,4.2553,8.5106,2.0658,7.8426,5.8134,1.4133,0.1703,1.3256,0.6762,1.5826,0.0219,-0.0494,-0.0715,0.0153,-0.1287,-0.1093,1.2807,0.956,0.9717,1.0178,1.0326,0.8176,3.8515,3.9894,2.051,1.5644,132.3568,126.5494,30.8089,81.6057,16.405,139.8535,0.1737,0.563,0.1561,3.9705,0.0,3.8388,0.0,13,10.8015,11.9767,4.3219,0.2336,3.14,3.8065,0.6692,1,Act1
0.6879,42.5532,4.2553,8.5106,1.9287,7.8488,5.9105,1.4178,0.1798,1.2946,0.6617,1.5571,0.0818,-0.0482,0.0545,-0.0097,-0.1287,-0.0829,1.2578,0.7632,0.9517,1.031,1.1162,1.0065,3.8585,3.9987,2.0601,1.5396,132.3568,126.5494,31.4599,81.6057,16.405,133.134,0.1737,0.563,0.1562,3.9743,0.0,4.1703,0.0,13,9.5997,10.4955,4.3219,0.2336,3.692,4.0015,0.6731,1,Act1
0.6818,42.0,4.0,8.0,2.1173,7.8125,5.8311,1.4142,0.1677,1.3138,0.6781,1.5646,0.0334,-0.0685,-0.0826,-0.0308,-0.1235,0.007,1.2723,1.1415,1.0281,1.0788,1.0322,0.9599,3.8519,3.9899,2.0518,1.5648,134.8913,129.0839,35.4013,81.6057,16.405,139.8535,0.1631,0.5674,0.1511,3.9705,0.0,3.8996,0.0,14,11.352,13.7661,4.3219,0.2254,3.4607,3.8209,0.6261,1,Act1
0.7111,46.8085,4.2553,4.2553,1.8354,7.7284,5.7842,1.3766,0.1867,1.3164,0.5283,1.58,0.0403,-0.1456,0.0823,-0.0476,-0.0351,-0.0939,0.842,0.75,0.9476,1.0649,1.1232,0.8952,3.8828,3.9493,2.0914,1.5478,166.0509,134.7732,64.2904,50.2899,18.0108,150.9407,0.1411,0.6186,0.1248,3.9108,-0.0713,5.1527,-0.1154,16,8.8779,11.638,4.3219,0.2062,4.4735,3.6707,0.7148,1,Act1
0.6926,44.4444,3.7037,5.5556,2.1222,7.7333,5.8468,1.3668,0.1677,1.2957,0.5894,1.5481,0.0674,-0.1509,-0.0481,-0.1439,-0.0692,-0.0134,0.8285,0.7989,0.9866,1.1092,0.9957,0.9573,3.8723,3.9372,2.0906,1.5518,176.9339,145.6563,66.3482,61.2897,18.0108,152.9985,0.1417,0.6005,0.1135,3.7748,-0.1391,4.7763,-0.1728,16,10.7911,12.5208,4.3219,0.2066,4.5871,3.6454,0.608,1,Act1
0.6912,44.6429,3.5714,3.5714,2.0667,7.6806,5.8597,1.3668,0.1708,1.2857,0.5871,1.5349,0.115,-0.0463,0.0333,0.0399,-0.0334,-0.1835,0.7812,1.0215,0.8993,1.0077,0.9657,0.9197,3.9052,3.9804,2.093,1.584,183.7013,152.4236,64.2904,50.2899,18.0108,150.9407,0.1179,0.6271,0.1135,3.8855,-0.0839,5.3618,-0.1271,19,11.2694,14.2361,4.3219,0.1855,5.3192,3.8617,0.5872,1,Act1
0.6866,36.7347,10.2041,0.0,2.1696,7.3567,5.4274,1.2571,0.1776,1.3355,0.5373,1.4868,0.0251,-0.0105,0.0283,0.1148,-0.3633,-0.2835,0.3603,1.018,0.6963,0.9219,0.9637,0.895,3.8118,3.8986,2.0938,1.5307,143.8648,112.5871,62.9128,33.5711,0.0,127.8181,0.1068,0.6639,0.1173,3.7113,0.0,6.0391,0.0,6,7.4543,6.3053,3.585,0.1509,3.159,3.815,0.7841,1,Act1
0.6829,41.6667,8.3333,1.6667,2.6914,7.4349,5.9403,1.3713,0.1363,1.3542,0.5664,1.5318,0.0166,0.0263,0.0058,0.1028,-0.3267,-0.2203,0.717,1.2792,0.7334,0.9613,1.0354,0.9789,3.847,3.9677,2.1046,1.821,181.0513,181.0513,39.3567,44.5709,0.0,165.0524,0.1151,0.6407,0.0914,3.7258,0.0,7.8998,0.0,12,13.3632,14.4922,4.2479,0.0905,4.3016,3.856,0.5514,1,Act1
0.6522,40.9091,6.0606,4.5455,2.5779,7.6863,5.8896,1.3571,0.1519,1.303,0.6256,1.5057,0.0446,0.026,0.0303,0.0166,-0.1153,-0.112,1.086,1.0578,1.0327,1.1939,0.9939,1.0134,3.8513,3.9514,2.0282,1.6119,153.2784,153.2784,50.3417,77.9527,18.0108,138.6144,0.1235,0.5812,0.101,3.638,-0.3842,4.804,-0.2901,17,14.5265,18.1063,4.3219,0.166,4.0741,3.9168,0.5125,1,Act1
0.6395,35.8209,5.9701,5.9701,2.2941,7.9779,5.6623,1.3619,0.2024,1.2484,0.7203,1.4713,0.1478,-0.1184,0.1266,0.0776,-0.2423,-0.0144,1.2727,0.9737,0.8737,0.9895,1.0431,1.0545,3.8518,3.9435,2.0631,1.7156,139.4732,133.6658,42.3651,113.7487,0.0,100.0976,0.1545,0.5378,0.1324,3.8337,0.0797,0.1712,0.0797,12,13.0502,13.8284,4.0,0.1935,2.7768,3.7138,0.4956,1,Act1
0.6556,40.5405,8.1081,5.4054,3.0675,7.6667,6.2003,1.3613,0.1278,1.341,0.5271,1.5387,0.0735,-0.0948,-0.1485,0.1603,-0.3169,0.0156,1.0659,0.9614,0.7832,1.0201,1.0085,0.9455,3.8408,3.9881,2.0964,1.8288,169.5886,169.5886,54.5688,88.9526,0.0,163.5526,0.1446,0.5598,0.0859,3.8621,1.4634,4.875,-0.1504,12,15.1802,15.7006,4.3923,0.1558,2.783,3.9435,0.3845,1,Act1
0.7389,44.4444,8.8889,6.6667,2.019,7.8678,5.8443,1.4555,0.1601,1.3195,0.5799,1.5928,0.1348,-0.0064,0.0191,-0.1779,0.066,0.0954,1.0949,1.8987,1.0408,1.1728,1.0855,0.9738,3.8555,3.9551,2.0562,1.5438,188.0332,124.5359,91.8639,94.6158,36.0215,190.663,0.2131,0.5768,0.1387,3.9487,0.4718,3.4707,-0.3111,13,12.5245,14.1636,4.3923,0.3545,3.2546,3.8676,0.4618,1,Act1
