LOGPcons,MACCSFP125,PCR,Psi_e_A,P_VSA_ppp_D,Mp,SpMin1_Bh(p),SHED_AL,SM12_AEA(ri),P_VSA_s_3,MATS5m,Actividad
3.1749,1,1.5868,7.5269,34.6738,0.6889,2.1165,10.0953,4.3604,33.6123,0.1123,Act1
3.2983,1,1.3169,7.4861,0.0,0.743,1.9702,8.3961,3.4771,54.172,-0.0194,Act1
2.6662,1,1.5247,7.7051,42.6833,0.6894,2.0812,8.2371,3.9172,35.1983,0.0314,Act1
3.379,1,1.4416,7.7083,18.0108,0.712,2.1375,11.5265,3.7946,34.1433,0.0164,Act1
1.318,1,1.3117,7.94,83.8051,0.6694,2.038,7.6006,3.6417,67.6047,0.0629,Act1
1.1427,1,1.2761,7.7809,34.6738,0.6652,1.9997,11.7871,3.3844,41.7572,0.0556,Act-1
2.3944,1,1.3217,8.0744,18.0108,0.7006,2.0611,9.5909,3.7124,29.0945,-0.0116,Act1
1.3744,1,1.3127,8.1601,18.0108,0.685,2.0752,9.7733,4.759,44.0414,-0.0355,Act1
3.0996,1,1.4091,8.2063,34.4157,0.7455,2.0694,12.7704,4.7205,64.8024,0.0684,Act1
1.9988,1,1.4202,7.9741,18.0108,0.712,2.0632,11.517,3.9608,60.1291,0.0246,Act1
-0.5116,0,1.1718,8.2056,32.8972,0.6816,1.9931,2.5864,3.4463,45.1746,-0.1965,Act1
2.6928,1,1.5244,7.8737,0.0,0.7083,2.1087,13.4079,4.4749,27.501,0.0026,Act1
0.0576,0,1.0,7.2,0.0,0.594,2.1326,0.0,2.0,10.0613,-0.8648,Act-1
2.5682,1,1.4297,7.8116,36.0215,0.6997,1.9917,9.2451,3.7014,32.4399,0.0715,Act-1
3.55,1,1.4101,7.5942,17.8882,0.7321,2.0001,8.3828,3.9422,58.7488,0.0535,Act1
6.8466,1,1.42,7.547,31.672,0.7124,2.0514,12.0869,3.927,47.8745,0.0435,Act-1
4.5283,0,1.0882,7.5367,42.6833,0.6332,2.1498,9.218,3.861,26.0608,-0.047,Act1
5.2391,0,1.221,7.5313,42.6833,0.6546,2.1415,9.381,3.8786,38.3742,0.005,Act-1
3.247,1,1.5073,7.8238,50.9079,0.6903,2.0828,12.7706,3.797,34.8399,-0.2154,Act1
-1.0448,0,1.265,7.6722,85.3667,0.8597,2.015,12.8644,3.187,31.0019,-0.053,Act-1
2.7497,0,1.265,7.9368,85.3667,0.6433,2.015,12.8644,3.187,31.0019,-0.0592,Act-1
3.6689,0,1.1733,7.8782,128.05,0.6207,1.9612,13.2696,2.9677,21.8372,0.0305,Act1
-4.2295,0,1.4786,8.3922,597.5668,0.6006,2.0205,15.7943,3.462,36.3097,-0.0107,Act-1
2.9602,0,1.3716,8.119,42.6833,0.7421,2.003,9.732,3.547,47.8617,-0.0612,Act1
0.5935,1,1.3864,8.0088,151.1611,0.6536,2.0183,11.9902,3.8883,93.9418,-0.0811,Act-1
1.6686,1,1.4041,7.6444,34.7963,0.6455,2.0151,4.2426,2.9375,11.4786,-0.0948,Act1
3.2254,0,1.1693,7.55,0.0,0.6305,1.981,5.6557,2.9255,15.9226,0.1148,Act-1
3.5379,0,1.0635,7.6833,42.6833,0.6236,2.1504,8.1796,3.8674,31.1943,-0.0548,Act1
3.0259,0,1.0667,7.7101,42.6833,0.6279,2.1357,8.2334,3.5019,33.7288,-0.046,Act-1
2.4071,0,1.062,8.0577,85.3667,0.6214,2.1458,7.8221,3.9454,31.1943,-0.0616,Act-1
0.6324,1,1.2961,8.2431,203.6306,0.6507,2.1408,10.5808,3.993,42.1175,0.1165,Act-1
3.3452,0,1.0637,7.68,42.6833,0.6236,2.15,7.8324,3.6687,28.6597,-0.1325,Act1
3.6957,1,1.3915,8.0931,60.6941,0.675,2.0925,13.7356,3.7871,46.1188,0.0387,Act1
2.2848,1,1.3042,8.0642,18.0108,0.6978,2.0847,10.7427,3.9055,37.7315,0.0242,Act1
1.9969,1,1.2966,7.9861,0.0,0.6686,2.0879,12.2547,3.9981,30.8387,-0.0155,Act1
1.7712,1,1.305,8.0208,18.0108,0.6803,2.0875,10.9717,3.8431,34.2309,-0.0262,Act1
2.4154,1,1.3245,7.8551,32.8972,0.6825,2.0262,9.5193,3.623,60.0249,-0.1044,Act1
3.1822,1,1.5442,7.78,0.0,0.7586,2.0261,9.1683,3.8323,82.8923,0.0129,Act1
3.2592,1,1.4405,8.0333,0.0,0.72,2.0296,8.4416,3.7888,65.7188,-0.0424,Act1
1.8488,1,1.3402,7.9048,60.6941,0.6295,2.0092,7.3494,3.331,29.933,0.0507,Act-1
3.7812,1,1.3538,7.558,0.0,0.6828,2.0704,6.9268,3.7262,55.8995,-0.0424,Act1
4.1178,0,1.0671,7.5362,0.0,0.6289,2.1451,8.4627,3.6581,33.7288,-0.0527,Act-1
3.2619,1,1.3095,7.5652,0.0,0.6681,2.0245,8.5865,3.5516,53.4931,-0.0263,Act1
3.2922,1,1.3896,8.3333,42.6833,0.6845,2.1093,9.108,3.9554,32.4162,-0.0685,Act1
2.5427,1,1.3714,8.0652,0.0,0.6981,2.0745,6.565,3.612,34.4263,0.001,Act1
6.7847,0,1.2582,7.4722,0.0,0.6116,1.9914,16.0543,3.0121,38.152,0.052,Act-1
2.6611,1,1.2713,7.9861,0.0,0.6778,2.0195,7.4409,3.4641,25.1253,-0.0749,Act1
0.9718,0,1.19,8.1167,0.0,0.6241,2.0076,7.7527,3.2015,28.9079,-0.3364,Act-1
1.0867,0,1.2304,8.0313,0.0,0.6328,2.0204,5.2894,3.0404,14.2718,0.2094,Act-1
-1.2555,0,1.1998,8.4518,292.1216,0.7331,1.9988,8.7606,3.4165,34.5379,-0.0848,Act-1
-0.7025,0,1.205,8.4071,249.4382,0.7458,1.9975,8.3825,3.4161,34.5379,-0.0985,Act-1
0.6892,0,1.2369,8.5,103.3774,0.6342,2.019,5.9944,3.088,11.3346,0.2253,Act-1
-0.4467,0,1.0726,8.8889,60.6941,0.6349,1.8805,1.8899,2.5991,6.5142,0.0797,Act-1
-3.2443,0,1.096,8.7319,271.324,0.5883,2.0406,5.8834,3.0369,12.757,0.0231,Act-1
1.8905,0,1.3308,7.8966,18.0108,0.6457,2.0251,6.7036,3.7877,48.6232,-0.1854,Act1
2.4833,1,1.326,8.2344,0.0,0.7166,2.118,6.2796,3.7341,20.8318,-0.0579,Act-1
2.0394,1,1.4089,7.7593,34.7963,0.6691,2.0814,11.6698,3.6835,32.1059,0.088,Act1
4.1143,1,1.2916,7.4583,0.0,0.6549,2.1201,12.5679,3.4664,32.3935,0.0528,Act1
3.5189,1,1.3035,7.9394,0.0,0.7099,2.0461,10.2817,3.6845,73.5494,0.1071,Act1
4.695,1,1.3121,8.2643,0.0,0.6992,2.0557,9.5671,3.8662,71.6015,0.0411,Act1
2.5931,0,1.2248,7.8646,16.405,0.6541,2.0449,11.2221,3.8828,34.8019,0.0375,Act1
3.0368,1,1.5092,7.8939,0.0,0.686,2.1084,13.7966,3.8578,43.7387,-0.0066,Act-1
3.0902,1,1.3114,7.6389,0.0,0.7244,2.0104,10.3435,3.4782,53.9033,0.0154,Act1
2.1332,0,1.0448,8.25,18.0108,0.7655,1.8155,2.971,2.9796,36.9242,0.2299,Act-1
3.274,1,1.4399,7.8674,60.6941,0.7568,2.1112,6.9557,3.6688,48.2985,-0.007,Act-1
-1.1775,0,1.0782,8.9487,93.5913,0.5855,1.946,4.69,2.6947,15.3882,0.0919,Act-1
0.8003,1,1.3191,7.9697,18.0108,0.6453,2.0697,7.6542,3.5709,32.9882,-0.0883,Act-1
-0.2458,0,1.188,8.3446,206.7549,0.7594,2.0231,9.5653,3.3971,27.7919,-0.0649,Act-1
0.1009,0,1.1727,8.1071,18.0108,0.75,1.8185,1.8899,2.8318,76.837,-0.3839,Act1
2.6182,1,1.3497,8.1594,34.4157,0.7147,2.056,7.4155,3.6569,20.0674,-0.0585,Act1
1.7667,0,1.2438,8.0245,36.0215,0.6289,2.0294,5.5816,3.2254,15.3516,-0.3572,Act-1
1.8444,1,1.366,8.05,68.9187,0.6713,2.0415,7.6818,3.7117,20.8651,0.0415,Act-1
4.6841,1,1.4139,7.7892,36.0215,0.7018,2.0398,11.7777,3.8204,74.2145,-0.1577,Act1
2.0055,1,1.3161,7.8611,50.9079,0.6743,2.0259,10.3469,3.5147,59.1673,-0.1699,Act-1
4.9589,1,1.5451,7.7742,36.0215,0.7063,2.1466,12.093,3.7234,33.4701,-0.0547,Act1
2.6226,1,1.3783,8.2029,18.0108,0.6739,2.0233,9.5152,3.6449,35.5165,-0.154,Act1
5.0715,1,1.5605,7.7588,18.0108,0.6919,2.0985,12.6176,3.9068,47.178,-0.0092,Act1
4.2491,1,1.5361,7.8063,18.0108,0.6881,2.0906,12.6928,3.9068,49.4412,0.0068,Act1
4.1326,1,1.4683,7.7838,36.0215,0.6785,2.101,12.9911,3.9066,47.1133,0.0113,Act1
2.053,1,1.4258,8.0432,60.6941,0.6705,2.0119,12.2932,3.6924,30.4787,0.0804,Act-1
1.1962,1,1.3262,8.2588,34.4157,0.7241,2.0347,6.0,3.5051,40.7906,-0.0259,Act-1
3.1169,1,1.5453,7.7346,18.0108,0.6947,2.1253,9.7703,3.8115,27.1624,-0.0384,Act1
2.8975,1,1.435,7.6494,18.0108,0.6621,2.096,9.072,3.8224,42.4805,0.0411,Act1
-0.36,0,1.186,8.2639,18.0108,0.6754,1.9931,5.4989,3.5071,49.8793,-0.2919,Act1
2.1337,1,1.5293,8.1086,52.4265,0.747,2.0139,14.9951,3.9775,84.8508,-0.1049,Act1
4.3197,1,1.5661,8.1092,36.0215,0.7029,2.1399,9.5395,3.87,40.5899,-0.1204,Act1
-0.2458,0,1.188,8.3446,206.7549,0.7594,2.0231,9.5653,3.3971,27.7919,-0.0649,Act-1
2.4268,0,1.2566,8.368,78.7048,0.9177,1.9542,5.4989,3.3005,23.9972,-0.1136,Act1
2.9817,0,1.2676,8.2829,60.6941,1.0178,1.9261,4.6731,3.2647,16.5358,-0.1551,Act1
-1.107,0,1.2696,8.8153,60.6941,0.6861,1.9851,4.8709,3.6153,7.4614,0.039,Act-1
1.0644,0,1.2849,8.5128,60.6941,0.6552,2.0102,5.1962,3.1014,11.5568,-0.1645,Act-1
1.0641,0,1.2727,8.4048,60.6941,0.647,2.0214,5.6502,2.9698,14.0914,-0.0957,Act-1
1.3857,0,1.1792,8.1417,21.1351,0.6222,2.1274,13.3531,3.2759,40.158,0.1977,Act-1
1.0311,0,1.2809,8.2727,60.6941,0.648,1.9959,4.7451,2.8547,7.4614,-0.0148,Act-1
2.6226,1,1.3783,8.2029,18.0108,0.6739,2.0233,9.5152,3.6449,35.5165,-0.154,Act-1
1.3013,1,1.3233,8.2875,34.4157,0.6754,2.0371,8.2258,3.6911,16.7889,-0.0405,Act-1
2.2133,1,1.3717,8.5109,34.4157,0.6873,2.098,7.8937,3.9468,14.5256,-0.1357,Act-1
2.373,0,1.3348,7.9405,60.6941,0.6726,2.0203,7.0378,3.7824,71.9066,-0.155,Act1
3.2983,1,1.3052,7.625,18.0108,0.7141,2.0252,8.2421,3.4777,54.761,-0.0262,Act1
2.4008,0,1.2502,8.3029,78.7048,0.8867,1.9646,6.5359,3.2941,26.5317,-0.107,Act-1
2.6754,1,1.5363,7.9839,36.0215,0.6856,2.1066,12.7168,3.8514,39.5273,-0.0443,Act1
-0.0067,0,1.2755,8.6012,49.3022,0.6695,2.0332,4.2073,3.3985,9.0121,-0.0428,Act-1
2.3967,1,1.1592,8.1106,188.7441,0.6321,2.1637,14.4887,3.9003,55.8737,-0.0128,Act-1
-0.7087,0,1.0629,8.7222,0.0,0.623,1.8081,3.7467,3.0513,28.7653,0.1949,Act-1
2.9697,0,1.1057,8.0833,42.6833,0.6294,2.1462,8.8121,3.9964,30.782,-0.1001,Act1
3.9678,0,1.0663,7.7411,0.0,0.6252,2.1506,9.0798,3.872,38.3856,-0.0724,Act1
3.8292,0,1.1175,7.7708,0.0,0.6333,2.144,9.0798,3.9544,39.0366,-0.0699,Act-1
3.8454,0,1.1159,7.8056,0.0,0.6568,2.1104,9.2188,4.0055,36.8171,-0.0107,Act-1
3.8621,0,1.1175,7.8462,0.0,0.6508,2.134,9.0995,3.9544,39.3517,-0.0407,Act1
3.0622,1,1.1789,8.0887,146.0608,0.6496,2.1644,14.8514,3.9003,64.1928,0.0575,Act1
2.2917,0,1.0087,7.4024,0.0,0.6031,2.1899,11.4785,3.6361,55.7544,0.0508,Act-1
3.8627,0,1.0089,7.4125,0.0,0.6059,2.1649,11.4785,3.6003,55.7544,0.049,Act1
0.3236,0,1.0077,7.4302,0.0,0.5993,2.1719,10.4619,3.5674,48.97,0.0943,Act-1
4.3016,0,1.0631,7.5867,0.0,0.6236,2.1524,9.1558,3.6141,33.2521,-0.003,Act1
3.5109,0,1.1771,7.6775,0.0,0.6489,2.1164,9.0699,3.6129,37.0887,-0.0091,Act1
4.3801,0,1.0727,7.8221,85.3667,0.6145,2.1678,10.4557,3.7893,43.739,-0.012,Act1
2.6354,1,1.3632,7.9697,32.8972,0.6764,2.0264,6.2358,3.6843,25.8863,-0.0725,Act-1
1.453,0,1.2757,7.9545,0.0,0.7996,1.9271,5.744,2.6966,7.1913,-0.056,Act-1
0.4507,0,1.123,8.1667,256.1001,0.614,2.1531,15.6477,3.9977,38.6244,-0.0722,Act1
-0.6801,0,1.0943,8.5256,18.0108,0.618,1.9686,7.4148,3.1522,35.1468,0.1153,Act-1
-0.6801,0,1.0943,8.5256,18.0108,0.618,1.9686,7.4148,3.1522,35.1468,0.1153,Act-1
-0.7353,0,1.0393,8.484,0.0,0.6012,2.0212,10.2311,3.2646,71.3078,0.1724,Act-1
8.6722,0,1.1731,7.424,0.0,0.6065,2.104,17.1225,3.3513,58.3003,-0.0269,Act-1
2.4935,0,1.2122,7.8712,60.6941,0.6066,2.0437,7.7063,3.1128,33.933,-0.0511,Act-1
0.1623,0,1.0267,7.9626,341.4667,0.6002,2.1565,13.8292,3.5865,50.0405,0.0052,Act-1
3.0921,0,1.2242,7.7333,0.0,0.6112,2.0451,6.402,3.1867,30.7474,-0.1094,Act-1
3.1017,0,1.032,7.7968,170.7334,0.6056,2.1568,17.1904,3.5855,52.575,0.0121,Act-1
3.6546,1,1.2629,7.9295,0.0,0.6863,2.0457,9.5917,3.889,75.6843,-0.1332,Act1
3.7208,1,1.3574,7.9074,0.0,0.6886,2.0821,10.4542,3.5812,33.9974,-0.1287,Act-1
3.4524,1,1.3352,8.0242,18.0108,0.6917,2.1008,10.5116,3.7695,43.9455,-0.2274,Act-1
5.1318,0,1.2087,7.4483,0.0,0.6467,2.1457,11.5661,3.8017,34.4898,-0.0153,Act-1
3.8857,0,1.1699,7.6196,42.6833,0.638,2.1343,9.9062,3.6096,34.0131,0.0288,Act1
2.1183,0,1.2824,8.0,0.0,0.6531,1.9978,4.7107,2.7821,15.6203,-0.3714,Act-1
1.3712,0,1.2824,8.3636,42.6833,0.6531,1.9762,4.2073,2.7821,12.4348,-0.3689,Act-1
0.7336,0,1.2988,8.6667,0.0,0.6741,1.9927,4.7738,2.7571,22.335,-0.3229,Act-1
2.0488,1,1.3742,8.4921,18.0108,0.7074,2.0013,9.4565,3.9343,53.033,-0.0333,Act1
1.4045,0,1.2988,8.5897,42.6833,0.6602,1.9939,4.7738,2.7571,16.5302,-0.3053,Act-1
2.2026,0,1.1021,8.3385,85.3667,0.6256,2.1411,9.9885,4.0204,32.8398,-0.0256,Act1
2.0945,0,1.1036,8.1747,85.3667,0.6266,2.14,9.9316,3.9386,32.8398,-0.0349,Act1
1.9813,0,1.1053,8.2056,85.3667,0.6286,2.1405,10.0084,3.9684,37.9089,0.0059,Act-1
1.8723,0,1.107,8.0259,85.3667,0.6296,2.1394,9.9502,3.8956,37.9089,0.021,Act-1
1.9632,0,1.0717,8.0374,42.6833,0.6296,2.1414,9.9502,3.8485,48.1114,0.0331,Act1
1.9833,0,1.0647,7.9914,85.3667,0.6215,2.1447,9.9502,3.8352,42.978,0.0177,Act-1
2.6446,0,1.1028,8.3286,42.6833,0.6269,2.1414,10.0069,4.0455,40.0312,-0.0673,Act1
2.1572,0,1.1297,7.9141,42.6833,0.6374,2.1402,9.8344,3.9125,40.189,-0.0517,Act-1
2.8704,0,1.0864,7.9792,42.6833,0.6313,2.1409,10.3433,4.0558,45.5125,-0.0774,Act1
3.7763,0,1.068,7.7407,0.0,0.6271,2.1451,10.3131,3.6649,45.5125,0.0314,Act1
0.8633,0,1.2564,8.5778,36.0215,0.671,2.0127,10.2837,3.0406,45.1764,0.2785,Act-1
0.5046,1,1.3266,8.0942,32.8972,0.6232,2.029,8.3694,3.0657,33.9662,0.0586,Act-1
0.1225,0,1.0659,8.6222,0.0,0.5882,1.9,4.5858,2.6996,30.7588,0.1363,Act1
-0.2798,0,1.1916,8.3036,18.0108,0.7043,2.049,11.7259,3.4483,101.6392,0.1465,Act-1
0.709,0,1.1661,8.2885,60.6941,0.6991,2.0509,10.7399,3.511,96.3351,0.0973,Act-1
-0.6771,0,1.1054,8.5185,75.5805,0.658,2.0422,6.2163,3.2694,56.4598,0.05,Act-1
-0.7615,0,1.12,8.6087,60.6941,0.6722,2.0512,8.721,3.312,63.699,0.1163,Act-1
-3.7384,0,1.166,8.0185,18.0108,1.0093,2.0505,10.7399,3.511,102.1399,0.1143,Act-1
-5.4604,0,1.0955,8.3103,93.5913,0.9017,2.0538,11.7734,3.3109,75.4827,0.1302,Act-1
1.5921,0,1.155,8.1488,60.6941,0.6494,2.0208,11.6307,3.4048,59.8319,-0.0016,Act-1
2.2278,0,1.222,8.3158,42.6833,0.6731,2.0243,8.8927,3.1101,51.5669,0.219,Act1
3.2936,1,1.5023,7.7912,75.5805,0.7339,2.0001,9.5317,3.9171,53.703,-0.0329,Act1
3.0731,1,1.3845,8.2593,0.0,0.6932,2.0667,8.4858,3.4588,25.3924,-0.0587,Act1
2.601,1,1.3746,8.1667,0.0,0.6973,2.0554,8.0094,3.5462,21.4049,-0.0512,Act-1
-3.2451,0,1.1483,7.8686,18.0108,1.2014,2.0131,11.1925,3.4674,53.587,-0.0275,Act1
3.0641,0,1.304,8.0088,42.6833,0.6545,2.0589,9.3644,3.4636,25.7382,0.0606,Act-1
3.1006,1,1.3432,8.1389,42.6833,0.7193,1.9874,7.9246,3.5508,43.2234,-0.1213,Act1
3.0035,1,1.3359,8.1389,42.6833,0.7193,2.0276,6.8619,3.5689,45.0506,-0.0599,Act-1
4.753,1,1.3513,7.6667,42.6833,0.6578,2.164,8.4917,3.3568,25.0996,-0.0315,Act-1
2.6645,0,1.2263,8.0185,42.6833,0.6449,2.0407,8.604,3.1941,22.5526,0.1334,Act-1
3.6512,1,1.485,7.9532,59.4689,0.7207,2.056,8.4853,3.6955,17.0303,0.1505,Act1
4.0687,1,1.4497,7.6857,95.3679,0.6558,2.0651,11.4969,4.0144,55.4691,0.1905,Act1
3.7174,1,1.2708,7.6042,85.3667,0.6434,2.0825,12.0364,3.4566,18.1862,0.0529,Act1
3.7426,1,1.3903,7.5714,42.6833,0.6554,2.0358,7.9489,3.5086,8.4769,0.0199,Act1
3.0276,1,1.3401,7.5367,0.0,0.6549,2.0816,11.66,3.7178,22.842,0.1018,Act1
5.3252,1,1.6121,7.7245,0.0,0.7204,2.1785,12.6708,4.3459,39.0449,0.0391,Act1
2.8965,1,1.3402,7.8636,0.0,0.6673,2.0779,6.378,3.5874,11.6624,0.1412,Act1
1.9861,1,1.3501,7.8088,0.0,0.6785,2.0501,5.4434,3.5028,11.5046,-0.1133,Act1
1.5099,1,1.2426,7.9212,50.9079,0.6456,2.0603,13.3501,4.0165,39.1081,-0.0331,Act1
5.0714,1,1.2715,7.7432,128.05,0.6486,2.1017,15.9777,3.9524,30.1074,-0.0337,Act-1
1.9227,0,1.3181,7.8013,0.0,0.6354,2.0469,4.4544,3.3035,3.1856,0.1481,Act-1
4.7339,1,1.2908,7.3704,42.6833,0.6531,2.1419,7.6233,3.7808,30.2774,0.1119,Act1
-0.934,0,1.1929,7.8523,146.0608,0.6021,2.0848,7.2233,3.1028,23.3817,0.1305,Act-1
1.3007,0,1.2033,7.4881,60.6941,0.607,2.0482,6.2575,3.1027,25.2652,0.0084,Act1
-1.0292,0,1.1577,7.6786,60.6941,0.6093,2.0405,4.7622,3.1027,58.063,-0.0145,Act-1
1.8383,0,1.1338,8.0938,50.9079,0.6441,2.0352,13.2127,3.6035,65.8473,-0.0293,Act-1
2.185,1,1.2863,8.107,32.8972,0.6213,2.0146,11.9231,3.843,42.3318,-0.0843,Act1
2.7291,0,1.2759,7.7402,42.6833,0.6347,2.0022,7.0375,3.3304,20.3227,0.1803,Act1
4.9261,1,1.5171,7.6313,36.0215,0.6722,2.0448,16.0982,3.9175,80.2569,0.1005,Act-1
5.2089,1,1.379,8.0495,18.0108,0.6774,2.0734,7.1892,3.8903,45.2561,0.0758,Act1
3.8409,1,1.491,7.6759,18.0108,0.6786,2.0835,12.9951,3.8888,17.8758,0.0562,Act1
5.3147,1,1.3572,7.6371,17.8882,0.6834,2.0528,11.3788,3.7399,61.9143,0.0513,Act1
4.662,1,1.4191,7.5278,0.0,0.6594,2.0926,9.547,3.8465,29.9358,-0.0123,Act1
3.5722,1,1.2868,7.72,0.0,0.6609,2.099,8.2244,3.7564,17.2024,-0.059,Act1
3.9357,1,1.4083,7.6058,52.6845,0.6618,2.0432,9.6623,4.0454,26.3755,0.0338,Act-1
4.4169,1,1.3744,7.8621,78.7048,0.6539,2.0903,8.3817,4.0684,28.0939,-0.2023,Act-1
5.9629,1,1.2652,7.5095,85.3667,0.6466,2.1017,11.9746,3.8521,29.1975,-0.0544,Act-1
6.3812,1,1.2878,7.388,0.0,0.6727,2.0971,7.9431,3.8006,26.7714,0.0131,Act-1
3.8545,0,1.241,7.5482,18.0108,0.6519,2.1184,4.8264,3.469,24.6217,0.0805,Act1
4.1927,1,1.3871,7.9886,0.0,0.6615,2.1653,4.9492,4.192,13.0678,-0.1878,Act1
4.5896,1,1.5227,8.2952,49.3022,0.7072,2.0309,10.8144,4.3335,75.8344,-0.1422,Act1
2.5849,1,1.3152,8.0,16.405,0.6997,2.0166,6.0162,3.8996,34.2587,-0.1158,Act1
3.1462,0,1.1007,7.9242,85.3667,0.6224,2.1394,10.8199,3.8956,40.4434,-0.0774,Act1
3.5085,0,1.0891,7.9737,42.6833,0.6216,2.1411,10.8099,4.0528,37.9089,-0.1465,Act1
9.3668,1,1.6425,7.5714,85.3667,0.6535,2.1107,11.1929,4.4654,34.4359,-0.0999,Act-1
4.0274,1,1.2693,7.4,0.0,0.6184,2.0871,11.796,3.5142,32.1377,-0.2022,Act-1
3.7821,1,1.3112,7.4094,36.0215,0.6408,2.0431,8.4782,3.4561,19.4498,-0.1495,Act1
3.256,1,1.4225,7.5618,50.9079,0.6513,2.0361,11.4086,4.1062,67.2905,-0.0441,Act1
3.6491,1,1.4534,7.7077,32.8972,0.688,2.0435,5.9927,3.6835,16.0591,-0.1863,Act1
2.8682,1,1.2678,7.8384,129.6128,0.6369,2.1233,14.1624,3.4646,51.4312,0.0285,Act-1
2.5936,1,1.226,7.7204,121.3882,0.6395,2.0778,14.7891,3.471,40.2837,-0.0274,Act-1
2.5936,1,1.226,7.7204,121.3882,0.6395,2.0778,14.7891,3.471,40.2837,-0.0274,Act-1
4.626,0,1.1107,7.6638,60.6941,0.6223,2.1456,9.5909,3.6823,29.7274,-0.0892,Act-1
1.4984,0,1.0284,7.9887,86.9294,0.604,2.0658,10.3358,3.5162,35.7671,-0.0656,Act-1
2.3383,0,1.2141,7.7738,60.6941,0.6197,2.0767,7.0585,3.103,31.0497,0.0268,Act1
2.6537,0,1.1753,7.7083,96.7156,0.6068,2.0428,8.7188,3.1028,31.6467,0.1372,Act-1
3.0444,0,1.2032,8.6306,93.5913,0.625,2.034,3.3636,3.2408,14.7342,0.2869,Act1
2.7027,0,1.2114,7.9395,93.5913,0.6581,2.0101,2.4602,3.12,15.0492,0.1422,Act-1
1.1185,0,1.2109,8.0343,146.0608,0.6048,2.034,4.9403,3.1154,8.4769,0.1443,Act-1
2.6637,0,1.2205,7.7685,60.6941,0.6415,2.0102,3.3699,3.0996,8.7919,-0.0221,Act-1
1.0463,0,1.1929,7.875,146.0608,0.6066,2.0822,7.2233,3.1028,23.3817,0.1273,Act-1
1.4294,0,1.2141,7.8214,78.7048,0.6167,2.0695,6.5311,3.1028,27.6576,0.0638,Act-1
1.6588,0,1.2562,7.912,60.6941,0.6256,1.999,6.3313,3.1027,15.1271,0.1292,Act-1
3.281,0,1.2033,7.5119,60.6941,0.6115,2.0194,6.2575,3.1027,25.2652,-0.0008,Act-1
2.0077,0,1.1977,7.6413,60.6941,0.6054,2.0007,8.0982,3.1027,31.4388,0.0938,Act-1
2.3016,1,1.2931,7.8442,93.5913,0.6982,1.9586,6.7593,3.5897,107.9585,0.2032,Act1
2.6756,1,1.4623,7.9236,65.9652,0.6743,2.0875,6.6478,4.5082,14.9669,-0.2145,Act1
4.041,1,1.5198,7.7672,0.0,0.7193,2.0253,11.1401,3.8271,84.9502,-0.1827,Act1
3.6187,1,1.3997,7.9801,18.0108,0.6451,2.135,14.9829,4.1433,46.8472,-0.1897,Act-1
1.1396,0,1.1437,8.2685,0.0,0.6815,1.9066,3.8458,3.2521,19.7179,-0.1053,Act-1
5.0714,1,1.2715,7.7432,128.05,0.6486,2.1017,15.9777,3.9524,30.1074,-0.0337,Act1
2.5812,1,1.4372,7.7034,77.3571,0.6681,2.0698,11.3896,4.0145,68.8652,0.0702,Act1
3.224,0,1.007,7.5208,50.9079,0.6058,2.1648,6.836,3.2233,32.1557,-0.0111,Act1
-1.593,0,1.0304,8.2917,242.7764,0.608,1.9788,9.1799,3.475,94.4734,-0.0381,Act-1
-0.8492,0,1.0448,8.7611,146.0608,0.574,1.9753,5.5249,2.7327,10.2548,-0.1426,Act-1
-0.918,0,1.0248,8.4821,146.0608,0.5659,1.9762,5.3891,2.6638,9.3449,-0.1482,Act-1
-1.1818,0,1.0415,8.7135,103.3774,0.5809,1.9782,6.7618,2.7163,18.5941,-0.1673,Act-1
-0.599,0,1.0225,8.1818,85.3667,0.6259,2.0136,5.0515,3.6263,16.9172,0.002,Act-1
1.9633,0,1.0,8.6042,42.6833,0.7223,1.8363,1.9601,2.0,0.0,0.0,Act1
6.9506,1,1.5968,7.7141,42.6833,0.7,2.117,14.4338,3.9933,76.2233,-0.0493,Act-1
-0.3128,1,1.2452,8.2725,93.5913,0.6882,2.0948,13.4107,3.9326,95.4931,0.1612,Act-1
3.103,0,1.2095,8.1142,42.6833,0.6928,1.9953,8.1246,3.5774,11.8734,-0.0312,Act-1
3.5968,1,1.3221,8.0744,60.6941,0.6732,2.0308,12.312,3.6973,25.3699,0.0183,Act1
-0.6278,0,1.0419,8.6636,75.5805,0.6185,1.8984,1.0,2.5198,0.9099,-0.1442,Act-1
0.3915,0,1.0532,8.6047,60.6941,0.6628,1.9056,1.8899,2.9991,6.5142,0.098,Act1
8.9754,1,1.2958,7.5357,85.3667,0.6443,2.0612,7.7719,4.2568,80.2829,-0.0546,Act-1
6.3893,1,1.5091,7.5825,18.0108,0.7337,2.1146,7.3325,3.7534,29.0552,-0.0004,Act1
1.1692,0,1.044,7.6923,42.6833,0.6373,2.0522,6.3157,3.8956,25.7585,-0.0963,Act-1
5.9809,1,1.2558,7.8218,72.043,0.6327,2.0722,16.5289,3.7407,69.5892,-0.082,Act-1
7.2889,0,1.1812,7.2902,42.6833,0.6129,2.0687,12.9053,3.3377,26.6474,0.0209,Act1
2.534,0,1.0325,7.6061,0.0,0.5968,2.0542,2.8888,2.2564,12.7371,-0.2996,Act1
