Mp,C_percent,N_percent,O_percent,DECC,Psi_e_A,piPC05,PCR,Vindex,SpMAD_A,WiA_D/Dt,SpMAD_B(p),MATS2m,MATS5m,MATS5p,MATS8p,MATS1i,MATS7i,GATS4m,GATS8m,GATS2p,GATS2i,GATS4i,GATS6i,SpMax2_Bh(p),SpMax2_Bh(i),SpMin1_Bh(p),SpMin3_Bh(i),P_VSA_p_3,P_VSA_i_2,P_VSA_s_3,P_VSA_s_6,P_VSA_ppp_D,P_VSA_ppp_cyc,Eta_D_epsiA,Eta_psi1,SpMaxA_AEA(dm),SM12_AEA(ri),SdssC,SaasC,mindssC,CATS2D_00_LL,SHED_AL,SHED_LL,Uc,TPSA_efficiency,LOGPcons,SAscore,QEDu,MACCSFP125,Actividad
0.625,32.3944,8.4507,7.0423,1.5527,8.0929,5.5842,1.1729,0.2312,1.2307,0.6738,1.4419,0.0675,-0.0656,-0.0363,-0.0101,-0.076,-0.0225,1.0444,1.0229,1.1253,1.2001,1.0195,0.9789,3.7751,3.9692,2.1064,1.7067,85.883,80.0756,33.9964,201.8553,159.679,68.8719,0.1501,0.529,0.1273,3.7512,-1.8723,1.5116,-1.097,13,10.192,12.6132,3.585,0.3658,1.2238,4.5263,0.1912,0,Act-1
0.6651,37.5,7.5,5.0,1.0165,8.0644,5.839,1.3455,0.2926,1.2755,0.4559,1.5073,0.1003,-0.1363,-0.0433,-0.1582,-0.1787,-0.2515,1.3912,0.9221,0.8624,0.976,1.1109,0.7445,3.7185,3.9101,2.1247,1.553,86.2422,80.0181,24.6693,77.988,18.0108,107.5077,0.1786,0.5373,0.198,3.9237,0.0,-0.601,0.0,7,4.182,6.3998,3.7004,0.2111,1.2625,4.4597,0.8932,1,Act-1
0.6604,42.1053,5.2632,10.5263,1.1418,8.279,5.8852,1.2455,0.2689,1.284,0.3826,1.4963,0.1465,-0.2442,-0.1019,0.0878,0.0096,-0.0047,0.784,1.3392,0.9706,1.0662,1.0454,1.2292,3.7309,3.8948,2.1101,1.4853,69.7316,69.7316,42.3827,151.8304,75.5805,74.1207,0.2272,0.4942,0.1511,3.8311,-2.4203,0.3725,-1.3307,7,6.6994,5.681,3.3219,0.297,1.308,4.2092,0.803,0,Act-1
0.6729,45.098,3.9216,7.8431,1.3944,8.1828,6.2126,1.347,0.1962,1.2993,0.4643,1.5303,0.0463,0.1006,-0.0417,0.004,-0.0343,-0.0636,0.8704,1.1556,0.8637,0.7799,0.9099,1.3659,3.8745,4.005,2.0942,1.522,115.7582,115.7582,40.3317,133.8933,60.6941,116.9856,0.2168,0.5111,0.1088,3.9912,-2.4382,3.5319,-1.3454,14,9.8773,9.2412,4.0,0.1889,3.4939,4.5324,0.7472,1,Act1
0.6082,32.1429,7.1429,17.8571,0.9619,8.8137,4.4773,1.0921,0.3693,1.2379,0.5856,1.4271,0.0339,0.2075,0.0715,0.1396,-0.2407,0.0223,1.072,1.6644,1.1975,1.1077,0.8499,1.1451,3.509,3.7469,1.9662,1.3035,35.9741,35.9741,18.1015,161.6165,103.3774,59.2839,0.3094,0.411,0.2152,3.1407,-3.2328,0.0,-1.1718,1,4.7622,0.0,2.0,0.4246,-1.0829,4.2459,0.5081,0,Act-1
0.6028,34.4538,0.0,11.7647,3.3197,7.8379,5.6384,1.027,0.093,1.279,0.5306,1.3651,0.0552,0.0068,-0.0063,0.0268,0.0161,-0.0786,1.1152,1.0151,1.2087,1.2308,1.1613,0.9384,3.8276,3.9628,2.1565,1.784,97.5301,97.5301,42.8491,358.2442,256.1001,97.4036,0.1294,0.5112,0.0667,3.5865,0.5686,0.0,-0.3357,24,17.7265,16.6839,1.585,0.26,1.7247,5.7399,0.1222,0,Act1
0.604,34.7458,0.0,11.0169,3.3519,7.7731,5.5947,1.0278,0.092,1.2836,0.5325,1.3662,0.0591,0.0078,-0.0042,0.0221,0.0043,-0.0866,1.1185,1.0358,1.2008,1.2219,1.1526,0.9306,3.8278,3.9631,2.1568,1.7846,100.0646,100.0646,45.3837,315.5609,213.4167,99.9382,0.1216,0.5199,0.067,3.5855,0.8153,0.0,-0.2519,25,17.8451,16.4394,1.585,0.239,2.6703,5.6655,0.1478,0,Act-1
0.5986,33.5714,0.0,13.5714,4.0937,7.9508,5.7838,1.0248,0.0773,1.2783,0.5833,1.3613,0.0291,-0.0018,-0.0036,0.0175,0.0163,-0.0818,1.0958,1.0088,1.239,1.2637,1.1528,0.9588,3.8276,3.9708,2.1565,1.7898,97.8897,97.8897,42.8491,508.294,384.1501,108.7631,0.1476,0.4909,0.0559,3.5865,0.5396,0.0,-0.3493,24,14.0951,16.6839,1.585,0.2992,-0.2719,6.1455,0.0739,0,Act-1
0.64,33.3333,3.3333,3.3333,0.7456,7.2115,4.0604,1.0,0.3824,1.3403,0.4176,1.3787,0.018,-0.0117,0.0551,0.578,-0.1589,-0.0255,1.0062,0.0,1.1429,1.1595,1.0581,0.9444,3.4887,3.6161,2.0985,1.2311,53.3306,21.1111,44.5054,10.9999,0.0,58.6296,0.0725,0.6234,0.304,2.4228,0.0,0.0,0.0,5,3.2165,4.7451,0.0,0.1895,1.4058,5.099,0.6497,0,Act-1
0.5767,28.7356,1.1494,20.6897,2.6136,8.5341,5.1818,1.0297,0.1704,1.2638,0.6668,1.353,-0.1032,-0.0238,0.0413,-0.0664,0.0526,-0.1172,1.0673,1.0891,1.4339,1.5216,1.0895,1.0453,3.7159,3.9148,2.0675,1.7335,22.2062,22.2062,3.1856,609.8829,572.8942,46.3806,0.2258,0.42,0.0778,3.2376,0.0225,0.0,0.0225,3,15.3789,3.0,1.0,0.4974,-7.1918,5.4039,0.0619,0,Act-1
0.6969,41.3043,2.1739,0.0,1.1364,7.2121,5.3218,1.2211,0.2404,1.3344,0.4829,1.5013,0.0229,0.0148,-0.0198,-0.281,-0.0701,-0.0707,0.6396,1.3139,0.8445,0.9328,0.8434,1.0684,3.8164,3.9127,2.1635,1.4158,150.1269,87.5715,88.5274,0.0,0.0,138.545,0.0649,0.7082,0.1531,3.4563,3.249,2.9158,1.5494,13,3.8639,8.0324,3.585,0.1709,3.2876,4.215,0.6169,1,Act-1
0.6372,25.0,5.0,5.0,0.8395,8.2469,1.0986,1.0,0.8546,1.0479,1.0,1.1773,-0.1443,-0.2019,-0.0422,0.0,-0.5972,0.0,0.5741,0.0,0.9523,1.1544,1.0735,0.077,3.2057,3.402,2.0017,1.0021,96.6042,18.3069,9.9105,105.1334,0.0,0.0,0.1783,0.5275,0.4435,1.247,0.0,0.0,0.0,2,2.0,1.0,0.0,0.0992,-0.3356,4.7828,0.4755,0,Act-1
0.5816,31.1475,3.2787,0.0,1.6961,7.1111,3.8918,1.0,0.2634,1.1859,0.723,1.2267,0.0482,-0.0029,-0.026,0.1707,-0.3827,-0.1441,0.9577,0.8195,0.9341,0.9778,0.9367,0.7747,3.7522,3.9847,2.1367,1.5885,73.189,73.189,22.8108,0.0,0.0,20.2763,0.0131,0.6645,0.166,3.3119,0.0,0.0,0.0,11,6.6445,5.6661,0.0,0.0,0.6032,3.7155,0.6476,0,Act1
0.5551,25.0,5.0,10.0,0.625,8.4583,0.0,1.048,0.9319,0.9231,1.0,1.1709,0.1674,-1.2549,0.0574,0.0,-0.9223,0.0,0.2746,0.0,0.5149,0.5953,0.56,0.0,3.0155,3.3396,2.0341,0.8036,28.2047,28.2047,3.0156,67.8283,42.6833,0.0,0.1336,0.4735,0.5349,2.4824,-0.7523,0.0,-0.7523,0,0.0,0.0,1.0,0.3156,-1.7041,3.6173,0.5782,0,Act-1
0.5585,25.9259,3.7037,11.1111,0.9091,8.4545,1.9459,1.0331,0.776,0.9766,1.0,1.1911,0.091,-0.4527,-0.0874,0.4476,-0.6087,0.1277,0.4379,0.0,0.8453,0.8852,0.6323,0.7759,3.3366,3.6155,2.0498,0.9447,30.7392,30.7392,5.5501,110.5116,85.3667,0.0,0.1372,0.4712,0.3624,2.7521,-0.9528,0.0,-0.9528,1,1.7548,0.0,1.0,0.3546,-1.9713,3.788,0.6035,0,Act-1
0.5607,27.2727,4.5455,0.0,1.3469,7.2143,2.3026,1.0,0.5755,1.0488,1.0,1.1121,0.0222,-0.0013,-0.0119,-0.1921,-0.7368,0.0762,0.6259,0.8924,0.7195,0.7418,0.6526,0.9728,3.5753,3.9062,2.0709,1.4791,64.7278,64.7278,14.3495,0.0,0.0,0.0,0.0182,0.6415,0.268,3.0965,0.0,0.0,0.0,4,4.0,2.7495,0.0,0.0,-1.1729,3.5225,0.4877,0,Act1
0.5664,28.5714,3.5714,0.0,1.9259,7.1667,2.6391,1.0,0.4844,1.0975,1.0,1.144,-0.0366,-0.0007,-0.0063,-0.0093,-0.5554,-0.0174,0.6922,0.9501,0.9067,0.9072,0.7125,0.9765,3.6302,3.928,2.0622,1.6173,74.8659,74.8659,24.4877,0.0,0.0,0.0,0.0143,0.6567,0.2049,3.098,0.0,0.0,0.0,8,8.0,6.1051,0.0,0.0,0.3025,3.325,0.4494,0,Act1
0.5433,23.8095,4.7619,4.7619,0.6531,7.8571,0.0,1.0,0.9705,0.9601,1.0,1.0872,-0.0071,-0.2035,0.1878,0.0,-0.9277,0.0,0.459,0.0,0.5724,0.6334,0.6639,0.0,3.0228,3.3567,2.0382,0.8036,27.2948,27.2948,2.1057,42.6833,42.6833,0.0,0.0671,0.533,0.5809,1.1169,0.0,0.0,0.0,0,0.0,0.0,0.0,0.1941,-1.7482,3.6432,0.5279,0,Act-1
0.5548,24.0,8.0,8.0,0.9,8.1667,1.9459,1.037,0.7101,1.0034,1.0,1.1983,0.1344,0.0665,0.4523,0.4526,-0.8294,0.1093,0.5577,0.0,0.5777,0.5876,0.8442,1.9883,3.1431,3.5289,2.0405,0.982,38.6497,38.6497,13.4606,69.042,32.8972,0.0,0.1283,0.4786,0.3988,2.7013,-0.7005,0.0,-0.7005,0,0.0,0.0,1.0,0.3554,-1.8571,3.5331,0.6263,0,Act-1
0.6232,24.5614,7.0175,19.2982,1.9938,8.5735,4.7958,1.111,0.2496,1.1482,0.7969,1.3724,0.1735,0.0441,0.2072,-0.4364,-0.5725,0.2823,0.7804,1.6399,0.5756,0.8215,0.8023,1.5384,3.7185,3.9227,2.0377,1.5991,61.607,61.607,17.8942,287.9729,155.3957,56.0371,0.2488,0.4553,0.1191,3.5451,-0.9393,0.0,-0.8682,1,7.172,0.0,2.585,0.4819,-3.635,5.0045,0.1207,0,Act-1
0.6314,36.6667,6.6667,10.0,1.6953,8.2083,6.1369,1.338,0.2503,1.2041,0.4833,1.4167,0.1454,0.0973,0.0703,-0.2102,-0.1273,-0.1712,0.6829,1.1053,0.8106,0.9393,1.0358,1.1968,3.7276,3.8931,2.1236,1.6294,108.4361,108.4361,36.9456,189.3288,121.3882,66.4277,0.1744,0.5105,0.1133,4.0098,-1.2408,-0.5833,-0.6204,8,9.1154,6.4958,3.9069,0.2987,-2.1953,4.1233,0.3163,1,Act1
0.6339,38.6364,2.2727,11.3636,1.2892,7.9493,5.131,1.1256,0.2082,1.2991,0.5781,1.4535,-0.0442,0.1105,0.1762,-0.0613,-0.0787,-0.0193,1.1321,0.9656,1.1034,1.1941,1.0809,0.9779,3.8644,3.9603,2.0638,1.4484,71.2236,71.2236,15.446,116.6642,42.6833,66.6358,0.1569,0.5197,0.155,3.6181,-0.417,0.7448,-0.417,9,9.4004,7.0687,3.0,0.2384,-0.907,5.5693,0.5328,0,Act-1
0.6294,38.2979,2.1277,8.5106,1.2892,7.7319,5.131,1.1256,0.2082,1.2991,0.5781,1.451,-0.0201,0.1529,0.2018,-0.0413,-0.1897,-0.0395,1.0455,1.0687,0.9816,1.0716,1.1294,0.8949,3.8662,3.9608,2.0865,1.458,79.62,79.62,15.446,89.828,42.6833,66.6358,0.1235,0.5486,0.1554,3.6181,-0.3149,0.8065,-0.3149,9,8.8211,7.0687,3.0,0.1855,-0.4984,5.424,0.6497,0,Act1
0.6899,39.5833,2.0833,8.3333,1.2012,7.6955,5.3021,1.123,0.1935,1.314,0.5796,1.5037,0.0189,0.1583,0.2748,-0.0581,-0.0918,-0.1831,0.7765,1.0767,0.8499,0.952,1.051,0.8293,3.9382,3.9603,2.0838,1.4136,147.5285,84.9731,77.5326,89.828,42.6833,134.5443,0.1514,0.5811,0.1472,3.7244,-0.5615,1.2056,-0.5615,8,6.204,5.4462,3.585,0.2943,0.4545,5.404,0.5907,1,Act-1
0.6226,37.5,2.0833,6.25,1.2686,7.6894,4.9501,1.1396,0.2412,1.274,0.6141,1.4227,0.0081,0.263,0.2393,-0.0574,-0.1743,-0.0403,1.042,1.1091,1.0155,1.1014,1.1528,0.9163,3.8563,3.9584,2.0804,1.5428,84.689,84.689,20.515,78.8282,42.6833,60.7049,0.0976,0.5746,0.1625,3.5549,-0.2868,0.824,-0.2868,11,7.0752,8.847,3.0,0.1528,0.4009,5.0174,0.7828,0,Act-1
0.6614,44.4444,2.2222,0.0,1.034,7.3175,5.598,1.3074,0.2714,1.3112,0.6058,1.5172,0.0025,0.1011,0.0805,-0.1491,-0.1428,-0.1052,0.8531,1.1213,0.823,0.8455,0.8647,1.2697,3.7526,3.9181,2.13,1.7717,133.578,133.578,22.0228,0.0,0.0,113.5997,0.0532,0.6887,0.1563,3.2977,3.0701,2.7054,1.4545,16,6.1688,6.633,3.8074,0.0,2.6316,3.7696,0.5693,1,Act1
0.6206,37.2549,1.9608,5.8824,1.1002,7.663,5.0002,1.1399,0.2663,1.2712,0.681,1.4238,0.0484,-0.1006,0.1128,-0.0896,-0.1658,-0.1299,0.824,1.0459,1.0231,1.0512,0.871,1.0836,3.7488,3.9864,2.0271,1.5971,91.435,91.435,27.261,78.8282,42.6833,67.4509,0.0918,0.5798,0.1728,3.2573,-0.456,0.67,-0.456,12,6.6071,7.1589,3.0,0.1461,0.9688,4.276,0.7844,0,Act-1
0.6448,41.1765,1.9608,5.8824,1.1744,7.7233,5.4843,1.2354,0.2598,1.2737,0.6563,1.4868,0.041,-0.0204,0.1456,-0.0956,-0.1488,-0.1019,0.8328,1.1318,0.9434,0.9749,0.9191,0.9832,3.7526,3.9809,2.1146,1.7935,134.3982,134.3982,22.843,78.8282,42.6833,110.4141,0.1082,0.5891,0.1635,3.2977,-0.6002,1.0477,-0.6002,14,6.8292,8.297,3.8074,0.1367,1.2626,4.1163,0.7901,1,Act-1
0.6416,40.7407,1.8519,5.5556,1.1775,7.6955,5.4801,1.2296,0.2476,1.2898,0.6615,1.4869,0.0265,0.1084,0.2121,-0.034,-0.1427,-0.053,0.9632,1.2007,0.9608,1.0159,1.0459,0.9743,3.7817,3.9938,2.1247,1.7935,139.4194,139.4194,27.8642,78.8282,42.6833,110.8429,0.1021,0.5933,0.1576,3.3785,-0.6107,1.0437,-0.6107,15,7.0412,10.2627,3.8074,0.1313,1.6176,4.1932,0.7617,1,Act-1
0.6119,35.7143,3.5714,1.7857,1.0964,7.3587,4.9866,1.1302,0.2621,1.2992,0.6436,1.4007,0.0033,0.0717,0.1708,-0.0487,-0.2383,-0.0796,0.937,1.0362,0.9934,1.0615,1.0454,1.1497,3.7166,3.9607,2.1273,1.769,90.5607,90.5607,26.3868,42.6833,42.6833,74.7866,0.0507,0.6302,0.156,3.206,0.0,1.1169,0.0,12,7.2794,7.0059,2.8074,0.0739,1.3979,3.9191,0.8742,0,Act-1
0.7155,38.6364,2.2727,2.2727,1.2603,7.0303,5.251,1.2435,0.0,1.2161,0.5511,1.4313,-0.0009,-0.0596,-0.0652,-0.2529,-0.1569,-0.0532,0.1757,0.4015,0.5908,0.6925,0.7467,1.3061,3.8014,3.8701,2.1092,1.4136,218.224,155.6687,78.3893,10.9999,0.0,128.4068,0.1005,0.7126,0.1602,3.33,2.9685,2.7578,1.4379,10,5.1962,5.1723,3.585,0.1641,0.5138,4.243,0.785,1,Act-1
0.6412,40.3846,1.9231,7.6923,1.2604,7.6859,5.9143,1.1541,0.2309,1.3362,0.2776,1.455,0.0891,-0.1095,-0.1036,0.0447,-0.0367,0.0586,1.0271,0.8645,0.9994,1.0813,1.0645,0.9786,3.8128,3.969,2.19,1.5919,63.5155,63.5155,36.1667,121.5115,85.3667,64.0133,0.1137,0.5646,0.1408,3.7548,0.0789,2.6494,0.0789,12,6.9102,7.4416,3.0,0.1873,0.0978,5.7165,0.8147,0,Act-1
0.6452,41.5094,1.8868,3.7736,1.2672,7.3767,5.521,1.2043,0.2205,1.3357,0.5877,1.4868,0.0034,-0.0354,0.0134,-0.108,-0.1863,0.002,0.9281,1.0912,0.998,1.0553,0.8687,0.9648,3.7658,3.9778,2.1182,1.7935,128.0431,128.0431,24.8842,21.9998,0.0,139.5408,0.0802,0.6209,0.1532,3.2977,0.0,2.1481,0.0,15,6.5315,10.2727,3.7004,0.0545,2.3928,4.2095,0.7951,1,Act1
0.6238,37.6623,1.2987,9.0909,3.5457,7.6577,6.6435,1.4554,0.091,1.2935,0.6594,1.4534,0.0762,-0.0781,0.0087,0.0149,-0.2847,-0.0062,1.0315,1.0987,0.7797,0.8627,1.2522,1.1234,3.9608,4.0949,2.1671,1.8596,349.2691,349.2691,128.8833,182.2885,0.0,156.6382,0.1275,0.5442,0.0492,4.1407,-0.4915,13.2329,-0.2457,26,13.127,14.0337,4.8074,0.1408,3.2433,5.6192,0.0291,1,Act-1
0.6638,33.3333,10.5263,8.7719,1.8789,8.0365,5.4853,1.1468,0.1889,1.2657,0.6378,1.4752,0.038,0.1696,-0.0479,0.0062,-0.1692,0.0207,0.723,0.9341,1.0287,1.1838,0.9431,0.9533,3.8241,3.955,2.0765,1.5484,124.9873,61.4901,98.0588,198.4195,93.5913,115.1408,0.2011,0.5223,0.1318,3.9304,-1.5014,0.5058,-1.1168,5,10.2742,6.5975,3.4594,0.4168,-1.3173,4.6618,0.2046,0,Act-1
0.6885,47.7273,2.2727,9.0909,1.5828,7.5833,6.7559,1.5688,0.2069,1.3476,0.275,1.579,0.121,-0.1918,-0.1504,-0.1054,-0.1989,0.1271,1.0097,1.0786,0.5343,0.6281,1.2043,1.1184,3.8604,3.9417,2.2717,1.4625,138.7003,138.7003,42.6329,43.9996,0.0,132.4367,0.1644,0.5646,0.1151,4.3957,0.0,3.0564,0.0,11,7.3795,6.0275,4.4594,0.1171,3.3306,4.0291,0.4711,1,Act1
0.7035,45.7627,10.1695,0.0,1.218,7.4265,6.8664,1.4857,0.0,1.2658,0.1506,1.5542,0.0487,-0.0099,-0.0066,-0.11,0.2016,-0.1165,0.7604,0.7811,0.8881,1.1211,0.9759,1.205,4.0765,4.1666,2.2419,1.7522,223.4607,170.9592,29.8954,148.3743,131.5887,181.2475,0.1381,0.618,0.088,4.5984,0.0,2.9993,0.0,19,2.8888,5.6366,5.0444,0.2577,1.5383,3.7584,0.2171,1,Act-1
0.7385,43.5897,7.6923,2.5641,1.7769,7.1667,6.1671,1.4765,0.0,1.3062,0.3743,1.5707,-0.0006,-0.0143,-0.0257,-0.1312,-0.1172,-0.0512,0.3641,0.2412,0.7856,1.1391,1.1583,0.8716,3.8447,3.9335,2.0496,1.5793,203.3316,171.112,49.2863,27.6629,0.0,145.435,0.1488,0.663,0.1802,3.8078,1.0847,3.1705,1.0847,11,6.7141,8.5348,4.1699,0.1427,0.8323,4.2538,0.6126,1,Act-1
0.6517,42.3077,1.9231,5.7692,1.1657,7.6699,5.5868,1.1988,0.2237,1.3215,0.6049,1.519,0.0123,0.1199,0.2366,-0.1127,-0.1147,-0.0602,0.9228,1.131,0.9887,1.0406,0.9815,1.0268,3.8561,4.0048,2.1781,1.7935,128.1075,128.1075,24.9487,78.8282,42.6833,112.5198,0.1075,0.5933,0.1522,3.3578,-0.5692,1.0794,-0.5692,15,6.8478,8.4952,3.8074,0.132,1.3048,4.7344,0.7835,1,Act-1
0.684,45.1613,9.6774,0.0,1.0796,7.6176,6.2122,1.5329,0.313,1.3053,0.3316,1.5827,0.1418,-0.0737,-0.0921,-0.1633,0.1387,0.0003,1.0696,1.0615,0.8456,1.032,0.9918,1.0997,3.7184,3.8202,2.2419,1.2665,89.6778,89.6778,14.9477,65.7944,65.7944,83.1805,0.1102,0.626,0.1713,3.9065,0.0,1.5488,0.0,9,2.8888,5.6366,4.0875,0.2493,2.0261,3.6428,0.4152,1,Act-1
0.6385,36.8421,10.5263,5.2632,0.76,7.9667,4.5252,1.3313,0.5237,1.2528,0.623,1.5066,-0.0411,0.0989,0.0036,0.816,-0.2057,0.215,1.0303,0.0,0.8598,1.0429,1.2904,0.4727,3.0635,3.3502,2.0666,1.0847,57.6767,57.6767,2.7567,56.0531,42.8057,42.132,0.1551,0.5409,0.3626,2.2732,0.0,0.8657,0.0,3,4.8603,1.8899,3.0,0.2659,0.616,4.3019,0.4334,0,Act-1
0.6614,44.4444,2.2222,0.0,1.0295,7.3095,5.6925,1.401,0.2755,1.3117,0.3963,1.5174,-0.0188,-0.0614,-0.087,-0.0725,-0.0275,-0.2096,0.9616,1.1362,0.8787,0.8617,0.9555,1.1524,3.7483,3.8678,2.0524,1.6435,127.7162,127.7162,28.7615,0.0,3.1243,96.8069,0.0532,0.6887,0.1424,3.6647,1.4305,5.821,1.4305,17,0.0,6.0594,3.8074,0.0159,2.3465,4.3268,0.5265,1,Act1
0.6608,43.4783,4.3478,2.1739,1.4132,7.8021,5.7565,1.3229,0.2646,1.2816,0.5855,1.522,0.041,-0.033,-0.0597,-0.2613,-0.0621,-0.0945,0.9649,1.2831,0.875,0.8375,0.7967,0.9323,3.7796,3.8759,2.0577,1.6582,133.3587,133.3587,36.7548,57.0194,3.1243,103.7893,0.1258,0.5862,0.1598,3.6847,0.0,3.5215,0.0,13,5.9169,6.268,3.8074,0.1151,1.3909,4.8709,0.9271,1,Act-1
0.6658,41.3043,4.3478,0.0,1.0496,7.3914,5.633,1.3455,0.2748,1.2879,0.4,1.4648,0.0331,0.0215,-0.0481,-0.145,-0.1659,-0.2016,0.7987,1.2802,0.8345,1.0242,0.8666,0.9424,3.7589,3.8742,2.0516,1.649,149.4754,110.3267,30.3246,39.1486,3.1243,89.9124,0.0817,0.6523,0.1435,3.7264,0.0,6.2867,0.0,13,2.9253,6.9158,3.7004,0.0243,2.4302,4.2095,0.7032,1,Act-1
0.7012,41.4634,4.878,0.0,1.0748,7.4259,5.6853,1.3515,0.272,1.2944,0.4196,1.4745,0.0876,0.0697,-0.0327,-0.2011,-0.1403,-0.2391,0.8937,1.2399,0.7075,0.913,0.8061,0.9875,3.7193,3.8692,2.0679,1.6512,173.3562,101.988,54.2054,39.1486,3.1243,113.7932,0.1052,0.6593,0.2003,3.6595,0.0,5.947,0.0,10,2.971,6.9909,3.7004,0.1176,2.2468,4.2622,0.7921,1,Act-1
0.6803,41.4634,4.878,0.0,1.05,7.3333,5.6099,1.3571,0.2732,1.3075,0.4155,1.5037,0.09,-0.1459,-0.1463,-0.1194,-0.1407,-0.2403,1.0588,1.0004,0.7768,0.9215,0.7967,0.9952,3.7069,3.8693,2.0718,1.6512,140.1832,107.9636,50.7048,0.0,3.1243,119.7688,0.0783,0.6726,0.2094,3.5799,0.0,5.4321,0.0,10,2.8001,6.4522,3.7004,0.1317,1.639,4.1649,0.7939,1,Act-1
0.6087,35.8491,1.8868,1.8868,1.3061,7.2659,4.6999,1.153,0.2919,1.2703,0.6891,1.3711,-0.0627,0.0534,0.0536,-0.1861,-0.1212,-0.0447,1.0029,1.074,1.1319,1.1247,0.9504,1.0065,3.7162,3.8839,2.041,1.6475,94.3339,94.3339,33.2842,10.9999,3.1243,65.774,0.0428,0.645,0.165,3.1987,0.0,1.4284,0.0,14,4.5378,7.4757,2.8074,0.0471,1.8515,3.9763,0.5709,0,Act-1
0.6612,39.0244,7.3171,0.0,1.16,7.5139,5.2338,1.3152,0.2947,1.2707,0.7175,1.4713,0.009,0.071,0.1813,-0.2129,-0.3114,0.0746,0.8153,1.092,0.7832,0.9679,0.9751,1.2527,3.7378,3.8784,2.0603,1.6101,146.6538,107.5051,18.4555,55.9342,3.1243,101.1808,0.1032,0.6241,0.1513,3.5196,0.0,3.0355,0.0,9,5.5072,8.6133,3.7004,0.0707,1.2638,4.1468,0.8565,1,Act-1
0.6615,36.8421,7.8947,0.0,1.0494,7.4074,4.8288,1.2844,0.3084,1.2837,0.7186,1.4888,0.0018,0.0751,0.1784,-0.3717,-0.2835,0.0919,0.678,1.5908,0.8204,0.9116,0.9284,1.3107,3.7406,3.833,2.0426,1.513,122.1516,90.8739,44.4054,16.7855,3.1243,115.8273,0.0896,0.6422,0.167,3.437,0.0,2.4459,0.0,6,4.559,5.6788,3.585,0.186,0.518,4.2186,0.8805,1,Act-1
0.6452,41.4634,2.439,2.439,1.0693,7.4386,5.2224,1.3189,0.3076,1.2956,0.7009,1.5004,-0.0956,-0.0271,0.1618,-0.2322,-0.1258,-0.1072,0.8635,1.1435,0.9326,0.9257,0.8664,1.259,3.7526,3.8586,2.0577,1.6161,124.6245,124.6245,16.1936,10.9999,3.1243,101.1336,0.0756,0.6382,0.1751,3.2977,0.0,2.4212,0.0,12,3.7798,7.0059,3.7004,0.0533,1.1132,4.2803,0.6806,1,Act-1
0.6849,35.8974,5.1282,0.0,1.1111,7.3981,4.9204,1.194,0.3144,1.2579,0.6234,1.4156,0.0296,0.006,-0.0261,-0.1764,0.0226,-0.0333,0.53,1.9648,0.7259,1.1229,0.96,0.9005,3.7583,3.8913,2.1074,1.4068,146.088,146.088,29.9552,32.8972,36.0215,43.6777,0.0701,0.7734,0.1758,2.8369,0.0,4.2,0.0,10,0.0,8.5403,2.8074,0.0808,2.1139,4.5691,0.5367,0,Act-1
0.625,37.7778,2.2222,6.6667,1.2381,7.7063,4.9067,1.1445,0.2415,1.302,0.6142,1.4506,-0.052,0.169,0.2122,-0.0828,-0.0624,-0.0214,0.9993,1.0279,1.1436,1.2237,1.0949,1.0007,3.8476,3.9573,2.0599,1.5428,76.2926,76.2926,23.6393,78.8282,45.8077,63.8293,0.1043,0.569,0.1688,3.1009,-0.2846,0.8255,-0.2846,11,5.336,8.847,3.0,0.1755,-0.2675,5.772,0.8264,0,Act-1
0.6633,43.4783,2.1739,10.8696,1.3846,7.6795,5.9412,1.318,0.2017,1.3423,0.2497,1.498,0.0324,-0.0105,-0.0539,0.2087,-0.1563,-0.0817,0.928,0.9852,0.7592,0.7977,1.1795,0.9903,3.8435,3.9397,2.1027,1.5576,107.7318,107.7318,64.5548,69.1445,3.1243,146.4593,0.1695,0.5379,0.1231,4.1292,0.0953,6.7882,0.0953,10,7.1849,6.5523,3.8074,0.1649,0.3392,4.8527,0.7902,1,Act-1
0.6826,41.8605,9.3023,0.0,1.0813,7.4686,5.8601,1.382,0.2412,1.3302,0.3557,1.5197,0.0249,0.1081,0.2161,-0.0893,-0.2239,-0.1102,0.7693,1.5377,0.8289,1.1153,1.0063,1.2129,3.752,3.9352,2.0963,1.7173,139.5859,100.4373,28.8315,55.9342,21.1351,133.0858,0.1211,0.6154,0.1329,3.7698,1.0432,4.8537,1.0432,9,4.5146,7.4538,3.8074,0.1109,1.3244,4.4501,0.8675,1,Act-1
0.6544,39.5833,10.4167,4.1667,1.2041,7.7564,5.81,1.3257,0.227,1.323,0.4064,1.5284,0.0182,0.1293,0.1847,-0.2125,-0.3409,-0.0011,0.793,1.2245,0.9162,1.124,1.0927,1.0492,3.6948,3.9708,2.0962,1.7478,105.2661,105.2661,34.0891,67.0754,21.1351,134.2286,0.1458,0.5598,0.1327,3.7049,-0.3039,2.0642,-0.2284,7,5.4207,6.3233,3.9069,0.214,-0.9123,4.3887,0.7947,1,Act-1
