@relation training

@attribute MW numeric
@attribute AMW numeric
@attribute Mp numeric
@attribute stdMW numeric
@attribute stdP numeric
@attribute nTA numeric
@attribute RBF numeric
@attribute nS numeric
@attribute nHM numeric
@attribute nX numeric
@attribute H_percent numeric
@attribute C_percent numeric
@attribute N_percent numeric
@attribute O_percent numeric
@attribute max_conj_path numeric
@attribute totalcharge numeric
@attribute nCIR numeric
@attribute nIR numeric
@attribute nFR numeric
@attribute RFD numeric
@attribute RCI numeric
@attribute NNRS numeric
@attribute nR05 numeric
@attribute nR06 numeric
@attribute nR07 numeric
@attribute nR10 numeric
@attribute D/Dtr05 numeric
@attribute D/Dtr06 numeric
@attribute D/Dtr09 numeric
@attribute D/Dtr11 numeric
@attribute DECC numeric
@attribute Wap numeric
@attribute PHI numeric
@attribute MAXDN numeric
@attribute DELS numeric
@attribute TIE numeric
@attribute Psi_e_A numeric
@attribute Psi_e_0 numeric
@attribute LOC numeric
@attribute C1SP2 numeric
@attribute C2SP2 numeric
@attribute C3SP2 numeric
@attribute C1SP3 numeric
@attribute C2SP3 numeric
@attribute C4SP3 numeric
@attribute SRW07 numeric
@attribute piPC05 numeric
@attribute PCR numeric
@attribute AAC numeric
@attribute IVDE numeric
@attribute Vindex numeric
@attribute Yindex numeric
@attribute IC1 numeric
@attribute IC2 numeric
@attribute IC5 numeric
@attribute SIC0 numeric
@attribute SIC2 numeric
@attribute CIC1 numeric
@attribute CIC5 numeric
@attribute BIC3 numeric
@attribute BIC5 numeric
@attribute SpMAD_A numeric
@attribute J_D numeric
@attribute Acon numeric
@attribute STN_L numeric
@attribute SpPosA_L numeric
@attribute SM3_X numeric
@attribute SM5_X numeric
@attribute SpMaxA_Dt numeric
@attribute Wi_D/Dt numeric
@attribute WiA_D/Dt numeric
@attribute H_D/Dt numeric
@attribute J_D/Dt numeric
@attribute Chi_Dz(m) numeric
@attribute J_Dz(m) numeric
@attribute SM1_Dz(m) numeric
@attribute SM1_Dz(p) numeric
@attribute SM2_Dz(p) numeric
@attribute Chi_Dz(i) numeric
@attribute AVS_B(m) numeric
@attribute SpMaxA_B(m) numeric
@attribute SM6_B(m) numeric
@attribute SpPosA_B(p) numeric
@attribute SpDiam_B(p) numeric
@attribute SpMAD_B(p) numeric
@attribute SM4_B(p) numeric
@attribute ATS4p numeric
@attribute ATSC0m numeric
@attribute ATSC4m numeric
@attribute ATSC5m numeric
@attribute ATSC0i numeric
@attribute MATS1m numeric
@attribute MATS2m numeric
@attribute MATS3m numeric
@attribute MATS4m numeric
@attribute MATS5m numeric
@attribute MATS6m numeric
@attribute MATS7m numeric
@attribute MATS8m numeric
@attribute MATS1p numeric
@attribute MATS2p numeric
@attribute MATS3p numeric
@attribute MATS4p numeric
@attribute MATS5p numeric
@attribute MATS6p numeric
@attribute MATS7p numeric
@attribute MATS8p numeric
@attribute MATS1i numeric
@attribute MATS2i numeric
@attribute MATS3i numeric
@attribute MATS4i numeric
@attribute MATS5i numeric
@attribute MATS6i numeric
@attribute MATS7i numeric
@attribute MATS8i numeric
@attribute GATS1m numeric
@attribute GATS2m numeric
@attribute GATS3m numeric
@attribute GATS4m numeric
@attribute GATS5m numeric
@attribute GATS6m numeric
@attribute GATS7m numeric
@attribute GATS8m numeric
@attribute GATS1p numeric
@attribute GATS2p numeric
@attribute GATS3p numeric
@attribute GATS4p numeric
@attribute GATS5p numeric
@attribute GATS6p numeric
@attribute GATS7p numeric
@attribute GATS1i numeric
@attribute GATS2i numeric
@attribute GATS3i numeric
@attribute GATS4i numeric
@attribute GATS5i numeric
@attribute GATS6i numeric
@attribute GATS7i numeric
@attribute GATS8i numeric
@attribute GGI5 numeric
@attribute JGI1 numeric
@attribute SpMax3_Bh(m) numeric
@attribute SpMax4_Bh(m) numeric
@attribute SpMax2_Bh(p) numeric
@attribute SpMax1_Bh(i) numeric
@attribute SpMax2_Bh(i) numeric
@attribute SpMin2_Bh(m) numeric
@attribute SpMin1_Bh(p) numeric
@attribute SpMin1_Bh(i) numeric
@attribute SpMin3_Bh(i) numeric
@attribute P_VSA_LogP_2 numeric
@attribute P_VSA_LogP_3 numeric
@attribute P_VSA_LogP_4 numeric
@attribute P_VSA_LogP_5 numeric
@attribute P_VSA_LogP_6 numeric
@attribute P_VSA_LogP_7 numeric
@attribute P_VSA_LogP_8 numeric
@attribute P_VSA_MR_2 numeric
@attribute P_VSA_MR_5 numeric
@attribute P_VSA_MR_7 numeric
@attribute P_VSA_MR_8 numeric
@attribute P_VSA_m_4 numeric
@attribute P_VSA_e_3 numeric
@attribute P_VSA_p_3 numeric
@attribute P_VSA_i_2 numeric
@attribute P_VSA_s_1 numeric
@attribute P_VSA_s_3 numeric
@attribute P_VSA_s_6 numeric
@attribute P_VSA_ppp_D numeric
@attribute P_VSA_ppp_con numeric
@attribute P_VSA_ppp_cyc numeric
@attribute P_VSA_charge_2 numeric
@attribute P_VSA_charge_3 numeric
@attribute P_VSA_charge_4 numeric
@attribute P_VSA_charge_5 numeric
@attribute P_VSA_charge_6 numeric
@attribute P_VSA_charge_7 numeric
@attribute P_VSA_charge_9 numeric
@attribute P_VSA_charge_10 numeric
@attribute P_VSA_charge_11 numeric
@attribute P_VSA_charge_12 numeric
@attribute P_VSA_charge_13 numeric
@attribute P_VSA_charge_14 numeric
@attribute Eta_beta numeric
@attribute Eta_beta_A numeric
@attribute Eta_C_A numeric
@attribute Eta_F_A numeric
@attribute Eta_sh_p numeric
@attribute Eta_sh_y numeric
@attribute Eta_epsi_5 numeric
@attribute Eta_D_epsiA numeric
@attribute Eta_psi1 numeric
@attribute Eta_D_beta numeric
@attribute SpMAD_EA numeric
@attribute SpMaxA_EA(dm) numeric
@attribute SpAD_EA(dm) numeric
@attribute SpMAD_EA(dm) numeric
@attribute SpMAD_EA(ri) numeric
@attribute SpMAD_AEA(ed) numeric
@attribute SpMaxA_AEA(dm) numeric
@attribute SpDiam_AEA(dm) numeric
@attribute SpMAD_AEA(dm) numeric
@attribute Chi0_EA(dm) numeric
@attribute SM10_EA(bo) numeric
@attribute SM02_EA(dm) numeric
@attribute SM03_EA(dm) numeric
@attribute SM09_AEA(ed) numeric
@attribute SM05_AEA(bo) numeric
@attribute SM10_AEA(bo) numeric
@attribute SM12_AEA(ri) numeric
@attribute Eig08_EA(bo) numeric
@attribute Eig02_EA(dm) numeric
@attribute Eig04_EA(dm) numeric
@attribute Eig06_EA(dm) numeric
@attribute Eig08_EA(dm) numeric
@attribute Eig09_EA(dm) numeric
@attribute Eig10_EA(dm) numeric
@attribute Eig11_EA(dm) numeric
@attribute Eig12_EA(dm) numeric
@attribute Eig13_EA(dm) numeric
@attribute Eig14_EA(dm) numeric
@attribute Eig15_EA(dm) numeric
@attribute Eig02_AEA(dm) numeric
@attribute Eig05_AEA(dm) numeric
@attribute Eig12_AEA(dm) numeric
@attribute Eig15_AEA(dm) numeric
@attribute nCp numeric
@attribute nCrs numeric
@attribute nCb- numeric
@attribute nCconj numeric
@attribute nR=Cs numeric
@attribute nR=Ct numeric
@attribute nRCOOH numeric
@attribute nRCOOR numeric
@attribute nRCONHR numeric
@attribute nArCONHR numeric
@attribute nRCONR2 numeric
@attribute nRCO numeric
@attribute nCONN numeric
@attribute nRNH2 numeric
@attribute nArNH2 numeric
@attribute nRNHR numeric
@attribute nArNHR numeric
@attribute nArNR2 numeric
@attribute nROH numeric
@attribute nArOH numeric
@attribute nOHp numeric
@attribute nOHs numeric
@attribute nArOR numeric
@attribute nSO2N numeric
@attribute nArX numeric
@attribute nPyrroles numeric
@attribute nPyrazoles numeric
@attribute nImidazoles numeric
@attribute nThiazoles numeric
@attribute nPyridines numeric
@attribute nPyrimidines numeric
@attribute nHAcc numeric
@attribute C-003 numeric
@attribute C-005 numeric
@attribute C-006 numeric
@attribute C-009 numeric
@attribute C-011 numeric
@attribute C-019 numeric
@attribute C-026 numeric
@attribute C-027 numeric
@attribute C-028 numeric
@attribute C-029 numeric
@attribute C-031 numeric
@attribute C-033 numeric
@attribute C-034 numeric
@attribute C-039 numeric
@attribute C-040 numeric
@attribute C-041 numeric
@attribute C-043 numeric
@attribute C-044 numeric
@attribute H-046 numeric
@attribute H-047 numeric
@attribute H-048 numeric
@attribute H-051 numeric
@attribute H-052 numeric
@attribute H-053 numeric
@attribute O-057 numeric
@attribute O-059 numeric
@attribute O-060 numeric
@attribute N-068 numeric
@attribute N-070 numeric
@attribute N-072 numeric
@attribute N-073 numeric
@attribute N-074 numeric
@attribute F-084 numeric
@attribute Cl-089 numeric
@attribute S-107 numeric
@attribute SssCH2 numeric
@attribute SaaCH numeric
@attribute SsssCH numeric
@attribute SdssC numeric
@attribute SaasC numeric
@attribute SssssC numeric
@attribute SdsN numeric
@attribute SssssN+ numeric
@attribute SaaNH numeric
@attribute SdO numeric
@attribute NsCH3 numeric
@attribute NssCH2 numeric
@attribute NdssC numeric
@attribute NaasC numeric
@attribute NaaaC numeric
@attribute NssssC numeric
@attribute NssNH numeric
@attribute NsssN numeric
@attribute NaaN numeric
@attribute NaasN numeric
@attribute NssO numeric
@attribute NaaO numeric
@attribute NssS numeric
@attribute NaaS numeric
@attribute NddssS numeric
@attribute minssCH2 numeric
@attribute minsssCH numeric
@attribute mindssC numeric
@attribute minaasC numeric
@attribute minssssC numeric
@attribute gmin numeric
@attribute MaxsCH3 numeric
@attribute MaxssCH2 numeric
@attribute MaxdsCH numeric
@attribute MaxaaCH numeric
@attribute MaxsssCH numeric
@attribute MaxdssC numeric
@attribute MaxaasC numeric
@attribute MaxsNH2 numeric
@attribute MaxssNH numeric
@attribute MaxsssN numeric
@attribute MaxaaN numeric
@attribute MaxsOH numeric
@attribute MaxdO numeric
@attribute MaxssO numeric
@attribute gmax numeric
@attribute CATS2D_02_DD numeric
@attribute CATS2D_03_DD numeric
@attribute CATS2D_04_DD numeric
@attribute CATS2D_05_DD numeric
@attribute CATS2D_06_DD numeric
@attribute CATS2D_07_DD numeric
@attribute CATS2D_08_DD numeric
@attribute CATS2D_09_DD numeric
@attribute CATS2D_02_DA numeric
@attribute CATS2D_03_DA numeric
@attribute CATS2D_04_DA numeric
@attribute CATS2D_05_DA numeric
@attribute CATS2D_06_DA numeric
@attribute CATS2D_07_DA numeric
@attribute CATS2D_08_DA numeric
@attribute CATS2D_06_DP numeric
@attribute CATS2D_01_DN numeric
@attribute CATS2D_02_DL numeric
@attribute CATS2D_03_DL numeric
@attribute CATS2D_04_DL numeric
@attribute CATS2D_05_DL numeric
@attribute CATS2D_06_DL numeric
@attribute CATS2D_07_DL numeric
@attribute CATS2D_08_DL numeric
@attribute CATS2D_01_AA numeric
@attribute CATS2D_02_AA numeric
@attribute CATS2D_03_AA numeric
@attribute CATS2D_04_AA numeric
@attribute CATS2D_06_AA numeric
@attribute CATS2D_09_AA numeric
@attribute CATS2D_02_AP numeric
@attribute CATS2D_03_AP numeric
@attribute CATS2D_04_AP numeric
@attribute CATS2D_05_AP numeric
@attribute CATS2D_06_AP numeric
@attribute CATS2D_07_AP numeric
@attribute CATS2D_08_AP numeric
@attribute CATS2D_09_AP numeric
@attribute CATS2D_00_AN numeric
@attribute CATS2D_02_AN numeric
@attribute CATS2D_04_AN numeric
@attribute CATS2D_05_AN numeric
@attribute CATS2D_07_AN numeric
@attribute CATS2D_08_AN numeric
@attribute CATS2D_02_AL numeric
@attribute CATS2D_03_AL numeric
@attribute CATS2D_04_AL numeric
@attribute CATS2D_05_AL numeric
@attribute CATS2D_06_AL numeric
@attribute CATS2D_07_AL numeric
@attribute CATS2D_09_AL numeric
@attribute CATS2D_00_PP numeric
@attribute CATS2D_02_PL numeric
@attribute CATS2D_03_PL numeric
@attribute CATS2D_04_PL numeric
@attribute CATS2D_05_PL numeric
@attribute CATS2D_06_PL numeric
@attribute CATS2D_07_PL numeric
@attribute CATS2D_08_PL numeric
@attribute CATS2D_09_PL numeric
@attribute CATS2D_00_NN numeric
@attribute CATS2D_01_NL numeric
@attribute CATS2D_02_NL numeric
@attribute CATS2D_03_NL numeric
@attribute CATS2D_04_NL numeric
@attribute CATS2D_05_NL numeric
@attribute CATS2D_06_NL numeric
@attribute CATS2D_07_NL numeric
@attribute CATS2D_08_NL numeric
@attribute CATS2D_09_NL numeric
@attribute CATS2D_00_LL numeric
@attribute CATS2D_03_LL numeric
@attribute CATS2D_06_LL numeric
@attribute CATS2D_08_LL numeric
@attribute SHED_DA numeric
@attribute SHED_DP numeric
@attribute SHED_DN numeric
@attribute SHED_DL numeric
@attribute SHED_AA numeric
@attribute SHED_AP numeric
@attribute SHED_AL numeric
@attribute SHED_PN numeric
@attribute SHED_PL numeric
@attribute SHED_NL numeric
@attribute SHED_LL numeric
@attribute T(N..O) numeric
@attribute T(N..S) numeric
@attribute T(N..F) numeric
@attribute T(N..Cl) numeric
@attribute T(O..O) numeric
@attribute T(O..S) numeric
@attribute T(O..F) numeric
@attribute T(O..Cl) numeric
@attribute T(S..Cl) numeric
@attribute T(F..F) numeric
@attribute B01[C-N] numeric
@attribute B01[C-O] numeric
@attribute B01[N-O] numeric
@attribute B01[O-S] numeric
@attribute B02[N-N] numeric
@attribute B02[N-O] numeric
@attribute B02[O-O] numeric
@attribute B03[N-N] numeric
@attribute B03[N-O] numeric
@attribute B03[O-O] numeric
@attribute B03[O-S] numeric
@attribute B04[C-O] numeric
@attribute B04[C-F] numeric
@attribute B04[C-Cl] numeric
@attribute B04[N-N] numeric
@attribute B04[N-O] numeric
@attribute B04[N-Cl] numeric
@attribute B04[O-O] numeric
@attribute B04[O-S] numeric
@attribute B05[C-O] numeric
@attribute B05[C-S] numeric
@attribute B05[N-N] numeric
@attribute B05[N-O] numeric
@attribute B05[N-S] numeric
@attribute B05[N-F] numeric
@attribute B05[N-Cl] numeric
@attribute B05[O-O] numeric
@attribute B05[O-S] numeric
@attribute B06[C-C] numeric
@attribute B06[C-N] numeric
@attribute B06[C-O] numeric
@attribute B06[N-N] numeric
@attribute B06[N-O] numeric
@attribute B06[N-F] numeric
@attribute B06[N-Cl] numeric
@attribute B06[O-O] numeric
@attribute B06[O-S] numeric
@attribute B07[C-C] numeric
@attribute B07[C-N] numeric
@attribute B07[C-O] numeric
@attribute B07[C-S] numeric
@attribute B07[N-N] numeric
@attribute B07[N-O] numeric
@attribute B07[N-S] numeric
@attribute B07[O-O] numeric
@attribute B07[O-S] numeric
@attribute B08[C-C] numeric
@attribute B08[C-N] numeric
@attribute B08[C-O] numeric
@attribute B08[C-S] numeric
@attribute B08[N-N] numeric
@attribute B08[N-O] numeric
@attribute B08[N-F] numeric
@attribute B08[O-O] numeric
@attribute B08[O-S] numeric
@attribute B09[C-C] numeric
@attribute B09[C-N] numeric
@attribute B09[C-O] numeric
@attribute B09[C-S] numeric
@attribute B09[C-Cl] numeric
@attribute B09[N-N] numeric
@attribute B09[N-O] numeric
@attribute B09[O-O] numeric
@attribute B09[O-S] numeric
@attribute B10[C-C] numeric
@attribute B10[C-N] numeric
@attribute B10[C-O] numeric
@attribute B10[C-S] numeric
@attribute B10[C-F] numeric
@attribute B10[C-Cl] numeric
@attribute B10[N-N] numeric
@attribute B10[N-O] numeric
@attribute B10[O-O] numeric
@attribute F01[C-N] numeric
@attribute F01[N-N] numeric
@attribute F01[N-O] numeric
@attribute F02[C-O] numeric
@attribute F02[C-F] numeric
@attribute F02[N-N] numeric
@attribute F02[N-O] numeric
@attribute F02[N-S] numeric
@attribute F02[O-O] numeric
@attribute F03[N-N] numeric
@attribute F03[N-O] numeric
@attribute F03[N-S] numeric
@attribute F03[O-O] numeric
@attribute F04[C-C] numeric
@attribute F04[C-N] numeric
@attribute F04[C-F] numeric
@attribute F04[C-Cl] numeric
@attribute F04[N-N] numeric
@attribute F04[N-O] numeric
@attribute F04[N-S] numeric
@attribute F04[O-O] numeric
@attribute F04[O-S] numeric
@attribute F05[C-Cl] numeric
@attribute F05[N-N] numeric
@attribute F05[N-O] numeric
@attribute F05[N-F] numeric
@attribute F05[O-O] numeric
@attribute F05[O-S] numeric
@attribute F06[C-S] numeric
@attribute F06[C-F] numeric
@attribute F06[C-Cl] numeric
@attribute F06[N-N] numeric
@attribute F06[N-O] numeric
@attribute F06[N-S] numeric
@attribute F06[N-F] numeric
@attribute F06[O-O] numeric
@attribute F06[O-S] numeric
@attribute F07[C-N] numeric
@attribute F07[C-O] numeric
@attribute F07[C-S] numeric
@attribute F07[C-F] numeric
@attribute F07[C-Cl] numeric
@attribute F07[N-N] numeric
@attribute F07[N-O] numeric
@attribute F07[N-S] numeric
@attribute F07[O-O] numeric
@attribute F07[O-S] numeric
@attribute F08[C-C] numeric
@attribute F08[C-S] numeric
@attribute F08[C-F] numeric
@attribute F08[C-Cl] numeric
@attribute F08[N-N] numeric
@attribute F08[N-O] numeric
@attribute F08[N-S] numeric
@attribute F08[N-F] numeric
@attribute F08[O-O] numeric
@attribute F08[O-S] numeric
@attribute F09[C-S] numeric
@attribute F09[C-F] numeric
@attribute F09[C-Cl] numeric
@attribute F09[N-N] numeric
@attribute F09[N-O] numeric
@attribute F09[O-S] numeric
@attribute F10[C-N] numeric
@attribute F10[C-S] numeric
@attribute F10[C-F] numeric
@attribute F10[C-Cl] numeric
@attribute F10[N-N] numeric
@attribute F10[N-O] numeric
@attribute F10[O-O] numeric
@attribute Uc numeric
@attribute TPSA_efficiency numeric
@attribute LOGPcons numeric
@attribute SAscore numeric
@attribute QEDu numeric
@attribute MDEC-14 numeric
@attribute MDEC-44 numeric
@attribute MDEO-22 numeric
@attribute MDEN-12 numeric
@attribute MDEN-13 numeric
@attribute MDEN-22 numeric
@attribute MDEN-23 numeric
@attribute MDEN-33 numeric
@attribute ringChiralCenter numeric
@attribute nLevel8 numeric
@attribute nLevel10 numeric
@attribute phLevel1 numeric
@attribute phLevel2 numeric
@attribute phLevel3 numeric
@attribute arLevel1 numeric
@attribute arLevel3 numeric
@attribute s1_size numeric
@attribute s2_relSize numeric
@attribute s3_relSize numeric
@attribute s4_relSize numeric
@attribute s1_phSize numeric
@attribute s2_phSize numeric
@attribute s3_phSize numeric
@attribute s4_phRelSize numeric
@attribute s2_phRelSize_2 numeric
@attribute s3_phRelSize_2 numeric
@attribute s2_relPathLength_2 numeric
@attribute s2_numSharedNeighbors numeric
@attribute s3_numSharedNeighbors numeric
@attribute s2_numRotBonds numeric
@attribute s3_numRotBonds numeric
@attribute s4_numRotBonds numeric
@attribute s2_numAroBonds numeric
@attribute s3_numAroBonds numeric
@attribute s4_numAroBonds numeric
@attribute s34_size numeric
@attribute Actividad {Act1,Act-1}

@data
393.566,7.4258,0.6771,5.5893,0.2949,3,0.1071,0,0,0,45.283,43.3962,11.3208,0,12,0,4,4,0,0,1,1,1,3,0,0,90.1809,297.3509,0,0,1.9001,22986,5.5707,0.9204,14.3289,37.039,7.5345,10.6441,0.6736,5,9,4,4,0,0,4.4427,6.0519,1.5385,1.396,1.3142,0.1693,0.4491,3.5425,4.6143,5.1192,0.2437,0.8056,2.1854,0.6088,0.8276,0.8424,1.3171,1.2373,0.026,6.9847,2.2069,0,0.1892,10.2973,247.5423,0.6097,772.4143,12.0538,0.2566,1.642,0.6189,-1.5261,10.7754,0.2676,3.6443,0.1331,9.3874,1.2929,5.6611,1.5563,6.8467,4.1284,11.262,27.2856,27.0572,0.6877,0.0713,0.0911,-0.0396,-0.1101,-0.0681,-0.0367,-0.1979,-0.1004,-0.0298,0.0392,-0.1354,-0.0061,-0.1082,0.1472,-0.2261,-0.0684,-0.024,0.0279,-0.2247,0.0238,-0.1414,0.2176,-0.1464,0.0384,0.7998,0.8258,0.9756,1.0909,1.0447,1.0386,1.1437,1.1013,1.0416,0.951,1.1317,0.9554,1.0921,0.8092,1.2385,1.1874,1.0625,1.2587,1.0048,1.1252,0.7671,1.1365,0.8974,1.0906,0.1563,3.7349,3.6323,3.8779,4.084,4.0154,2.0326,2.0792,1.9465,1.702,2.1057,84.8574,108.3275,37.6984,14.099,235.422,0,0,48.4527,84.7853,0,0,86.5619,151.6884,151.6884,0,22.2606,66.7746,18.0108,191.6583,191.6583,0,35.3476,0,16.663,91.0484,34.1488,173.8759,2.3279,2.3279,0,0,0,40.75,1.4052,0.785,1.0001,0.1079,0.3165,0.7667,0.1209,0.6123,4.25,1.4882,0.0205,1.3145,0.0411,1.4461,1.5183,0.1008,5.2267,1.493,21.4812,14.9603,0.6227,0,17.8935,8.8396,2.8799,3.9029,2.0237,0,0,0,0,0,0,0,0,0,0,0,3.0245,2.3648,1,0.2893,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,10,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6813,21.9362,0.413,0,7.12,0,0,0,0,0,3,1,0,7,0,0,1,0,4,1,0,0,0,0,0,0.6813,0.413,0,0.7536,0,0.413,2.1896,0.6813,0,2.1458,0.413,0,1.2556,0,3.4564,0,4.8143,0,0,0,4.8143,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,2,3,3,2,3,3,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,12,11,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,10,12,5,0,0,5.9023,6.5975,0,11.9866,0,0,0,10.637,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,9,2,0,0,0,3,0,0,0,0,0,0,0,25,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,19,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,2,0,0,4.585,0.1741,4.8347,3.993,0.5126,0,0,0,0,0,1.9828,1.2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act1
406.734,5.5717,0.6118,5.532,0.2997,7,0.08,0,0,0,60.274,36.9863,0,2.7397,6,0,4,1,2,0.1333,1.1333,0.6667,1,2,0,0,65.2044,176.2824,122.1542,0,2.2259,17901,7.4912,1.9282,22.9561,75.4852,7.4397,10.9083,1.5001,1,2,3,4,12,1,4.8442,4.9558,1.1563,1.1132,1.7131,0.2171,0.5939,2.708,4.3366,5.5183,0.1798,0.7006,3.4819,0.6715,0.8392,0.878,1.2384,1.5626,0.028,5.1591,2.1379,0,0.0671,10.604,235.9503,0.5812,839.2197,15.4512,0.2221,1.7211,0.4047,-1.2238,10.4608,0.2218,3.3207,0.1267,8.9521,1.2472,5.2988,1.3465,6.6294,4.6608,15.2756,53.7358,52.3523,0.7338,0.0205,0.0248,-0.0915,-0.0593,-0.0493,0.1357,-0.0165,-0.0077,0.0833,0.0323,-0.0867,-0.076,-0.0496,0.1377,-0.0735,-0.0306,0.0881,0.0309,-0.085,-0.0752,-0.0489,0.1357,-0.0777,-0.0337,1.1844,1.0724,1.1533,1.0437,1.0075,0.7952,1.0026,0.9973,1.2403,1.1569,1.1888,1.0963,1.0231,0.8135,1.1299,1.2414,1.1595,1.1883,1.0931,1.0184,0.8095,1.129,1.031,0.8475,0.2419,3.6278,3.468,3.811,4.1115,3.9293,2.0612,2.0637,1.9335,1.76,41.1122,104.3192,0,9.5567,0,494.3863,0,47.0844,60.6461,18.9525,0,0,0,104.9223,104.9223,0,34.902,101.1336,85.3667,44.2761,27.2984,0,0,0,0,80.8094,21.5783,70.6266,0,0,0,0,0,20.5,0.7069,1.5528,0.3694,0.2235,0.3176,0.7237,0.0401,0.6489,-11.5,1.5073,0.0247,2.8894,0.0932,1.4909,1.5928,0.1201,5.6917,1.5223,15.1847,13.7741,1.1296,0,18.9096,8.7201,3.0023,3.5623,1.6008,0.68,0,0,0,0,0,0,0,0,0,0,3.3222,2.3395,0.7654,-0.1984,4,9,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,11.7295,0,2.1587,3.4369,0,0.4469,0,0,0,0,4,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0.4205,-0.5948,0.7998,0,0.4469,-0.5948,2.5709,1.3788,2.3325,0,0.8512,1.6023,0,0,0,0,0,10.1265,0,0,10.1265,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,3,2,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,39,30,24,1,0,0,12.6711,1,0,12.6711,0,0,0,11.9063,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0995,6.1425,4.3931,0.5403,1.2488,0,0,0,0,0,0,0,5,3,1.1667,0.3333,0,0.3333,0,0,0.1667,0.0546,0.2529,0.6523,0,0.3333,0.3333,0.046,0.3333,0.0893,0.5333,0.1667,0.6667,0,2.8333,2.6667,0,0,0,26.25,Act1
