Orden,DrugBank_ID
3617,DB03795
3618,DB03796
3619,DB03797
3620,DB03798
3621,DB03799
3622,DB03800
3623,DB03801
3624,DB03802
3625,DB03803
3626,DB03804
3627,DB03805
3628,DB03806
3629,DB03807
3630,DB03808
3631,DB03809
3632,DB03810
3633,DB03811
3634,DB03812
3635,DB03813
3636,DB03814
3637,DB03815
3638,DB03816
3639,DB03817
3640,DB03818
3641,DB03819
3642,DB03820
3643,DB03821
3644,DB03822
3645,DB03823
3646,DB03824
3647,DB03825
3648,DB03826
3649,DB03827
3650,DB03828
3651,DB03829
3652,DB03830
3653,DB03831
3654,DB03832
3655,DB03833
3656,DB03834
3657,DB03835
3658,DB03836
3659,DB03837
3660,DB03838
3661,DB03839
3662,DB03840
3663,DB03841
3664,DB03842
3665,DB03843
3666,DB03844
3667,DB03845
3668,DB03847
3669,DB03848
3670,DB03849
3671,DB03850
3672,DB03851
3673,DB03852
3674,DB03853
3675,DB03854
3676,DB03855
3677,DB03856
3678,DB03857
3679,DB03858
3680,DB03859
3681,DB03860
3682,DB03861
3683,DB03862
3684,DB03863
3685,DB03864
3686,DB03865
3687,DB03866
3688,DB03867
3689,DB03868
3690,DB03869
3691,DB03870
3692,DB03872
3693,DB03873
3694,DB03874
3695,DB03875
3696,DB03876
3697,DB03877
3698,DB03878
3699,DB03879
3700,DB03880
3701,DB03881
3702,DB03882
3703,DB03883
3704,DB03884
3705,DB03885
3706,DB03886
3707,DB03887
3708,DB03888
3709,DB03889
3710,DB03890
3711,DB03891
3712,DB03892
3713,DB03893
3714,DB03894
3715,DB03895
3716,DB03896
3717,DB03897
3718,DB03898
3719,DB03899
3720,DB03900
3721,DB03901
3722,DB03902
3723,DB03903
3724,DB03904
3725,DB03905
3726,DB03906
3727,DB03907
3728,DB03908
3729,DB03909
3730,DB03910
3731,DB03911
3732,DB03912
3733,DB03913
3734,DB03914
3735,DB03915
3736,DB03916
3737,DB03917
3738,DB03918
3739,DB03919
3740,DB03920
3741,DB03921
3742,DB03922
3743,DB03923
3744,DB03924
3745,DB03925
3746,DB03926
3747,DB03927
3748,DB03928
3749,DB03929
3750,DB03930
3751,DB03931
3752,DB03932
3753,DB03933
3754,DB03934
3755,DB03935
3756,DB03936
3757,DB03937
3758,DB03938
3759,DB03939
3760,DB03940
3761,DB03941
3762,DB03942
3763,DB03943
3764,DB03944
3765,DB03945
3766,DB03946
3767,DB03947
3768,DB03948
3769,DB03949
3770,DB03950
3771,DB03951
3772,DB03952
3773,DB03953
3774,DB03954
3775,DB03955
3776,DB03956
3777,DB03957
3778,DB03958
3779,DB03959
3780,DB03960
3781,DB03961
3782,DB03962
3783,DB03963
3784,DB03964
3785,DB03965
3786,DB03966
3787,DB03967
3788,DB03968
3789,DB03969
3790,DB03970
3791,DB03971
3792,DB03972
3793,DB03973
3794,DB03974
3795,DB03975
3796,DB03976
3797,DB03977
3798,DB03978
3799,DB03979
3800,DB03980
3801,DB03981
3802,DB03982
3803,DB03983
3804,DB03984
3805,DB03985
3806,DB03986
3807,DB03987
3808,DB03988
3809,DB03989
3810,DB03990
3811,DB03991
3812,DB03992
3813,DB03993
3814,DB03994
3815,DB03995
3816,DB03996
3817,DB03997
3818,DB03998
3819,DB03999
3820,DB04000
3821,DB04001
3822,DB04002
3823,DB04003
3824,DB04004
3825,DB04005
3826,DB04006
3827,DB04007
3828,DB04008
3829,DB04009
3830,DB04010
3831,DB04011
3832,DB04012
3833,DB04013
3834,DB04014
3835,DB04015
3836,DB04016
3837,DB04017
3838,DB04018
3839,DB04020
3840,DB04021
3841,DB04022
3842,DB04023
3843,DB04024
3844,DB04025
3845,DB04026
3846,DB04027
3847,DB04028
3848,DB04029
3849,DB04030
3850,DB04031
3851,DB04032
3852,DB04033
3853,DB04034
3854,DB04035
3855,DB04036
3856,DB04037
3857,DB04038
3858,DB04039
3859,DB04040
3860,DB04041
3861,DB04042
3862,DB04043
3863,DB04044
3864,DB04045
3865,DB04046
3866,DB04047
3867,DB04048
3868,DB04049
3869,DB04050
3870,DB04051
3871,DB04052
3872,DB04053
3873,DB04054
3874,DB04055
3875,DB04056
3876,DB04057
3877,DB04058
3878,DB04059
3879,DB04060
3880,DB04061
3881,DB04062
3882,DB04063
3883,DB04064
3884,DB04065
3885,DB04066
3886,DB04067
3887,DB04068
3888,DB04069
3889,DB04070
3890,DB04071
3891,DB04072
3892,DB04073
3893,DB04074
3894,DB04075
3895,DB04076
3896,DB04077
3897,DB04078
3898,DB04079
3899,DB04080
3900,DB04081
3901,DB04082
3902,DB04083
3903,DB04084
3904,DB04085
3905,DB04086
3906,DB04087
3907,DB04088
3908,DB04089
3909,DB04090
3910,DB04091
3911,DB04092
3912,DB04093
3913,DB04094
3914,DB04095
3915,DB04096
3916,DB04097
3917,DB04098
3918,DB04099
3919,DB04100
3920,DB04101
3921,DB04102
3922,DB04103
3923,DB04104
3924,DB04105
3925,DB04106
3926,DB04107
3927,DB04108
3928,DB04109
3929,DB04110
3930,DB04111
3931,DB04112
3932,DB04113
3933,DB04114
3934,DB04115
3935,DB04116
3936,DB04117
3937,DB04118
3938,DB04120
3939,DB04121
3940,DB04122
3941,DB04123
3942,DB04124
3943,DB04125
3944,DB04126
3945,DB04127
3946,DB04128
3947,DB04129
3948,DB04130
3949,DB04131
3950,DB04132
3951,DB04133
3952,DB04134
3953,DB04135
3954,DB04136
3955,DB04137
3956,DB04138
3957,DB04139
3958,DB04140
3959,DB04141
3960,DB04142
3961,DB04143
3962,DB04144
3963,DB04145
3964,DB04146
3965,DB04147
3966,DB04148
3967,DB04149
3968,DB04150
3969,DB04151
3970,DB04152
3971,DB04153
3972,DB04154
3973,DB04155
3974,DB04156
3975,DB04157
3976,DB04158
3977,DB04159
3978,DB04160
3979,DB04161
3980,DB04162
3981,DB04163
3982,DB04164
3983,DB04165
3984,DB04166
3985,DB04167
3986,DB04168
3987,DB04169
3988,DB04170
3989,DB04171
3990,DB04172
3991,DB04173
3992,DB04174
3993,DB04175
3994,DB04176
3995,DB04177
3996,DB04178
3997,DB04179
3998,DB04180
3999,DB04181
4000,DB04182
4001,DB04183
4002,DB04184
4003,DB04185
4004,DB04186
4005,DB04187
4006,DB04188
4007,DB04189
4008,DB04190
4009,DB04191
4010,DB04193
4011,DB04194
4012,DB04195
4013,DB04196
4014,DB04197
4015,DB04198
4016,DB04199
4017,DB04200
4018,DB04201
4019,DB04202
4020,DB04203
4021,DB04204
4022,DB04205
4023,DB04206
4024,DB04207
4025,DB04208
4026,DB04209
4027,DB04210
4028,DB04211
4029,DB04212
4030,DB04213
4031,DB04214
4032,DB04215
4033,DB04216
4034,DB04217
4035,DB04218
4036,DB04219
4037,DB04220
4038,DB04221
4039,DB04222
4040,DB04223
4041,DB04224
4042,DB04225
4043,DB04226
4044,DB04227
4045,DB04228
4046,DB04229
4047,DB04230
4048,DB04231
4049,DB04232
4050,DB04233
4051,DB04234
4052,DB04235
4053,DB04236
4054,DB04237
4055,DB04238
4056,DB04239
4057,DB04240
4058,DB04241
4059,DB04242
4060,DB04243
4061,DB04244
4062,DB04245
4063,DB04246
4064,DB04247
4065,DB04248
4066,DB04249
4067,DB04250
4068,DB04251
4069,DB04252
4070,DB04253
4071,DB04254
4072,DB04255
4073,DB04256
4074,DB04257
4075,DB04258
4076,DB04259
4077,DB04260
4078,DB04261
4079,DB04262
4080,DB04263
4081,DB04264
4082,DB04265
4083,DB04266
4084,DB04267
4085,DB04268
4086,DB04269
4087,DB04270
4088,DB04271
4089,DB04272
4090,DB04273
4091,DB04274
4092,DB04275
4093,DB04276
4094,DB04277
4095,DB04278
4096,DB04279
4097,DB04280
4098,DB04281
4099,DB04282
4100,DB04283
4101,DB04284
4102,DB04285
4103,DB04286
4104,DB04287
4105,DB04288
4106,DB04289
4107,DB04290
4108,DB04291
4109,DB04292
4110,DB04293
4111,DB04294
4112,DB04295
4113,DB04296
4114,DB04297
4115,DB04298
4116,DB04299
4117,DB04300
4118,DB04301
4119,DB04302
4120,DB04303
4121,DB04304
4122,DB04305
4123,DB04306
4124,DB04307
4125,DB04308
4126,DB04310
4127,DB04311
4128,DB04312
4129,DB04313
4130,DB04314
4131,DB04315
4132,DB04316
4133,DB04317
4134,DB04318
4135,DB04319
4136,DB04320
4137,DB04321
4138,DB04322
4139,DB04323
4140,DB04324
4141,DB04325
4142,DB04326
4143,DB04327
4144,DB04328
4145,DB04329
4146,DB04330
4147,DB04331
4148,DB04332
4149,DB04333
4150,DB04334
4151,DB04336
4152,DB04337
4153,DB04338
4154,DB04339
4155,DB04340
4156,DB04341
4157,DB04342
4158,DB04343
4159,DB04344
4160,DB04345
4161,DB04346
4162,DB04347
4163,DB04348
4164,DB04349
4165,DB04350
4166,DB04351
4167,DB04352
4168,DB04353
4169,DB04355
4170,DB04356
4171,DB04357
4172,DB04359
4173,DB04360
4174,DB04361
4175,DB04362
4176,DB04363
4177,DB04364
4178,DB04365
4179,DB04366
4180,DB04367
4181,DB04368
4182,DB04369
4183,DB04370
4184,DB04371
4185,DB04372
4186,DB04373
4187,DB04374
4188,DB04375
4189,DB04376
4190,DB04377
4191,DB04378
4192,DB04379
4193,DB04380
4194,DB04381
4195,DB04382
4196,DB04383
4197,DB04385
4198,DB04386
4199,DB04387
4200,DB04388
4201,DB04389
4202,DB04390
4203,DB04391
4204,DB04392
4205,DB04393
4206,DB04394
4207,DB04395
4208,DB04396
4209,DB04397
4210,DB04398
4211,DB04399
4212,DB04400
4213,DB04401
4214,DB04402
4215,DB04403
4216,DB04404
4217,DB04405
4218,DB04406
4219,DB04407
4220,DB04408
4221,DB04409
4222,DB04410
4223,DB04411
4224,DB04412
4225,DB04415
4226,DB04416
4227,DB04417
4228,DB04418
4229,DB04419
4230,DB04421
4231,DB04422
4232,DB04423
4233,DB04424
4234,DB04425
4235,DB04426
4236,DB04427
4237,DB04428
4238,DB04429
4239,DB04430
4240,DB04431
4241,DB04432
4242,DB04433
4243,DB04434
4244,DB04435
4245,DB04436
4246,DB04437
4247,DB04438
4248,DB04439
4249,DB04440
4250,DB04441
4251,DB04442
4252,DB04443
4253,DB04444
4254,DB04445
4255,DB04446
4256,DB04447
4257,DB04448
4258,DB04449
4259,DB04450
4260,DB04451
4261,DB04452
4262,DB04453
4263,DB04454
4264,DB04455
4265,DB04456
4266,DB04457
4267,DB04458
4268,DB04459
4269,DB04460
4270,DB04461
4271,DB04462
4272,DB04463
4273,DB04464
4274,DB04465
4275,DB04466
4276,DB04467
4277,DB04469
4278,DB04470
4279,DB04471
4280,DB04472
4281,DB04473
4282,DB04474
4283,DB04476
4284,DB04477
4285,DB04478
4286,DB04479
4287,DB04480
4288,DB04481
4289,DB04482
4290,DB04483
4291,DB04484
4292,DB04485
4293,DB04486
4294,DB04487
4295,DB04488
4296,DB04489
4297,DB04490
4298,DB04491
4299,DB04492
4300,DB04493
4301,DB04494
4302,DB04495
4303,DB04496
4304,DB04497
4305,DB04498
4306,DB04499
4307,DB04500
4308,DB04501
4309,DB04502
4310,DB04503
4311,DB04504
4312,DB04505
4313,DB04507
4314,DB04508
4315,DB04509
4316,DB04510
4317,DB04511
4318,DB04512
4319,DB04513
4320,DB04514
4321,DB04515
4322,DB04516
4323,DB04517
4324,DB04518
4325,DB04519
4326,DB04520
4327,DB04521
4328,DB04522
4329,DB04523
4330,DB04524
4331,DB04525
4332,DB04526
4333,DB04527
4334,DB04528
4335,DB04529
4336,DB04530
4337,DB04531
4338,DB04532
4339,DB04533
4340,DB04534
4341,DB04535
4342,DB04536
4343,DB04537
4344,DB04538
4345,DB04539
4346,DB04540
4347,DB04541
4348,DB04542
4349,DB04543
4350,DB04544
4351,DB04545
4352,DB04546
4353,DB04547
4354,DB04548
4355,DB04549
4356,DB04551
4357,DB04553
4358,DB04554
4359,DB04555
4360,DB04556
4361,DB04557
4362,DB04558
4363,DB04559
4364,DB04560
4365,DB04561
4366,DB04562
4367,DB04563
4368,DB04564
4369,DB04565
4370,DB04566
4371,DB04567
4372,DB04568
4373,DB04569
4374,DB04577
4375,DB04578
4376,DB04579
4377,DB04580
4378,DB04581
4379,DB04582
4380,DB04583
4381,DB04584
4382,DB04585
4383,DB04586
4384,DB04588
4385,DB04590
4386,DB04591
4387,DB04592
4388,DB04593
4389,DB04594
4390,DB04595
4391,DB04596
4392,DB04597
4393,DB04598
4394,DB04599
4395,DB04600
4396,DB04601
4397,DB04602
4398,DB04604
4399,DB04605
4400,DB04606
4401,DB04607
4402,DB04608
4403,DB04609
4404,DB04610
4405,DB04612
4406,DB04613
4407,DB04614
4408,DB04615
4409,DB04616
4410,DB04617
4411,DB04618
4412,DB04619
4413,DB04620
4414,DB04622
4415,DB04623
4416,DB04624
4417,DB04626
4418,DB04627
4419,DB04628
4420,DB04629
4421,DB04630
4422,DB04631
4423,DB04632
4424,DB04633
4425,DB04634
4426,DB04635
4427,DB04636
4428,DB04637
4429,DB04638
4430,DB04639
4431,DB04640
4432,DB04641
4433,DB04642
4434,DB04643
4435,DB04644
4436,DB04645
4437,DB04646
4438,DB04647
4439,DB04648
4440,DB04649
4441,DB04650
4442,DB04651
4443,DB04652
4444,DB04653
4445,DB04654
4446,DB04655
4447,DB04656
4448,DB04657
4449,DB04658
4450,DB04659
4451,DB04660
4452,DB04661
4453,DB04662
4454,DB04663
4455,DB04664
4456,DB04665
4457,DB04669
4458,DB04672
4459,DB04673
4460,DB04674
4461,DB04675
4462,DB04676
4463,DB04677
4464,DB04678
4465,DB04679
4466,DB04680
4467,DB04681
4468,DB04682
4469,DB04683
4470,DB04684
4471,DB04685
4472,DB04687
4473,DB04688
4474,DB04689
4475,DB04690
4476,DB04692
4477,DB04693
4478,DB04694
4479,DB04695
4480,DB04696
4481,DB04697
4482,DB04698
4483,DB04699
4484,DB04700
4485,DB04701
4486,DB04702
4487,DB04704
4488,DB04705
4489,DB04706
4490,DB04707
4491,DB04708
4492,DB04709
4493,DB04710
4494,DB04712
4495,DB04713
4496,DB04714
4497,DB04715
4498,DB04716
4499,DB04717
4500,DB04718
4501,DB04719
4502,DB04720
4503,DB04721
4504,DB04722
4505,DB04723
4506,DB04724
4507,DB04726
4508,DB04728
4509,DB04729
4510,DB04731
4511,DB04732
4512,DB04733
4513,DB04734
4514,DB04735
4515,DB04736
4516,DB04737
4517,DB04738
4518,DB04739
4519,DB04740
4520,DB04741
4521,DB04742
4522,DB04743
4523,DB04744
4524,DB04745
4525,DB04746
4526,DB04747
4527,DB04748
4528,DB04749
4529,DB04750
4530,DB04751
4531,DB04752
4532,DB04753
4533,DB04754
4534,DB04756
4535,DB04757
4536,DB04758
4537,DB04759
4538,DB04760
4539,DB04761
4540,DB04762
4541,DB04763
4542,DB04764
4543,DB04765
4544,DB04766
4545,DB04767
4546,DB04768
4547,DB04769
4548,DB04770
4549,DB04771
4550,DB04772
4551,DB04773
4552,DB04774
4553,DB04775
4554,DB04776
4555,DB04777
4556,DB04778
4557,DB04779
4558,DB04780
4559,DB04781
4560,DB04782
4561,DB04783
4562,DB04784
4563,DB04785
4564,DB04787
4565,DB04788
4566,DB04789
4567,DB04790
4568,DB04791
4569,DB04792
4570,DB04793
4571,DB04795
4572,DB04796
4573,DB04797
4574,DB04798
4575,DB04799
4576,DB04800
4577,DB04801
4578,DB04803
4579,DB04805
4580,DB04806
4581,DB04807
4582,DB04808
4583,DB04809
4584,DB04810
4585,DB04811
4586,DB05248
4587,DB00886
4588,DB01656
4589,DB02342
4590,DB03348
4591,DB03516
4592,DB04335
4593,DB04468
4594,DB04725
4595,DB04849
4596,DB04850
4597,DB04851
4598,DB04852
4599,DB04853
4600,DB04854
4601,DB04855
4602,DB04856
4603,DB04857
4604,DB04858
4605,DB04859
4606,DB04860
4607,DB04862
4608,DB04863
4609,DB04864
4610,DB04865
4611,DB04866
4612,DB04867
4613,DB04869
4614,DB04870
4615,DB04872
4616,DB04873
4617,DB04874
4618,DB04875
4619,DB04879
4620,DB04881
4621,DB04882
4622,DB04883
4623,DB04884
4624,DB04885
4625,DB04886
4626,DB04887
4627,DB04888
4628,DB04889
4629,DB04891
4630,DB04892
4631,DB04903
4632,DB04905
4633,DB04908
4634,DB04909
4635,DB04910
4636,DB04911
4637,DB04915
4638,DB04917
4639,DB04918
4640,DB04920
4641,DB04924
4642,DB04926
4643,DB04931
4644,DB04933
4645,DB04936
4646,DB04938
4647,DB04944
4648,DB04945
4649,DB04946
4650,DB04947
4651,DB04951
4652,DB04952
4653,DB04953
4654,DB04954
4655,DB04957
4656,DB04960
4657,DB04961
4658,DB04970
4659,DB04972
4660,DB04977
4661,DB04982
4662,DB04983
4663,DB04996
4664,DB05003
4665,DB05009
4666,DB05013
4667,DB05016
4668,DB05022
4669,DB05025
4670,DB05034
4671,DB05038
4672,DB05039
4673,DB05057
4674,DB05067
4675,DB05076
4676,DB05083
4677,DB05087
4678,DB05088
4679,DB05095
4680,DB05100
4681,DB05102
4682,DB05104
4683,DB05105
4684,DB05107
4685,DB05123
4686,DB05128
4687,DB05129
4688,DB05137
4689,DB05143
4690,DB05154
4691,DB05171
4692,DB05186
4693,DB05197
4694,DB05219
4695,DB05229
4696,DB05232
4697,DB05234
4698,DB05251
4699,DB05252
4700,DB05262
4701,DB05279
4702,DB05284
4703,DB05286
4704,DB05287
4705,DB05288
4706,DB05289
4707,DB05291
4708,DB05294
4709,DB05295
4710,DB05296
4711,DB05297
4712,DB05298
4713,DB05302
4714,DB05314
4715,DB05316
4716,DB05318
4717,DB05327
4718,DB05339
4719,DB05340
4720,DB05343
4721,DB05347
4722,DB05360
4723,DB05366
4724,DB05373
4725,DB05375
4726,DB05377
4727,DB05378
4728,DB05379
4729,DB05381
4730,DB05382
4731,DB05383
4732,DB05384
4733,DB05388
4734,DB05398
4735,DB05399
4736,DB05400
4737,DB05409
4738,DB05413
4739,DB05414
4740,DB05416
4741,DB05424
4742,DB05426
4743,DB05428
4744,DB05434
4745,DB05436
4746,DB05442
4747,DB05444
4748,DB05445
4749,DB05446
4750,DB05448
4751,DB05456
4752,DB05458
4753,DB05460
4754,DB05461
4755,DB05462
4756,DB05465
4757,DB05475
4758,DB05478
4759,DB05479
4760,DB05482
4761,DB05488
4762,DB05490
4763,DB05492
4764,DB05494
4765,DB05508
4766,DB05511
4767,DB05521
4768,DB05540
4769,DB05541
4770,DB05659
4771,DB05665
4772,DB05708
4773,DB05719
4774,DB05738
4775,DB05762
4776,DB05786
4777,DB05790
4778,DB05791
4779,DB05792
4780,DB05794
4781,DB05796
4782,DB05800
4783,DB05804
4784,DB05806
4785,DB05812
4786,DB05815
4787,DB05817
4788,DB05823
4789,DB05824
4790,DB05830
4791,DB05837
4792,DB05838
4793,DB05853
4794,DB05855
4795,DB05861
4796,DB05864
4797,DB05869
4798,DB05871
4799,DB05875
4800,DB05884
4801,DB05885
4802,DB05891
4803,DB05893
4804,DB05927
4805,DB05940
4806,DB06085
4807,DB06090
4808,DB06159
4809,DB06185
4810,DB06190
4811,DB06191
4812,DB06194
4813,DB06195
4814,DB06199
4815,DB06200
4816,DB06202
4817,DB06203
4818,DB06204
4819,DB06206
4820,DB06209
4821,DB06210
4822,DB06212
4823,DB06213
4824,DB06215
4825,DB06216
4826,DB06217
4827,DB06218
4828,DB06219
4829,DB06258
4830,DB06281
4831,DB06368
4832,DB06370
4833,DB06429
4834,DB06433
4835,DB06436
4836,DB06446
4837,DB06448
4838,DB06515
4839,DB06536
4840,DB06558
4841,DB06581
4842,DB06586
4843,DB06594
4844,DB06605
4845,DB06614
4846,DB06623
4847,DB06635
4848,DB06685
