Orden,DrugBank_ID
1869,DB01995
1870,DB01996
1871,DB01998
1872,DB01999
1873,DB02000
1874,DB02001
1875,DB02002
1876,DB02004
1877,DB02005
1878,DB02006
1879,DB02007
1880,DB02008
1881,DB02009
1882,DB02010
1883,DB02011
1884,DB02013
1885,DB02014
1886,DB02015
1887,DB02016
1888,DB02017
1889,DB02018
1890,DB02019
1891,DB02020
1892,DB02021
1893,DB02022
1894,DB02023
1895,DB02024
1896,DB02025
1897,DB02026
1898,DB02027
1899,DB02028
1900,DB02029
1901,DB02030
1902,DB02031
1903,DB02032
1904,DB02033
1905,DB02034
1906,DB02035
1907,DB02036
1908,DB02037
1909,DB02038
1910,DB02039
1911,DB02041
1912,DB02042
1913,DB02043
1914,DB02044
1915,DB02045
1916,DB02046
1917,DB02047
1918,DB02048
1919,DB02049
1920,DB02050
1921,DB02051
1922,DB02052
1923,DB02053
1924,DB02054
1925,DB02055
1926,DB02056
1927,DB02057
1928,DB02058
1929,DB02059
1930,DB02060
1931,DB02061
1932,DB02062
1933,DB02063
1934,DB02065
1935,DB02066
1936,DB02067
1937,DB02068
1938,DB02069
1939,DB02070
1940,DB02071
1941,DB02072
1942,DB02073
1943,DB02074
1944,DB02075
1945,DB02076
1946,DB02077
1947,DB02078
1948,DB02079
1949,DB02080
1950,DB02081
1951,DB02082
1952,DB02083
1953,DB02084
1954,DB02085
1955,DB02086
1956,DB02087
1957,DB02088
1958,DB02089
1959,DB02090
1960,DB02091
1961,DB02092
1962,DB02093
1963,DB02094
1964,DB02095
1965,DB02096
1966,DB02097
1967,DB02098
1968,DB02099
1969,DB02100
1970,DB02101
1971,DB02102
1972,DB02103
1973,DB02104
1974,DB02105
1975,DB02106
1976,DB02107
1977,DB02108
1978,DB02109
1979,DB02110
1980,DB02111
1981,DB02112
1982,DB02113
1983,DB02114
1984,DB02115
1985,DB02116
1986,DB02118
1987,DB02119
1988,DB02120
1989,DB02121
1990,DB02122
1991,DB02123
1992,DB02124
1993,DB02125
1994,DB02126
1995,DB02127
1996,DB02128
1997,DB02129
1998,DB02130
1999,DB02131
2000,DB02132
2001,DB02133
2002,DB02134
2003,DB02135
2004,DB02136
2005,DB02137
2006,DB02138
2007,DB02139
2008,DB02140
2009,DB02141
2010,DB02142
2011,DB02143
2012,DB02144
2013,DB02145
2014,DB02146
2015,DB02147
2016,DB02148
2017,DB02150
2018,DB02151
2019,DB02152
2020,DB02153
2021,DB02154
2022,DB02155
2023,DB02156
2024,DB02157
2025,DB02158
2026,DB02159
2027,DB02160
2028,DB02161
2029,DB02162
2030,DB02163
2031,DB02164
2032,DB02165
2033,DB02166
2034,DB02167
2035,DB02168
2036,DB02169
2037,DB02170
2038,DB02171
2039,DB02172
2040,DB02174
2041,DB02175
2042,DB02176
2043,DB02177
2044,DB02178
2045,DB02179
2046,DB02180
2047,DB02181
2048,DB02182
2049,DB02183
2050,DB02184
2051,DB02185
2052,DB02186
2053,DB02187
2054,DB02188
2055,DB02189
2056,DB02190
2057,DB02191
2058,DB02192
2059,DB02193
2060,DB02194
2061,DB02195
2062,DB02196
2063,DB02197
2064,DB02198
2065,DB02199
2066,DB02200
2067,DB02201
2068,DB02202
2069,DB02203
2070,DB02205
2071,DB02207
2072,DB02209
2073,DB02210
2074,DB02211
2075,DB02212
2076,DB02213
2077,DB02214
2078,DB02215
2079,DB02216
2080,DB02217
2081,DB02218
2082,DB02219
2083,DB02220
2084,DB02221
2085,DB02222
2086,DB02223
2087,DB02224
2088,DB02225
2089,DB02226
2090,DB02227
2091,DB02228
2092,DB02229
2093,DB02230
2094,DB02232
2095,DB02233
2096,DB02234
2097,DB02235
2098,DB02236
2099,DB02237
2100,DB02238
2101,DB02239
2102,DB02240
2103,DB02241
2104,DB02242
2105,DB02243
2106,DB02245
2107,DB02247
2108,DB02248
2109,DB02249
2110,DB02250
2111,DB02251
2112,DB02252
2113,DB02253
2114,DB02254
2115,DB02255
2116,DB02256
2117,DB02257
2118,DB02258
2119,DB02259
2120,DB02260
2121,DB02261
2122,DB02262
2123,DB02263
2124,DB02264
2125,DB02265
2126,DB02266
2127,DB02267
2128,DB02268
2129,DB02269
2130,DB02270
2131,DB02271
2132,DB02272
2133,DB02273
2134,DB02274
2135,DB02275
2136,DB02276
2137,DB02277
2138,DB02278
2139,DB02279
2140,DB02280
2141,DB02281
2142,DB02282
2143,DB02283
2144,DB02284
2145,DB02285
2146,DB02286
2147,DB02287
2148,DB02288
2149,DB02289
2150,DB02290
2151,DB02292
2152,DB02293
2153,DB02294
2154,DB02295
2155,DB02296
2156,DB02297
2157,DB02298
2158,DB02299
2159,DB02301
2160,DB02302
2161,DB02303
2162,DB02304
2163,DB02305
2164,DB02306
2165,DB02307
2166,DB02308
2167,DB02309
2168,DB02310
2169,DB02311
2170,DB02312
2171,DB02313
2172,DB02314
2173,DB02315
2174,DB02316
2175,DB02317
2176,DB02318
2177,DB02319
2178,DB02320
2179,DB02321
2180,DB02322
2181,DB02323
2182,DB02324
2183,DB02325
2184,DB02326
2185,DB02327
2186,DB02328
2187,DB02329
2188,DB02330
2189,DB02331
2190,DB02332
2191,DB02333
2192,DB02334
2193,DB02335
2194,DB02336
2195,DB02337
2196,DB02338
2197,DB02339
2198,DB02340
2199,DB02341
2200,DB02343
2201,DB02344
2202,DB02345
2203,DB02346
2204,DB02347
2205,DB02348
2206,DB02349
2207,DB02350
2208,DB02351
2209,DB02352
2210,DB02353
2211,DB02354
2212,DB02355
2213,DB02356
2214,DB02357
2215,DB02358
2216,DB02359
2217,DB02360
2218,DB02361
2219,DB02362
2220,DB02363
2221,DB02364
2222,DB02365
2223,DB02366
2224,DB02367
2225,DB02368
2226,DB02369
2227,DB02370
2228,DB02371
2229,DB02372
2230,DB02373
2231,DB02374
2232,DB02375
2233,DB02376
2234,DB02377
2235,DB02378
2236,DB02379
2237,DB02380
2238,DB02381
2239,DB02382
2240,DB02383
2241,DB02384
2242,DB02385
2243,DB02386
2244,DB02387
2245,DB02388
2246,DB02389
2247,DB02390
2248,DB02391
2249,DB02392
2250,DB02393
2251,DB02394
2252,DB02395
2253,DB02396
2254,DB02397
2255,DB02398
2256,DB02399
2257,DB02400
2258,DB02401
2259,DB02402
2260,DB02403
2261,DB02404
2262,DB02405
2263,DB02406
2264,DB02407
2265,DB02408
2266,DB02409
2267,DB02411
2268,DB02412
2269,DB02413
2270,DB02414
2271,DB02415
2272,DB02416
2273,DB02417
2274,DB02418
2275,DB02419
2276,DB02420
2277,DB02421
2278,DB02422
2279,DB02423
2280,DB02424
2281,DB02425
2282,DB02426
2283,DB02427
2284,DB02428
2285,DB02429
2286,DB02430
2287,DB02431
2288,DB02432
2289,DB02433
2290,DB02434
2291,DB02435
2292,DB02436
2293,DB02437
2294,DB02438
2295,DB02440
2296,DB02441
2297,DB02442
2298,DB02443
2299,DB02444
2300,DB02445
2301,DB02446
2302,DB02447
2303,DB02448
2304,DB02449
2305,DB02450
2306,DB02451
2307,DB02452
2308,DB02453
2309,DB02454
2310,DB02455
2311,DB02456
2312,DB02457
2313,DB02458
2314,DB02459
2315,DB02460
2316,DB02461
2317,DB02462
2318,DB02463
2319,DB02464
2320,DB02465
2321,DB02466
2322,DB02467
2323,DB02468
2324,DB02469
2325,DB02470
2326,DB02471
2327,DB02472
2328,DB02473
2329,DB02474
2330,DB02475
2331,DB02476
2332,DB02477
2333,DB02478
2334,DB02479
2335,DB02480
2336,DB02481
2337,DB02482
2338,DB02483
2339,DB02484
2340,DB02485
2341,DB02486
2342,DB02487
2343,DB02488
2344,DB02489
2345,DB02490
2346,DB02491
2347,DB02492
2348,DB02493
2349,DB02494
2350,DB02495
2351,DB02496
2352,DB02497
2353,DB02498
2354,DB02499
2355,DB02500
2356,DB02501
2357,DB02502
2358,DB02503
2359,DB02504
2360,DB02505
2361,DB02506
2362,DB02507
2363,DB02508
2364,DB02509
2365,DB02510
2366,DB02511
2367,DB02512
2368,DB02513
2369,DB02514
2370,DB02515
2371,DB02516
2372,DB02517
2373,DB02518
2374,DB02519
2375,DB02520
2376,DB02521
2377,DB02522
2378,DB02523
2379,DB02525
2380,DB02526
2381,DB02527
2382,DB02528
2383,DB02529
2384,DB02530
2385,DB02531
2386,DB02532
2387,DB02533
2388,DB02534
2389,DB02535
2390,DB02536
2391,DB02537
2392,DB02538
2393,DB02539
2394,DB02540
2395,DB02541
2396,DB02542
2397,DB02543
2398,DB02544
2399,DB02545
2400,DB02547
2401,DB02548
2402,DB02549
2403,DB02550
2404,DB02551
2405,DB02552
2406,DB02553
2407,DB02554
2408,DB02555
2409,DB02556
2410,DB02557
2411,DB02558
2412,DB02559
2413,DB02560
2414,DB02561
2415,DB02562
2416,DB02563
2417,DB02564
2418,DB02565
2419,DB02566
2420,DB02567
2421,DB02568
2422,DB02569
2423,DB02570
2424,DB02571
2425,DB02572
2426,DB02573
2427,DB02574
2428,DB02575
2429,DB02576
2430,DB02577
2431,DB02578
2432,DB02579
2433,DB02580
2434,DB02581
2435,DB02582
2436,DB02583
2437,DB02584
2438,DB02585
2439,DB02586
2440,DB02587
2441,DB02588
2442,DB02589
2443,DB02590
2444,DB02591
2445,DB02592
2446,DB02593
2447,DB02594
2448,DB02595
2449,DB02596
2450,DB02597
2451,DB02598
2452,DB02599
2453,DB02600
2454,DB02601
2455,DB02602
2456,DB02603
2457,DB02604
2458,DB02605
2459,DB02606
2460,DB02607
2461,DB02608
2462,DB02609
2463,DB02610
2464,DB02611
2465,DB02612
2466,DB02613
2467,DB02614
2468,DB02615
2469,DB02616
2470,DB02617
2471,DB02618
2472,DB02619
2473,DB02620
2474,DB02621
2475,DB02622
2476,DB02623
2477,DB02624
2478,DB02625
2479,DB02627
2480,DB02628
2481,DB02629
2482,DB02630
2483,DB02631
2484,DB02632
2485,DB02633
2486,DB02634
2487,DB02635
2488,DB02636
2489,DB02637
2490,DB02639
2491,DB02640
2492,DB02641
2493,DB02642
2494,DB02643
2495,DB02644
2496,DB02645
2497,DB02646
2498,DB02647
2499,DB02648
2500,DB02649
2501,DB02650
2502,DB02651
2503,DB02652
2504,DB02654
2505,DB02655
2506,DB02656
2507,DB02657
2508,DB02658
2509,DB02659
2510,DB02660
2511,DB02661
2512,DB02662
2513,DB02663
2514,DB02664
2515,DB02665
2516,DB02666
2517,DB02667
2518,DB02668
2519,DB02669
2520,DB02670
2521,DB02671
2522,DB02672
2523,DB02673
2524,DB02674
2525,DB02675
2526,DB02676
2527,DB02677
2528,DB02678
2529,DB02679
2530,DB02680
2531,DB02681
2532,DB02682
2533,DB02683
2534,DB02684
2535,DB02685
2536,DB02686
2537,DB02687
2538,DB02688
2539,DB02689
2540,DB02690
2541,DB02691
2542,DB02692
2543,DB02693
2544,DB02694
2545,DB02695
2546,DB02696
2547,DB02697
2548,DB02698
2549,DB02699
2550,DB02700
2551,DB02701
2552,DB02702
2553,DB02704
2554,DB02705
2555,DB02706
2556,DB02707
2557,DB02709
2558,DB02710
2559,DB02711
2560,DB02712
2561,DB02713
2562,DB02714
2563,DB02715
2564,DB02716
2565,DB02717
2566,DB02718
2567,DB02719
2568,DB02720
2569,DB02721
2570,DB02722
2571,DB02723
2572,DB02724
2573,DB02725
2574,DB02726
2575,DB02727
2576,DB02728
2577,DB02729
2578,DB02730
2579,DB02731
2580,DB02732
2581,DB02733
2582,DB02734
2583,DB02735
2584,DB02736
2585,DB02737
2586,DB02738
2587,DB02739
2588,DB02740
2589,DB02741
2590,DB02742
2591,DB02743
2592,DB02744
2593,DB02745
2594,DB02746
2595,DB02747
2596,DB02748
2597,DB02749
2598,DB02750
2599,DB02751
2600,DB02752
2601,DB02753
2602,DB02754
2603,DB02755
2604,DB02756
2605,DB02757
2606,DB02758
2607,DB02759
2608,DB02760
2609,DB02761
2610,DB02762
2611,DB02763
2612,DB02764
2613,DB02765
2614,DB02766
2615,DB02767
2616,DB02768
2617,DB02769
2618,DB02770
2619,DB02771
2620,DB02772
2621,DB02773
2622,DB02774
2623,DB02775
2624,DB02776
2625,DB02777
2626,DB02778
2627,DB02779
2628,DB02780
2629,DB02782
2630,DB02783
2631,DB02784
2632,DB02785
2633,DB02786
2634,DB02787
2635,DB02788
2636,DB02789
2637,DB02790
2638,DB02791
2639,DB02792
2640,DB02793
2641,DB02794
2642,DB02795
2643,DB02796
2644,DB02797
2645,DB02798
2646,DB02799
2647,DB02800
2648,DB02801
2649,DB02802
2650,DB02803
2651,DB02804
2652,DB02805
2653,DB02806
2654,DB02807
2655,DB02808
2656,DB02809
2657,DB02810
2658,DB02811
2659,DB02812
2660,DB02813
2661,DB02814
2662,DB02815
2663,DB02816
2664,DB02817
2665,DB02818
2666,DB02819
2667,DB02820
2668,DB02821
2669,DB02822
2670,DB02823
2671,DB02824
2672,DB02825
2673,DB02826
2674,DB02827
2675,DB02828
2676,DB02829
2677,DB02830
2678,DB02831
2679,DB02832
2680,DB02833
2681,DB02834
2682,DB02835
2683,DB02836
2684,DB02837
2685,DB02838
2686,DB02839
2687,DB02840
2688,DB02841
2689,DB02842
2690,DB02843
2691,DB02844
2692,DB02845
2693,DB02846
2694,DB02847
2695,DB02848
2696,DB02849
2697,DB02850
2698,DB02851
2699,DB02852
2700,DB02853
2701,DB02854
2702,DB02855
2703,DB02856
2704,DB02857
2705,DB02858
2706,DB02859
2707,DB02860
2708,DB02861
2709,DB02862
2710,DB02863
2711,DB02864
2712,DB02865
2713,DB02866
2714,DB02867
2715,DB02868
2716,DB02869
2717,DB02870
2718,DB02871
2719,DB02872
2720,DB02873
2721,DB02875
2722,DB02876
2723,DB02877
2724,DB02878
2725,DB02879
2726,DB02880
2727,DB02881
2728,DB02882
2729,DB02883
2730,DB02884
2731,DB02885
2732,DB02886
2733,DB02887
2734,DB02888
2735,DB02889
2736,DB02890
2737,DB02891
2738,DB02892
2739,DB02893
2740,DB02894
2741,DB02895
2742,DB02896
2743,DB02897
2744,DB02898
2745,DB02899
2746,DB02900
2747,DB02902
2748,DB02903
2749,DB02904
2750,DB02905
2751,DB02906
2752,DB02907
2753,DB02908
2754,DB02909
2755,DB02910
2756,DB02911
2757,DB02912
2758,DB02914
2759,DB02915
2760,DB02916
2761,DB02917
2762,DB02918
2763,DB02919
2764,DB02920
2765,DB02921
2766,DB02922
2767,DB02923
2768,DB02924
2769,DB02925
2770,DB02926
2771,DB02927
2772,DB02928
2773,DB02929
2774,DB02930
2775,DB02931
2776,DB02932
2777,DB02933
2778,DB02934
2779,DB02935
2780,DB02936
2781,DB02937
2782,DB02938
2783,DB02939
2784,DB02940
2785,DB02941
2786,DB02942
2787,DB02943
2788,DB02944
2789,DB02945
2790,DB02946
2791,DB02947
2792,DB02948
2793,DB02949
2794,DB02950
2795,DB02951
2796,DB02952
2797,DB02953
2798,DB02954
2799,DB02955
2800,DB02956
2801,DB02957
2802,DB02958
2803,DB02959
2804,DB02960
2805,DB02961
2806,DB02962
2807,DB02963
2808,DB02964
2809,DB02965
2810,DB02966
2811,DB02967
2812,DB02968
2813,DB02969
2814,DB02970
2815,DB02971
2816,DB02972
2817,DB02973
2818,DB02974
2819,DB02975
2820,DB02976
2821,DB02977
2822,DB02978
2823,DB02979
2824,DB02980
2825,DB02981
2826,DB02982
2827,DB02983
2828,DB02984
2829,DB02985
2830,DB02986
2831,DB02987
2832,DB02988
2833,DB02989
2834,DB02990
2835,DB02991
2836,DB02992
2837,DB02993
2838,DB02994
2839,DB02995
2840,DB02996
2841,DB02998
2842,DB02999
2843,DB03000
2844,DB03001
2845,DB03002
2846,DB03003
2847,DB03004
2848,DB03005
2849,DB03006
2850,DB03007
2851,DB03008
2852,DB03009
2853,DB03010
2854,DB03011
2855,DB03012
2856,DB03013
2857,DB03014
2858,DB03015
2859,DB03016
2860,DB03017
2861,DB03018
2862,DB03019
2863,DB03020
2864,DB03021
2865,DB03022
2866,DB03023
2867,DB03024
2868,DB03025
2869,DB03026
2870,DB03027
2871,DB03028
2872,DB03029
2873,DB03030
2874,DB03031
2875,DB03032
2876,DB03033
2877,DB03034
2878,DB03035
2879,DB03037
2880,DB03038
2881,DB03039
2882,DB03040
2883,DB03041
2884,DB03042
2885,DB03043
2886,DB03044
2887,DB03045
2888,DB03046
2889,DB03047
2890,DB03048
2891,DB03049
2892,DB03050
2893,DB03051
2894,DB03052
2895,DB03053
2896,DB03054
2897,DB03056
2898,DB03057
2899,DB03058
2900,DB03059
2901,DB03060
2902,DB03061
2903,DB03062
2904,DB03063
2905,DB03064
2906,DB03065
2907,DB03066
2908,DB03067
2909,DB03068
2910,DB03069
2911,DB03070
2912,DB03071
2913,DB03072
2914,DB03073
2915,DB03074
2916,DB03075
2917,DB03076
2918,DB03077
2919,DB03078
2920,DB03079
2921,DB03080
2922,DB03081
2923,DB03082
2924,DB03083
2925,DB03084
2926,DB03085
2927,DB03086
2928,DB03087
2929,DB03088
2930,DB03089
2931,DB03090
2932,DB03091
2933,DB03092
2934,DB03093
2935,DB03094
2936,DB03095
2937,DB03096
2938,DB03097
2939,DB03098
2940,DB03099
2941,DB03100
2942,DB03101
2943,DB03102
2944,DB03103
2945,DB03104
2946,DB03105
2947,DB03106
2948,DB03107
2949,DB03108
2950,DB03109
2951,DB03110
2952,DB03111
2953,DB03112
2954,DB03113
2955,DB03114
2956,DB03115
2957,DB03116
2958,DB03117
2959,DB03118
2960,DB03119
2961,DB03120
2962,DB03121
2963,DB03122
2964,DB03123
2965,DB03124
2966,DB03125
2967,DB03126
2968,DB03127
2969,DB03128
2970,DB03129
2971,DB03130
2972,DB03131
2973,DB03132
2974,DB03133
2975,DB03134
2976,DB03135
2977,DB03136
2978,DB03137
2979,DB03138
2980,DB03139
2981,DB03140
2982,DB03141
2983,DB03142
2984,DB03143
2985,DB03144
2986,DB03145
2987,DB03146
2988,DB03147
2989,DB03148
2990,DB03149
2991,DB03150
2992,DB03152
2993,DB03153
2994,DB03154
2995,DB03155
2996,DB03156
2997,DB03157
2998,DB03158
2999,DB03159
3000,DB03160
3001,DB03161
3002,DB03162
3003,DB03163
3004,DB03164
3005,DB03165
3006,DB03166
3007,DB03167
3008,DB03168
3009,DB03169
3010,DB03170
3011,DB03171
3012,DB03172
3013,DB03173
3014,DB03174
3015,DB03175
3016,DB03176
3017,DB03177
3018,DB03178
3019,DB03179
3020,DB03180
3021,DB03181
3022,DB03182
3023,DB03183
3024,DB03184
3025,DB03185
3026,DB03186
3027,DB03187
3028,DB03188
3029,DB03189
3030,DB03190
3031,DB03191
3032,DB03192
3033,DB03193
3034,DB03194
3035,DB03195
3036,DB03196
3037,DB03197
3038,DB03198
3039,DB03199
3040,DB03200
3041,DB03201
3042,DB03202
3043,DB03203
3044,DB03204
3045,DB03205
3046,DB03206
3047,DB03207
3048,DB03208
3049,DB03209
3050,DB03210
3051,DB03211
3052,DB03212
3053,DB03213
3054,DB03214
3055,DB03215
3056,DB03216
3057,DB03217
3058,DB03218
3059,DB03219
3060,DB03220
3061,DB03221
3062,DB03222
3063,DB03223
3064,DB03224
3065,DB03225
3066,DB03226
3067,DB03227
3068,DB03228
3069,DB03229
3070,DB03230
3071,DB03231
3072,DB03232
3073,DB03233
3074,DB03234
3075,DB03235
3076,DB03236
3077,DB03237
3078,DB03238
3079,DB03239
3080,DB03240
3081,DB03241
3082,DB03242
3083,DB03243
3084,DB03244
3085,DB03245
3086,DB03246
3087,DB03247
3088,DB03248
3089,DB03249
3090,DB03250
3091,DB03251
3092,DB03252
3093,DB03253
3094,DB03254
3095,DB03255
3096,DB03256
3097,DB03257
3098,DB03258
3099,DB03259
3100,DB03260
3101,DB03261
3102,DB03262
3103,DB03263
3104,DB03264
3105,DB03265
3106,DB03266
3107,DB03267
3108,DB03268
3109,DB03269
3110,DB03270
3111,DB03271
3112,DB03272
3113,DB03273
3114,DB03274
3115,DB03275
3116,DB03276
3117,DB03277
3118,DB03278
3119,DB03279
3120,DB03280
3121,DB03281
3122,DB03283
3123,DB03284
3124,DB03285
3125,DB03286
3126,DB03287
3127,DB03288
3128,DB03290
3129,DB03291
3130,DB03292
3131,DB03293
3132,DB03294
3133,DB03295
3134,DB03296
3135,DB03297
3136,DB03298
3137,DB03299
3138,DB03300
3139,DB03301
3140,DB03302
3141,DB03303
3142,DB03304
3143,DB03305
3144,DB03306
3145,DB03307
3146,DB03308
3147,DB03309
3148,DB03310
3149,DB03311
3150,DB03312
3151,DB03313
3152,DB03314
3153,DB03315
3154,DB03316
3155,DB03317
3156,DB03318
3157,DB03319
3158,DB03320
3159,DB03321
3160,DB03322
3161,DB03323
3162,DB03324
3163,DB03325
3164,DB03326
3165,DB03327
3166,DB03328
3167,DB03329
3168,DB03330
3169,DB03331
3170,DB03332
3171,DB03333
3172,DB03334
3173,DB03335
3174,DB03336
3175,DB03337
3176,DB03338
3177,DB03339
3178,DB03340
3179,DB03341
3180,DB03342
3181,DB03343
3182,DB03344
3183,DB03345
3184,DB03346
3185,DB03347
3186,DB03349
3187,DB03350
3188,DB03351
3189,DB03352
3190,DB03353
3191,DB03354
3192,DB03355
3193,DB03357
3194,DB03358
3195,DB03359
3196,DB03360
3197,DB03361
3198,DB03362
3199,DB03363
3200,DB03364
3201,DB03365
3202,DB03366
3203,DB03367
3204,DB03368
3205,DB03369
3206,DB03370
3207,DB03371
3208,DB03372
3209,DB03373
3210,DB03374
3211,DB03375
3212,DB03376
3213,DB03377
3214,DB03379
3215,DB03380
3216,DB03381
3217,DB03382
3218,DB03383
3219,DB03384
3220,DB03385
3221,DB03386
3222,DB03387
3223,DB03388
3224,DB03389
3225,DB03390
3226,DB03391
3227,DB03392
3228,DB03393
3229,DB03394
3230,DB03395
3231,DB03396
3232,DB03397
3233,DB03398
3234,DB03399
3235,DB03400
3236,DB03401
3237,DB03402
3238,DB03403
3239,DB03404
3240,DB03405
3241,DB03406
3242,DB03407
3243,DB03408
3244,DB03409
3245,DB03410
3246,DB03411
3247,DB03412
3248,DB03413
3249,DB03414
3250,DB03415
3251,DB03416
3252,DB03417
3253,DB03418
3254,DB03419
3255,DB03420
3256,DB03421
3257,DB03422
3258,DB03423
3259,DB03424
3260,DB03425
3261,DB03426
3262,DB03427
3263,DB03428
3264,DB03429
3265,DB03430
3266,DB03431
3267,DB03432
3268,DB03433
3269,DB03434
3270,DB03435
3271,DB03437
3272,DB03438
3273,DB03439
3274,DB03440
3275,DB03441
3276,DB03442
3277,DB03443
3278,DB03444
3279,DB03445
3280,DB03446
3281,DB03447
3282,DB03448
3283,DB03449
3284,DB03450
3285,DB03451
3286,DB03452
3287,DB03453
3288,DB03454
3289,DB03455
3290,DB03456
3291,DB03457
3292,DB03458
3293,DB03459
3294,DB03460
3295,DB03461
3296,DB03462
3297,DB03463
3298,DB03464
3299,DB03465
3300,DB03466
3301,DB03467
3302,DB03468
3303,DB03469
3304,DB03470
3305,DB03471
3306,DB03472
3307,DB03473
3308,DB03474
3309,DB03475
3310,DB03476
3311,DB03477
3312,DB03478
3313,DB03479
3314,DB03480
3315,DB03481
3316,DB03482
3317,DB03483
3318,DB03484
3319,DB03485
3320,DB03486
3321,DB03487
3322,DB03488
3323,DB03489
3324,DB03490
3325,DB03491
3326,DB03493
3327,DB03494
3328,DB03495
3329,DB03496
3330,DB03498
3331,DB03499
3332,DB03500
3333,DB03501
3334,DB03502
3335,DB03503
3336,DB03504
3337,DB03505
3338,DB03506
3339,DB03507
3340,DB03508
3341,DB03509
3342,DB03510
3343,DB03511
3344,DB03512
3345,DB03513
3346,DB03514
3347,DB03515
3348,DB03517
3349,DB03518
3350,DB03519
3351,DB03520
3352,DB03522
3353,DB03523
3354,DB03524
3355,DB03525
3356,DB03526
3357,DB03527
3358,DB03528
3359,DB03530
3360,DB03531
3361,DB03532
3362,DB03533
3363,DB03534
3364,DB03535
3365,DB03536
3366,DB03537
3367,DB03538
3368,DB03539
3369,DB03540
3370,DB03541
3371,DB03542
3372,DB03543
3373,DB03544
3374,DB03546
3375,DB03548
3376,DB03549
3377,DB03550
3378,DB03551
3379,DB03552
3380,DB03553
3381,DB03554
3382,DB03555
3383,DB03556
3384,DB03557
3385,DB03558
3386,DB03559
3387,DB03560
3388,DB03561
3389,DB03562
3390,DB03563
3391,DB03564
3392,DB03565
3393,DB03566
3394,DB03567
3395,DB03568
3396,DB03569
3397,DB03570
3398,DB03571
3399,DB03572
3400,DB03573
3401,DB03576
3402,DB03577
3403,DB03578
3404,DB03579
3405,DB03581
3406,DB03582
3407,DB03583
3408,DB03584
3409,DB03586
3410,DB03587
3411,DB03588
3412,DB03589
3413,DB03590
3414,DB03591
3415,DB03592
3416,DB03593
3417,DB03594
3418,DB03595
3419,DB03596
3420,DB03597
3421,DB03598
3422,DB03599
3423,DB03600
3424,DB03601
3425,DB03602
3426,DB03603
3427,DB03604
3428,DB03605
3429,DB03606
3430,DB03607
3431,DB03608
3432,DB03609
3433,DB03610
3434,DB03611
3435,DB03612
3436,DB03613
3437,DB03614
3438,DB03615
3439,DB03616
3440,DB03617
3441,DB03618
3442,DB03619
3443,DB03620
3444,DB03621
3445,DB03622
3446,DB03623
3447,DB03624
3448,DB03625
3449,DB03626
3450,DB03627
3451,DB03628
3452,DB03629
3453,DB03630
3454,DB03631
3455,DB03632
3456,DB03633
3457,DB03634
3458,DB03635
3459,DB03636
3460,DB03637
3461,DB03638
3462,DB03639
3463,DB03640
3464,DB03641
3465,DB03642
3466,DB03643
3467,DB03644
3468,DB03645
3469,DB03646
3470,DB03647
3471,DB03648
3472,DB03649
3473,DB03650
3474,DB03651
3475,DB03652
3476,DB03653
3477,DB03654
3478,DB03655
3479,DB03656
3480,DB03657
3481,DB03658
3482,DB03659
3483,DB03660
3484,DB03661
3485,DB03662
3486,DB03663
3487,DB03664
3488,DB03665
3489,DB03666
3490,DB03667
3491,DB03668
3492,DB03669
3493,DB03670
3494,DB03671
3495,DB03672
3496,DB03673
3497,DB03674
3498,DB03675
3499,DB03676
3500,DB03677
3501,DB03678
3502,DB03679
3503,DB03680
3504,DB03681
3505,DB03682
3506,DB03683
3507,DB03684
3508,DB03685
3509,DB03686
3510,DB03687
3511,DB03688
3512,DB03689
3513,DB03690
3514,DB03691
3515,DB03692
3516,DB03693
3517,DB03694
3518,DB03695
3519,DB03696
3520,DB03697
3521,DB03698
3522,DB03699
3523,DB03700
3524,DB03701
3525,DB03702
3526,DB03703
3527,DB03704
3528,DB03705
3529,DB03706
3530,DB03707
3531,DB03708
3532,DB03709
3533,DB03710
3534,DB03711
3535,DB03712
3536,DB03713
3537,DB03714
3538,DB03715
3539,DB03716
3540,DB03717
3541,DB03718
3542,DB03719
3543,DB03720
3544,DB03721
3545,DB03722
3546,DB03723
3547,DB03724
3548,DB03725
3549,DB03726
3550,DB03727
3551,DB03728
3552,DB03729
3553,DB03730
3554,DB03731
3555,DB03732
3556,DB03733
3557,DB03734
3558,DB03735
3559,DB03736
3560,DB03737
3561,DB03738
3562,DB03739
3563,DB03740
3564,DB03741
3565,DB03742
3566,DB03743
3567,DB03744
3568,DB03745
3569,DB03746
3570,DB03747
3571,DB03748
3572,DB03749
3573,DB03750
3574,DB03751
3575,DB03752
3576,DB03753
3577,DB03754
3578,DB03755
3579,DB03756
3580,DB03757
3581,DB03758
3582,DB03759
3583,DB03760
3584,DB03761
3585,DB03762
3586,DB03763
3587,DB03764
3588,DB03765
3589,DB03766
3590,DB03767
3591,DB03768
3592,DB03769
3593,DB03770
3594,DB03771
3595,DB03772
3596,DB03773
3597,DB03774
3598,DB03775
3599,DB03776
3600,DB03777
3601,DB03778
3602,DB03779
3603,DB03780
3604,DB03781
3605,DB03782
3606,DB03784
3607,DB03785
3608,DB03786
3609,DB03787
3610,DB03788
3611,DB03789
3612,DB03790
3613,DB03791
3614,DB03792
3615,DB03793
3616,DB03794
