DrugBank_ID,Probabilidad,Leverage,Dominio_AD,SMILES,Lipinski_Viable,MW,LogP
DB01591,0.87,0.0016496694734509315,DENTRO,OC(=O)CCC(O)=O.O=C(OC1CN2CCC1CC2)N1CCC2=CC=CC=C2C1C1=CC=CC=C1,SÍ,480.56,3.8
DB03083,0.87,0.0009786579514631144,DENTRO,COC1=CC(OC)=C(C=C2C(=O)NC3=CC=CC=C23)C(OC)=C1,SÍ,311.34,3.21
DB03367,0.87,0.0011724527164482619,DENTRO,OC(=O)CC(NC(=O)C1=CC(=CS1)C1=CC=C(C=C1)C1=CC=NC=C1)C1=CC=CC=C1,SÍ,428.51,5.42
DB03878,0.87,0.0017280144638996758,DENTRO,CC1=CC=C(NC(=O)C2=CC=CN=C2)C=C1NC1=NC=CC(=N1)C1=CC=CN=C1,SÍ,382.43,4.24
DB04888,0.87,0.0011442638784169915,DENTRO,O=C1NC2=C(O1)C(=CC=C2)N1CCN(CC1)CC1=CC(=CC=C1)C1=CC=CC=C1,SÍ,385.47,4.11
DB06216,0.87,0.0012448192217120626,DENTRO,OC(=O)C=CC(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,SÍ,401.85,3.97
DB00807,0.8646476933669957,0.0009441144413633058,DENTRO,CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC,SÍ,294.4,2.56
DB06148,0.8646476933669957,0.0012314183021340077,DENTRO,CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21,SÍ,264.37,3.08
DB03849,0.8646476933669957,0.001101874280255142,DENTRO,COC1=CC=C(C=C1OC1CCCC1)C1(CCC(CC1)C(O)=O)C#N,SÍ,343.42,4.05
DB03980,0.8646476933669957,0.0006631730591895557,DENTRO,NC1=NC=CC(=N1)C1=C(N=CN1CC1CC1)C1=CC=C(F)C=C1,SÍ,309.35,3.14
DB00748,0.8630273583495289,0.000980741872859159,DENTRO,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,SÍ,290.79,3.4
DB01532,0.86,0.001359256721667871,DENTRO,CC(CC1=CC=CC=C1)N1CCC(CC1)N(C(C)=O)C1=CC=CC=C1,SÍ,336.48,4.14
DB00223,0.86,0.002245225076333508,DENTRO,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(C)=O)C(=O)COC(C)=O,SÍ,494.53,2.99
DB00568,0.86,0.0012524521894138598,DENTRO,C1CN(CCN1CC=CC1=CC=CC=C1)C(C1=CC=CC=C1)C1=CC=CC=C1,SÍ,368.52,5.11
DB00623,0.86,0.0009740062037906862,DENTRO,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,SÍ,437.53,4.31
DB00662,0.86,0.0007929941995432255,DENTRO,COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1,SÍ,388.46,2.58
DB01267,0.86,0.0006949412771009133,DENTRO,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1,SÍ,426.49,3.08
DB01614,0.86,0.001031005820271914,DENTRO,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O,SÍ,326.47,4.44
DB04948,0.86,0.0015296747378459577,DENTRO,CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1,SÍ,259.14,2.76
DB02139,0.86,0.0008179063657985978,DENTRO,CN(CC=C)CC=CCOC1=CC2=C(C=C1F)C(=NN2C)C1=CC=C(Br)C=C1,SÍ,444.35,5.19
DB03023,0.86,0.0010574959156460849,DENTRO,CC(C)(C)N1[NH+]=C(C2=CC=C(Cl)C=C2)C2=C1N=CN=C2N,SÍ,302.79,2.9
DB03619,0.86,0.003679438517694218,DENTRO,CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,SÍ,392.58,4.48
DB04054,0.86,0.0008230451832774341,DENTRO,CCCCN1C(CC2=CC(OC)=CC=C2OC)=NC2=C1N=C(F)N=C2N,SÍ,359.41,2.96
DB04591,0.86,0.0011144919627992435,DENTRO,FC(F)(CNC1=NC=CC2=C1N=C(CC1=CC=CC=C1N1C=NC=N1)O2)C1CCCCN1,SÍ,439.47,3.58
DB04797,0.86,0.0016783675665237399,DENTRO,CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC=C(F)C=C1,SÍ,322.34,4.31
DB00902,0.8572261210895682,0.001576629445126352,DENTRO,CN1CCC(C1)CN1C2=CC=CC=C2SC2=CC=CC=C12,SÍ,296.44,4.24
DB00858,0.85,0.003089012993385717,DENTRO,CCC(=O)OC1CCC2C3CCC4CC(=O)C(C)CC4(C)C3CCC12C,SÍ,360.54,5.17
DB00448,0.85,0.0013969158642174384,DENTRO,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,SÍ,369.37,3.52
DB00465,0.85,0.0008941034065985489,DENTRO,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,SÍ,255.27,2.29
DB00728,0.85,0.002890914459419934,DENTRO,CC(=O)OC1C(CC2C3CCC4CC(O)C(CC4(C)C3CCC12C)N1CCOCC1)[N+]1(CCCC1)CC=C,SÍ,529.79,4.41
DB00825,0.85,0.003681088244852233,DENTRO,CC(C)C1CCC(C)CC1O,SÍ,156.27,2.44
DB01114,0.85,0.0012285567460573387,DENTRO,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,SÍ,274.8,3.82
DB01115,0.85,0.0020225038187132657,DENTRO,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,SÍ,346.34,2.18
DB01217,0.85,0.0013599731703495706,DENTRO,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,SÍ,293.37,2.93
DB04880,0.85,0.0015556242595975928,DENTRO,CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1,SÍ,248.31,1.96
DB04822,0.85,0.001418685757186461,DENTRO,CCN(CC)CCOCCOC(=O)C(CC)(CC)C1=CC=CC=C1,SÍ,335.49,3.65
DB01988,0.85,0.0012657166667953605,DENTRO,C1CN(CC(CC2=CC=CC=C2)N1)C1=NN=C(C2=CC3=CC=CC=C3C=C2)C(=C1)C1=CC=NC=C1,SÍ,457.58,5.38
DB03678,0.85,0.0010228142818952152,DENTRO,CC(NC1=NC=NC2=C1C=C(F)C(F)=C2)C(C1=CC=CC=C1)C1=CC=CC=C1,SÍ,375.42,5.54
DB04903,0.85,0.0009432314699150652,DENTRO,CC(C)CCC(=O)CC1N(C(=O)C2=CC=CC=C12)C1=NC2=C(C=CC(Cl)=N2)C=C1,SÍ,407.9,5.38
DB05318,0.85,0.0023638323680663805,DENTRO,COC1=C(O)C=CC(CNC(=O)CCCCC=CC(C)C)=C1,SÍ,305.42,3.79
DB00420,0.8489239488607859,0.0014641249583610431,DENTRO,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,SÍ,284.43,4.24
DB00279,0.8476750517165247,0.0054219056792459315,DENTRO,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,SÍ,650.98,3.95
DB00867,0.8472261210895682,0.0018082090520826878,DENTRO,CC(NCCC1=CC=C(O)C=C1)C(O)C1=CC=C(O)C=C1,SÍ,287.36,2.35
DB02187,0.8463459730492009,0.001706911308822502,DENTRO,CC12CCC3C(=CCC4=CC(O)=CC=C34)C1CCC2=O,SÍ,268.36,3.74
DB01571,0.8446476933669956,0.0014403375860071854,DENTRO,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1C)C1=CC=CC=C1,SÍ,350.51,4.38
DB01429,0.8446476933669956,0.00110051657122541,DENTRO,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1,SÍ,322.5,4.39
DB05105,0.8446476933669956,0.002214248501895756,DENTRO,CC1=NOC(CCCOC2=C(C)C=C(C=C2C)C2=NOC(=N2)C(F)(F)F)=C1,SÍ,381.35,4.68
DB00392,0.843943080100987,0.0014740078364057648,DENTRO,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,SÍ,312.48,5.02
DB04006,0.8430273583495291,0.0012001673722507374,DENTRO,NC1=C(N2C=C(C=CC2=N1)C(=O)C1=C(F)C=CC=C1F)C(=O)C1=CC=CC=C1,SÍ,377.35,3.66
DB06623,0.8422447622214833,0.0008324102619601376,DENTRO,CCOC(=O)NC1=C(N)N=C(NCC2=CC=C(F)C=C2)C=C1,SÍ,304.32,2.98
DB01215,0.84,0.0011332336188279986,DENTRO,ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,SÍ,294.75,3.27
DB00286,0.84,0.001804712840559727,DENTRO,[Na+].CC12CCC3C(CCC4=C3C=CC(OS([O-])(=O)=O)=C4)C1CCC2=O,SÍ,372.42,-0.05
DB00603,0.84,0.0026277683898069545,DENTRO,CC1CC2C(CCC3(C)C2CCC3(O)C(C)=O)C2(C)CCC(=O)C=C12,SÍ,344.5,4.08
DB00633,0.84,0.0011766914517383252,DENTRO,CC(C1=CN=CN1)C1=CC=CC(C)=C1C,SÍ,200.28,3.18
DB00697,0.84,0.002722647385459315,DENTRO,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,SÍ,253.72,1.72
DB00815,0.84,0.005228582889746546,DENTRO,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O,SÍ,288.38,0.39
DB01013,0.84,0.0024842769753632248,DENTRO,CCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)C(=O)CCl,SÍ,466.98,4.1
DB01023,0.84,0.001809590468583408,DENTRO,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,SÍ,384.26,3.96
DB01108,0.84,0.0023744155092529783,DENTRO,CC12CCC3C(CCC45OC4C(O)=C(CC35C)C#N)C1CCC2O,SÍ,329.44,3.47
DB01245,0.84,0.0030290966107960164,DENTRO,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,SÍ,258.49,3.52
DB01339,0.84,0.003245891262200936,DENTRO,[Br-].CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(C4OC(C)=O)[N+]3(C)CCCCC3)C2(C)CC1N1CCCCC1,SÍ,637.74,2.97
DB04574,0.84,0.001804712840559727,DENTRO,C1CNCCN1.CC12CCC3C(CCC4=C3C=CC(OS(O)(=O)=O)=C4)C1CCC2=O,SÍ,436.57,2.47
DB04861,0.84,0.0011057383503360711,DENTRO,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,SÍ,405.44,2.36
DB01865,0.84,0.0014832190584351736,DENTRO,CN(CC1=CC2=C(C=CC=C2)N1C)C(=O)C=CC1=CC=C(N)N=C1,SÍ,320.4,2.83
DB02659,0.84,0.003761994643606456,DENTRO,CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,SÍ,408.58,3.45
DB03010,0.84,0.0016380667897828375,DENTRO,CC1CCCC2(C)OC2CC(OC(=O)CC(O)C(C)(C)C(=O)C(C)C1O)C(C)=CC1=CSC(C)=N1,SÍ,507.69,4.48
DB03701,0.84,0.0009474007777593415,DENTRO,[O-][N+](=O)C1=CC(=C(NN=C(CCl)C2=CC=CC=C2)C=C1)[N+]([O-])=O,SÍ,334.72,3.56
DB03967,0.84,0.005228582889746546,DENTRO,CCCCCCCCCCCCOS(O)(=O)=O,SÍ,266.4,3.73
DB04258,0.84,0.003247786748315451,DENTRO,CCC(O)(CC)C=CC=CC(C)C1CCC2C(CCCC12C)=CC=C1CC(O)CC(O)C1=C,SÍ,454.7,6.43
DB04982,0.84,0.0006279646439906702,DENTRO,CC1CC2=CC3=C(OCO3)C=C2C(=NN1C(C)=O)C1=CC=C(N)C=C1,SÍ,337.38,2.54
DB00857,0.8376750517165246,0.002212097316634596,DENTRO,CN(CC=CC#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,SÍ,291.44,4.88
DB05339,0.8363459730492009,0.0007575378286165248,DENTRO,Cl.C(CNCC1COC2=CC=CC=C2O1)COC1=CC2=C(OCO2)C=C1,SÍ,379.84,3.04
DB01557,0.8346476933669956,0.0013971730363152909,DENTRO,CCC(=O)N(C1CCN(CC1)C(C)CC1=CC=CC=C1)C1=CC=CC=C1,SÍ,350.51,4.53
DB00701,0.8346476933669956,0.0015859550366643176,DENTRO,CC(C)CN(CC(O)C(CC1=CC=CC=C1)NC(=O)OC1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,SÍ,505.64,2.4
DB01431,0.8346476933669956,0.003294642697327534,DENTRO,CC12CCC3C(CCC4=CCCCC34)C1CCC2(O)CC=C,SÍ,300.49,5.26
DB02010,0.8346476933669956,0.0024520963295588485,DENTRO,CNC1CC2OC(C)(C1OC)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O,SÍ,466.54,4.35
DB04856,0.8346476933669956,0.0012270367287388053,DENTRO,CCCCCN(CCCOC)C(=O)C(CCC(O)=O)NC(=O)C1=CC(Cl)=C(Cl)C=C1,SÍ,461.39,4.01
DB00406,0.8330273583495291,0.0010508387428823937,DENTRO,CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,SÍ,372.54,4.46
DB04739,0.8330273583495291,0.002458382457866673,DENTRO,CN1CCN(CC1)CC1=CC=C(C=C1)C(=O)NC1=CC=CC(NC2=NC=CC(=N2)C2=CN=CC=C2)=C1,SÍ,479.59,4.28
DB01601,0.833027358349529,0.0021162274513779073,DENTRO,CC(C)C(N1CCCNC1=O)C(=O)NC(CC(O)C(CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,SÍ,628.81,4.33
DB00740,0.8322447622214832,0.004446776738155177,DENTRO,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,SÍ,234.2,2.78
DB01251,0.8309936664161964,0.0014571552454078365,DENTRO,COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O,SÍ,527.64,3.52
DB00323,0.83,0.0017129617373381743,DENTRO,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,SÍ,273.24,2.55
DB00519,0.83,0.001070127502358587,DENTRO,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1C2CCCCC2CC1C(O)=O,SÍ,430.55,2.77
DB00600,0.83,0.0017676647884622217,DENTRO,OC1=CC=C(OCC2=CC=CC=C2)C=C1,SÍ,200.24,2.97
DB00654,0.83,0.0028639019491651808,DENTRO,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCC1=CC=CC=C1,SÍ,432.6,4.19
DB00665,0.83,0.003142448312148303,DENTRO,CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,SÍ,317.22,2.45
DB00734,0.83,0.0008651733670080983,DENTRO,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,SÍ,410.49,3.59
DB00767,0.83,0.0015122034235017096,DENTRO,CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O,SÍ,404.51,2.42
DB00810,0.83,0.001762170447621076,DENTRO,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,SÍ,311.47,3.96
DB01064,0.83,0.0019078759558514566,DENTRO,CC(C)NCC(O)C1=CC(O)=C(O)C=C1,SÍ,211.26,1.13
DB01605,0.83,0.002229368244063515,DENTRO,CC(C)(C)C(=O)OCOC(=O)C1N2C(SC1(C)C)C(N=CN1CCCCCC1)C2=O,SÍ,439.58,2.41
DB01623,0.83,0.0013368527691657662,DENTRO,CN1CCN(CCC=C2C3=CC=CC=C3SC3=C2C=C(C=C3)S(=O)(=O)N(C)C)CC1,SÍ,443.64,3.47
DB01954,0.83,0.0009533011566464182,DENTRO,COC1=CC=C(C=C1OC1CCCC1)C1CNC(=O)C1,SÍ,275.35,2.62
DB03606,0.83,0.0009533011566464182,DENTRO,COC1=CC=C(C=C1OC1CCCC1)C1CNC(=O)C1,SÍ,275.35,2.62
DB03672,0.83,0.001959815560536235,DENTRO,C1CCC2=C(C1)N=C1C=CC=CC1=C2NCC1=CC=CC=C1,SÍ,288.39,4.73
DB04149,0.83,0.0009533011566464182,DENTRO,COC1=CC=C(C=C1OC1CCCC1)C1CNC(=O)C1,SÍ,275.35,2.62
DB04716,0.83,0.0010769574032756285,DENTRO,CC(C)(C)C1=NC2=C(N1)C1=C(C=C(F)C=C1)C1=C2C=CNC1=O,SÍ,309.34,3.99
DB04760,0.83,0.0009399303603857137,DENTRO,CC1=C(F)C=CC(CNC(=O)C2=CC(=NC=N2)C(=O)NCC2=CC(C)=C(F)C=C2)=C1,SÍ,410.42,3.23
DB00699,0.8292953867339912,0.0009146853551266019,DENTRO,COC12CC(COC(=O)C3=CC(Br)=CN=C3)CN(C)C1CC1=CN(C)C3=CC=CC2=C13,SÍ,484.39,3.91
DB05271,0.8246476933669956,0.0019271602635733895,DENTRO,CCCN(CCC1=CC=CS1)C1CCC2=C(C1)C=CC=C2O,SÍ,315.48,4.27
DB02848,0.8246476933669956,0.001374703686031413,DENTRO,CCOC1=CC2=C(C=C1OCC)C(NC1=CC=CC(=C1)C1=CSC(CO)=N1)=NC=N2,SÍ,422.51,4.79
DB01264,0.8235720941387692,0.0020813208862874057,DENTRO,CC(C)CN(CC(O)C(CC1=CC=CC=C1)NC(=O)OC1COC2OCCC12)S(=O)(=O)C1=CC=C(N)C=C1,SÍ,547.67,2.38
DB01125,0.8230407114939492,0.0007316214068836453,DENTRO,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,SÍ,252.27,2.86
DB00162,0.8217740211469889,0.0022387266832099018,DENTRO,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CCO,SÍ,286.46,5.51
DB01476,0.8209936664161965,0.0012504744721021355,DENTRO,FC1=CC=CC=C1C12OCCN1CC(=O)NC1=C2C=C(Br)C=C1,SÍ,377.21,3.07
DB01475,0.82,0.001462119611021601,DENTRO,CCOC(=O)C(CCN1CCOCC1)(C1=CC=CC=C1)C1=CC=CC=C1,SÍ,353.46,3.26
DB00708,0.82,0.001761436172298925,DENTRO,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC2=CC=CS2)CC1)COC,SÍ,386.56,4.21
DB01110,0.82,0.0023610630025448806,DENTRO,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,SÍ,416.14,6.45
DB01239,0.82,0.00182237065050448,DENTRO,CN(C)CCC=C1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,SÍ,315.87,5.19
DB01349,0.82,0.0011580762287752885,DENTRO,CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=CC=CC=C3C3=NNN=N3)C2=N1,SÍ,411.47,3.42
DB06155,0.82,0.0015185714027858063,DENTRO,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1,SÍ,463.8,5.94
DB03234,0.82,0.0010701137226534244,DENTRO,CN(CC=C)CC1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)C1=CC=C(Br)C=C1,SÍ,420.35,5.96
DB03534,0.82,0.0010617482576820432,DENTRO,CN(CC1=CC(=CC=C1N)C(=O)N(C)CC1=CC2=C(C=CC=C2)N1C)C(C)=O,SÍ,378.48,3.01
DB05343,0.82,0.004235152263589846,DENTRO,CCCCCCC(CCC)C(O)=O,SÍ,186.29,3.46
DB00881,0.8192953867339913,0.001147062549308406,DENTRO,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1CC2=CC=CC=C2CC1C(O)=O,SÍ,438.52,2.57
DB01619,0.8192953867339913,0.0010701604095142226,DENTRO,CN1CCC2=C(C1)C(C1=CC=CC=C1)C1=CC=CC=C21,SÍ,261.37,3.92
DB00967,0.8178977635704938,0.0014106855749352518,DENTRO,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,SÍ,310.83,4.02
DB04270,0.8176750517165248,0.001246151576044809,DENTRO,CCOC(CC1=CC=C(OCCN2C3=C(C=CC=C3)C3=C2C=CC=C3)C=C1)C(O)=O,SÍ,403.48,4.91
DB00925,0.8168924555884789,0.0011374795545693464,DENTRO,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,SÍ,303.83,4.19
DB00657,0.8146476933669956,0.0034816937619747187,DENTRO,CNC1(C)C2CCC(C2)C1(C)C,SÍ,167.3,2.42
DB01342,0.8146476933669956,0.001301341724529431,DENTRO,CCCCC1=NN(CC2=CN=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C(CCCC)=N1,SÍ,416.53,4.25
DB03509,0.8146476933669956,0.0010445014628643287,DENTRO,NC(=O)C1=C2N=C(C=NC2=CC=C1)C1=CC=C(Cl)C=C1,SÍ,283.72,3.05
DB06536,0.8146476933669956,0.0009930859182175132,DENTRO,CCOC(CC1=CC=C(OCCC2=CC=C(OS(C)(=O)=O)C=C2)C=C1)C(O)=O,SÍ,408.47,2.68
DB06207,0.8136664856056491,0.0016612346308903197,DENTRO,CC(CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,SÍ,495.54,3.07
DB00309,0.8135720941387692,0.0019492509534631843,DENTRO,CCC1(O)CC2CN(CCC3=C(NC4=CC=CC=C34)C(C2)(C(=O)OC)C2=C(OC)C=C3N(C)C4C(O)(C(O)C5(CC)C=CCN6CCC4(C56)C3=C2)C(N)=O)C1,SÍ,753.94,2.73
DB00376,0.8130273583495291,0.0022372038847560992,DENTRO,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,SÍ,301.47,4.33
DB01158,0.8130273583495291,0.002484297991543441,DENTRO,CC[N+](C)(C)CC1=CC=CC=C1Br,SÍ,243.17,3.05
DB01518,0.81,0.001362451016069439,DENTRO,CCOC(=O)C1(CCN(CCOCC2=CC=CC=C2)CC1)C1=CC=CC=C1,SÍ,367.49,3.8
DB00425,0.81,0.0017227638365903627,DENTRO,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,SÍ,307.4,3.25
DB00507,0.81,0.001402783167562962,DENTRO,CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O,SÍ,307.29,2.23
DB00744,0.81,0.0010939897253170378,DENTRO,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1,SÍ,236.3,2.73
DB01136,0.81,0.0021376090520276465,DENTRO,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,SÍ,406.48,3.74
DB01340,0.81,0.001081781597864563,DENTRO,O.CCOC(=O)C(CCC1=CC=CC=C1)NC1CCCN2CCCC(N2C1=O)C(O)=O,SÍ,435.52,0.77
DB01600,0.81,0.0009139718128486104,DENTRO,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,SÍ,260.31,3.17
DB01618,0.81,0.0013195748192109634,DENTRO,CCC1=C(C)NC2=C1C(=O)C(CC2)CN1CCOCC1,SÍ,276.38,1.96
DB01897,0.81,0.0010642041949388372,DENTRO,O=C1NNC(=O)C2=CC(=CC=C12)[N+]1=NC(C=CC2=CC=CC=C2)=NN1C1=NC2=C(S1)C=CC=C2,SÍ,466.51,2.85
DB02240,0.81,0.0009398715796005807,DENTRO,COC1=CC=C2NC3=CC(Cl)=CC=C3C(=NC(C)CCCN(CCCl)CCCl)C2=C1,SÍ,468.86,5.83
DB02448,0.81,0.005187180845194991,DENTRO,CCCCCCCCCCCCC(O)=O,SÍ,214.35,4.38
DB03507,0.81,0.001327789828538126,DENTRO,[O-][N+](=O)C1=CC=CC(=C1)C1=CC2=C(S1)C=C1N2C(=S)N(CCCN2CCOCC2)C1=O,SÍ,456.55,3.59
DB04759,0.81,0.0005246918405304563,DENTRO,CC1=CC(CNC(=O)C2=CC(=NC=N2)C(=O)NCC2=CC=CC(C)=C2)=CC=C1,SÍ,374.44,2.95
DB01436,0.8046476933669956,0.0028455086208628608,DENTRO,CC(C)CCCC(C)C1CCC2C1(C)CCCC2=CC=C1CC(O)CC(O)C1=C,SÍ,400.65,6.59
DB01439,0.8046476933669956,0.0016342206586448561,DENTRO,CCC(=O)N(C1CCN(CCC2=CC=CS2)CC1C)C1=CC=CC=C1,SÍ,356.54,4.44
DB00508,0.8046476933669956,0.0018354766310043253,DENTRO,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,SÍ,352.43,5.26
DB01046,0.8046476933669956,0.0026799222929471418,DENTRO,CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(O)=O)O1,SÍ,390.47,4.31
DB04209,0.8046476933669956,0.0029221313916886604,DENTRO,CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C(C)C=C(N)C2=C1C=CC=C2,SÍ,456.68,6.17
DB00239,0.803027358349529,0.0017388858925511059,DENTRO,ClC1=CC(Cl)=C(CON=C(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,SÍ,429.13,6.12
DB00714,0.8003046446659993,0.0017806502676962384,DENTRO,CN1CCC2=C3C1CC1=C(C3=CC=C2)C(O)=C(O)C=C1,SÍ,267.33,2.85
DB01529,0.8,0.0019277675985586674,DENTRO,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,SÍ,392.54,3.56
DB00257,0.8,0.0021635564749162136,DENTRO,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,SÍ,344.85,5.38
DB00422,0.8,0.0012677520403160851,DENTRO,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,SÍ,233.31,2.09
DB00505,0.8,0.0019341892176289342,DENTRO,CC[N+](CC)(CC)CCC(O)(C1CCCCC1)C1=CC=CC=C1,SÍ,318.52,4.72
DB00540,0.8,0.00318294195132651,DENTRO,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,SÍ,263.38,3.83
DB00775,0.8,0.0013178823037311711,DENTRO,CCCCS(=O)(=O)NC(CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O,SÍ,440.61,2.95
DB01430,0.8,0.0012918985268992734,DENTRO,FC1=CC=C(C=C1)C(N1CCN(CC1)C1=NC(NCC=C)=NC(NCC=C)=N1)C1=CC=C(F)C=C1,SÍ,477.56,4.26
DB02491,0.8,0.0010802164359651747,DENTRO,CC(C)(N)C1=CC=C(C=C1)C1=NC(NC2=CC=C(CCN3CCOCC3)C=C2)=NC=C1Cl,SÍ,452.0,4.61
DB02998,0.8,0.001922472985383956,DENTRO,CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC12C,SÍ,284.4,3.72
DB03017,0.8,0.004800026109021357,DENTRO,CCCCCCCCCCCC(O)=O,SÍ,200.32,3.99
