DrugBank_ID,Probabilidad,Leverage,Dominio_AD,SMILES,Lipinski_Viable,MW,LogP
DB04865,0.8,0.0017413059533496387,DENTRO,COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C2C3=CC4=C(OCO4)C=C3CCN3CCCC23C=C1OC,SÍ,545.63,2.58
DB05013,0.8,0.0021835444813122877,DENTRO,CC=C(C)C(=O)OC1C(C)=CC23C(C)CC4C(C(C=C(CO)C(O)C12O)C3=O)C4(C)C,SÍ,430.54,2.33
DB05137,0.7992953867339913,0.001404430207641424,DENTRO,CN1C(CCCC1CC(=O)C1=CC=CC=C1)CC(O)C1=CC=CC=C1,SÍ,337.46,4.24
DB01012,0.7982197875057647,0.004485647691108214,DENTRO,CC(NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,SÍ,357.42,6.14
DB02680,0.7972261210895683,0.0025110587938090845,DENTRO,[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O,SÍ,168.11,1.5
DB00205,0.7970483831152546,0.0015396839600452371,DENTRO,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,SÍ,248.72,2.52
DB00393,0.7968924555884789,0.0017663217393573375,DENTRO,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,SÍ,418.45,2.97
DB00946,0.7968924555884789,0.0012038848928608448,DENTRO,CCC(C1=CC=CC=C1)C1=C(O)OC2=CC=CC=C2C1=O,SÍ,280.32,4.04
DB00209,0.796345973049201,0.0019052912662341874,DENTRO,OC(C(=O)OC1CC2CCC(C1)[N+]21CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,SÍ,392.52,3.77
DB01210,0.7963459730492007,0.0010121870450713077,DENTRO,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCCC2=O,SÍ,291.39,2.33
DB03944,0.7946476933669956,0.0013763696588130737,DENTRO,COC1=CC=C(C=C1OC)C(=O)N1CCCC2=CC(=CC=C12)C1=NNC(=O)SC1C,SÍ,425.51,3.85
DB01731,0.7927756535500252,0.0012401438818241237,DENTRO,CN(C)CC(O)CN1C2=C(C=C(Br)C=C2)C2=C1C=CC(Br)=C2,SÍ,426.15,4.24
DB01712,0.7918738144565638,0.0014987976729223175,DENTRO,CCOC(=O)C(CC1=CC=CC=C1)NC(=O)C1CSCCN1S(=O)(=O)C1=CC=C(C)C=C1,SÍ,476.62,2.39
DB01523,0.79,0.0011556355220057677,DENTRO,CCN(CC)CCN1C(CC2=CC=C(Cl)C=C2)=NC2=C1C=CC(=C2)[N+]([O-])=O,SÍ,386.88,4.53
DB00449,0.79,0.0012457977533378761,DENTRO,CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1,SÍ,351.44,2.84
DB00582,0.79,0.0012233970514032913,DENTRO,CC(C1=NC=NC=C1F)C(O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,SÍ,349.32,2.18
DB00724,0.79,0.0026219450842708478,DENTRO,CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N,SÍ,240.31,2.82
DB01399,0.79,0.001638530763206315,DENTRO,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,SÍ,258.23,2.31
DB04573,0.79,0.0021629607404165955,DENTRO,CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CC(O)C2O,SÍ,288.39,2.58
DB04841,0.79,0.0012157493321641795,DENTRO,FC1=CC=C(C=C1)C(N1CCN(CC1)CC=CC1=CC=CC=C1)C1=CC=C(F)C=C1,SÍ,404.5,5.39
DB05265,0.79,0.0025240143706364427,DENTRO,[Na+].CC(C)C1=C(C=C2C(CCC3C(C)(CCCC23C)C(O)=O)=C1)S([O-])(=O)=O,SÍ,402.49,0.81
DB02754,0.79,0.0014576288776477712,DENTRO,CCCCN1C(CC2=CC(OC)=C(OC)C(OC)=C2)=NC2=C1N=CN=C2N,SÍ,371.44,2.83
DB05095,0.79,0.0012886886444985618,DENTRO,COC1=C(F)C=C(C=C1)C1=C(Cl)N=CN1C1=CC=C(C=C1)S(N)(=O)=O,SÍ,381.82,2.99
DB05375,0.79,0.0021629607404165955,DENTRO,CC12CCC3C(CCC4=C3C=CC(O)=C4)C1CC(O)C2O,SÍ,288.39,2.58
DB03895,0.787979696382524,0.0009863418297237341,DENTRO,CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C,SÍ,329.47,4.39
DB03388,0.7876750517165247,0.0023645678446942734,DENTRO,CC(C)N(C(=O)C1=C(Cl)C=C(Cl)C=C1)C1=C(SC(=C1)C1=CC=CC=C1)C(O)=O,SÍ,434.34,6.48
DB01453,0.7865215078235595,0.0012147829611041296,DENTRO,CCC(=O)N(C1CCN(CC1)CC(O)C1=CC=CC=C1)C1=CC=CC=C1,SÍ,352.48,3.63
DB01615,0.7846476933669956,0.0011511439022692865,DENTRO,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C,SÍ,326.47,4.44
DB00271,0.7836664856056491,0.005984578761752747,DENTRO,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,SÍ,613.92,3.12
DB01007,0.783027358349529,0.0022149258572861145,DENTRO,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=C(Cl)SC=C1,SÍ,387.72,5.86
DB01570,0.7811692011905551,0.0013903952957472826,DENTRO,CCC(=O)N(C1CCN(CC1C)CC(O)C1=CC=CC=C1)C1=CC=CC=C1,SÍ,366.51,3.87
DB00213,0.78,0.001350735840677797,DENTRO,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,SÍ,383.38,2.88
DB00365,0.78,0.0013375622693132618,DENTRO,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,SÍ,359.4,2.28
DB04819,0.78,0.0012057779892399403,DENTRO,Cl.CN(C)CCN(CC1=CC=CS1)C1=CC=CC=N1,SÍ,297.86,3.13
DB02400,0.78,0.0010666206307428064,DENTRO,COC1=CC(=O)C2=C(C1=O)C(COC1=CC=C(C=C1)[N+]([O-])=O)=C(C)N2C,SÍ,356.33,2.73
DB02457,0.78,0.0049452267457275574,DENTRO,CCCCCCCCCCCP(=O)OCCCC,SÍ,276.4,5.81
DB02767,0.78,0.004537576330475023,DENTRO,CCCCCCCCCCCC(O)CC(O)=O,SÍ,244.37,3.74
DB03916,0.78,0.0008829705879178219,DENTRO,CC1=CC=C(NC2=NC=CC(=N2)C2=CC=NC(=C2)N2CCN(CCN)CC2)C=C1Cl,SÍ,423.95,3.32
DB04009,0.78,0.0030077861354985344,DENTRO,COC(=O)CCC1=C(C)C2=CC3=C(C=C)C(C)=C4C=C5N6C(=CC7=C(C)C(CCC(=O)OC)=C8C=C1N2[Fe]6(N78)N34)C(C)=C5C=C,SÍ,644.55,2.5
DB05294,0.78,0.0007318721833443316,DENTRO,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,SÍ,475.36,5.0
DB00841,0.7795488661730886,0.001934386204044602,DENTRO,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,SÍ,301.39,2.96
DB04107,0.7793733313987299,0.0009472783505149246,DENTRO,CCOC(=O)CON=C(C1=CC=CC=N1)C1(CC1)C1=CC=C2N(C)C(CNC3=CC=C(C=C3)C(N)=N)=NC2=C1,SÍ,525.61,3.88
DB01470,0.7792953867339912,0.0016227629170016897,DENTRO,CCC(=O)N(C1CCN(CC1)C(C)CC1=CC=CS1)C1=CC=CC=C1,SÍ,356.54,4.59
DB00247,0.7792953867339912,0.0010969445197729008,DENTRO,CCC(CO)NC(=O)C1CN(C)C2CC3=CN(C)C4=CC=CC(C2=C1)=C34,SÍ,353.47,1.94
DB04093,0.7772261210895682,0.004789438550765598,DENTRO,CCCCCCCCCCC=O,SÍ,170.3,3.72
DB05104,0.7770076266943902,0.0012870288211933212,DENTRO,CN(C(CN1CCC(O)C1)C1=CC=CC=C1)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,SÍ,414.55,4.08
DB01418,0.7756413597831922,0.000693734995326338,DENTRO,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)OC2=CC=CC=C2C1=O,SÍ,353.33,3.52
DB02546,0.7746476933669956,0.001415335772355226,DENTRO,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,SÍ,264.32,2.47
DB02014,0.773027358349529,0.002026526560571451,DENTRO,COC(=O)C1=C(O)C=CC=C1OCC=CC1=CC=C(F)C(=C1)C1=CC(=NO1)C(O)=O,SÍ,413.36,3.76
DB00680,0.7722447622214833,0.0014462557172769772,DENTRO,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1,SÍ,427.53,4.11
DB00865,0.7717836695146657,0.0016211081370842801,DENTRO,CC(CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,SÍ,239.36,3.75
DB01193,0.7709936664161965,0.001190951024777607,DENTRO,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1,SÍ,336.43,2.37
DB01562,0.77,0.0012216237359671507,DENTRO,CC(=O)OC1(CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,SÍ,323.44,3.78
DB00486,0.77,0.0020136572835961278,DENTRO,CCCCCCC(C)(C)C1=CC(O)=C2C3CC(=O)CCC3C(C)(C)OC2=C1,SÍ,372.55,6.26
DB00729,0.77,0.002238043430415783,DENTRO,COS([O-])(=O)=O.C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1,SÍ,389.52,3.45
DB00839,0.77,0.0014229369173073883,DENTRO,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,SÍ,311.41,1.77
DB01129,0.77,0.0010980704776765802,DENTRO,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,SÍ,359.45,2.99
DB04794,0.77,0.0012640906347003425,DENTRO,C1=CC=C(C=C1)C(N1C=CN=C1)C1=CC=C(C=C1)C1=CC=CC=C1,SÍ,310.4,5.19
DB01688,0.77,0.005180805067145557,DENTRO,CC1=CC=C(O)C=C1,SÍ,108.14,1.7
DB01750,0.77,0.00203820922242756,DENTRO,OC(=O)CC1=CC=CC2=C1C=CC=C2,SÍ,186.21,2.47
DB02673,0.77,0.0016161720556174173,DENTRO,COC1=CC=C2C=[N+](CCCCCCCCN3C(=O)C4=CC=CC=C4C3=O)CCC34C=CC(O)CC3OC1=C24,SÍ,529.66,4.49
DB05288,0.77,0.0018648378840050127,DENTRO,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3=CCC12C,SÍ,386.49,3.3
DB04612,0.7676750517165246,0.0012837714252590241,DENTRO,CNC(C)C(=O)NC(C(=O)N1CC(CC1C(=O)NC1CCCC2=CC=CC=C12)OC1=CC=CC=C1)C(C)(C)C,SÍ,534.7,3.37
DB01406,0.7672261210895682,0.002474785158715908,DENTRO,CC12CC3=C(ON=C3)C=C1CCC1C2CCC2(C)C1CCC2(O)C#C,SÍ,337.46,4.22
DB00692,0.7646476933669956,0.0015045765228874487,DENTRO,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1,SÍ,281.36,2.84
DB06368,0.7646476933669956,0.0025136671526264556,DENTRO,NC1=NC2=C(N=CN2CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)C(SC2=CC=CC=C2)=N1,SÍ,545.4,4.88
DB06195,0.7629618723396403,0.0011402679900545806,DENTRO,CCC(CO)NC1=NC(NCC2=CC=CC=C2)=C2N=CN(C(C)C)C2=N1,SÍ,354.46,3.2
DB00281,0.76,0.001477894731364178,DENTRO,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,SÍ,234.34,2.58
DB00367,0.76,0.002246754811238892,DENTRO,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,SÍ,312.45,3.88
DB00506,0.76,0.002246754811238892,DENTRO,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,SÍ,312.45,3.88
DB00622,0.76,0.0009153268588703623,DENTRO,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,SÍ,479.53,3.68
DB00645,0.76,0.0014083323235087432,DENTRO,CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1,SÍ,289.42,3.92
DB00722,0.76,0.0011550549218300374,DENTRO,NCCCCC(NC(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCCC1C(O)=O,SÍ,405.5,1.24
DB00770,0.76,0.0026783823475575587,DENTRO,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(O)=O,SÍ,354.49,3.48
DB00980,0.76,0.0011089106078699211,DENTRO,CCC(=O)NCCC1CCC2=C1C1=C(OCC1)C=C2,SÍ,259.35,2.57
DB01180,0.76,0.001257870956670062,DENTRO,COC1C(CC2CN3CCC4=C(NC5=C4C=CC(OC)=C5)C3CC2C1C(=O)OC)OC(=O)C=CC1=CC(OC)=C(OC)C(OC)=C1,SÍ,634.73,4.57
DB01195,0.76,0.0032949526739423233,DENTRO,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1,SÍ,414.35,3.44
DB06439,0.76,0.0010026255369437128,DENTRO,CN(C(=O)COC1=CC=CC=C1)C1=CC=CC=C1C(=O)NCC1=CC=CO1,SÍ,364.4,3.25
DB02873,0.76,0.0020123924000408264,DENTRO,FC1=CC=C(C(F)=C1)C1=CC(=CC2=C1CNC(=O)N2C1=C(Cl)C=CC=C1Cl)N1CCNCC1,SÍ,489.35,5.71
DB03788,0.76,0.001328801789042885,DENTRO,CC1=CC(OCC(O)=O)=CC(C)=C1CC1=CC=C(O)C(CC2=CC=CC=C2)=C1,SÍ,376.45,4.65
DB03888,0.76,0.0009565325041108982,DENTRO,CN(CCCCCCOC1=CC=C2C(=C1)N(C)N=C2C1=CC=C(Br)C=C1)CC=C,SÍ,456.43,6.06
DB04032,0.76,0.0016466851165605652,DENTRO,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCNC(=O)C12CC3CC(CC(C3)C1)C2,SÍ,483.68,4.3
DB04787,0.76,0.001740285704128327,DENTRO,CN1C(=CC=C1C1=CC2=C(NC(=S)OC2(C)C)C=C1)C#N,SÍ,297.38,3.53
DB05291,0.76,0.001477894731364178,DENTRO,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,SÍ,234.34,2.58
DB05424,0.76,0.0010053471770358649,DENTRO,FC1=C(Cl)C=C(NC2=NC=NC3=CC(OCCCN4CCOCC4)=C(NC(=O)C=C)C=C23)C=C1,SÍ,485.95,4.39
DB00571,0.7599322725928579,0.002404091301878802,DENTRO,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12,SÍ,259.35,2.58
DB03322,0.7599322725928579,0.002404091301878802,DENTRO,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,SÍ,259.35,2.58
DB02615,0.7593733313987301,0.0011978763786766864,DENTRO,CC(COC1=CC=C(C=C1)C1OC2=CC=C(O)C=C2SC1C1=CC=C(O)C=C1)N1CCCC1,SÍ,463.6,5.93
DB02715,0.7593733313987301,0.0011978763786766864,DENTRO,CC(COC1=CC=C(C=C1)C1OC2=CC=C(O)C=C2SC1C1=CC=C(O)C=C1)N1CCCC1,SÍ,463.6,5.93
DB04873,0.7592953867339912,0.0012509777128329796,DENTRO,CCCCN1CCC(CC1)CNC(=O)C1=C2OCCCN2C2=CC=CC=C12,SÍ,369.51,3.67
DB00587,0.7590379191476028,0.0009927876989728399,DENTRO,CCC(CC)(CC(=O)NC1=CC=CC(C=CC2=NC(=CS2)C2CCC2)=C1)C(O)=O,SÍ,412.56,5.8
DB04770,0.757609565706636,0.0009047801632655686,DENTRO,CCC(CO)NC1=NC2=C(N=CN2C(C)C)C(OCC2=CC=CC=C2)=N1,SÍ,355.44,3.17
DB03903,0.757515174239756,0.000565576069540943,DENTRO,CN(C)C1=CCC2=C(C3=CC=C(C=C3OC2=C1)N(C)C)C1=CC=C(C=C1C(O)=O)N1C(=O)C=CC1=O,SÍ,483.52,3.81
DB05824,0.7572261210895682,0.00402831579160163,DENTRO,CSC1=CC(N=C(N)N(C)C2=CC(SC)=CC=C2)=C(Cl)C=C1,SÍ,351.93,4.87
DB02310,0.7568924555884788,0.0030490879587937655,DENTRO,CC1=CN=C2C(=C1)C(C)=C(C)C1=C2[N+](C)=CC(C)=C1,SÍ,251.35,3.45
DB00957,0.7563459730492009,0.0022814698178109535,DENTRO,CCC12CCC3C(CCC4=CC(CCC34)=NO)C1CCC2(OC(C)=O)C#C,SÍ,369.51,4.71
DB00287,0.7560547166990582,0.0031652541061708292,DENTRO,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COC1=CC=CC(=C1)C(F)(F)F,SÍ,500.55,4.43
DB00983,0.7552721205710122,0.0014416168330943246,DENTRO,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,SÍ,344.41,2.22
DB01274,0.7552721205710122,0.0014416168330943246,DENTRO,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,SÍ,344.41,2.22
DB00557,0.7546476933669957,0.0020495227149066684,DENTRO,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,SÍ,374.91,3.06
DB00809,0.7523227450835204,0.0010456304031270778,DENTRO,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,SÍ,284.36,2.21
DB06090,0.7518738144565639,0.0017704240348409657,DENTRO,O=C(NC1C2CCN(CC2)C1CC1=CN=CC=C1)C1=CC2=CC=CC=C2O1,SÍ,361.45,3.26
DB00690,0.75,0.0010514766756040404,DENTRO,CCN(CC)CCN1C(=O)CN=C(C2=CC=CC=C2F)C2=C1C=CC(Cl)=C2,SÍ,387.89,4.0
DB01486,0.75,0.0020833831644586184,DENTRO,CC(N)C(O)C1=CC=CC=C1,SÍ,151.21,1.07
DB01489,0.75,0.0007309283975035711,DENTRO,CN(C)C(=O)OC1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N(C)C1=O,SÍ,371.82,3.18
DB01536,0.75,0.002561997382341092,DENTRO,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,SÍ,286.42,4.09
DB00315,0.75,0.0013720728963194347,DENTRO,CN(C)CCC1=CNC2=C1C=C(CC1COC(=O)N1)C=C2,SÍ,287.36,1.92
DB00394,0.75,0.0026076554192147176,DENTRO,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,SÍ,408.92,2.17
DB00397,0.75,0.0020833831644586184,DENTRO,CC(N)C(O)C1=CC=CC=C1,SÍ,151.21,1.07
DB00547,0.75,0.0018716537753920327,DENTRO,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,SÍ,376.47,2.78
DB00981,0.75,0.0011669988538380992,DENTRO,CNC(=O)OC1=CC2=C(C=C1)N(C)C1N(C)CCC21C,SÍ,275.35,1.77
DB01070,0.75,0.0034133062909225236,DENTRO,CC(C)C(C)C=CC(C)C1CCC2C1(C)CCCC2=CC=C1CC(O)CCC1C,SÍ,398.68,7.72
DB01100,0.75,0.0014192149268147825,DENTRO,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,SÍ,461.56,5.86
DB01161,0.75,0.0009269777482725136,DENTRO,CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1,SÍ,270.76,2.42
DB05453,0.75,0.0026076554192147176,DENTRO,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,SÍ,408.92,2.17
DB01388,0.75,0.0010688248655702321,DENTRO,COCC(=O)OC1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)C1C(C)C,SÍ,495.64,5.27
DB04834,0.75,0.0034281813542145316,DENTRO,[Br-].CCC(=O)OC1C(CC2C3CCC4CC(OC(C)=O)C(CC4(C)C3CCC12C)N1CCCCC1)[N+]1(CCCCC1)CC=C,SÍ,677.81,3.92
DB02621,0.75,0.0013452861414846608,DENTRO,CC1CCC2CC(CC(O)(O2)C2CSC(=O)N2)OC(=O)C=C(C)CCC=CC=C1,SÍ,421.56,3.86
DB03523,0.75,0.001515810061376474,DENTRO,CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1F,SÍ,375.37,5.85
DB04257,0.75,0.004761875644927156,DENTRO,CCCCCCC=CCCCCCCCC(O)=O,SÍ,254.41,5.33
DB04405,0.75,0.0011927002957517981,DENTRO,CCOC1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)CC(CCN1C(=O)C2=CC=CC=C2C1=O)C(O)=O,SÍ,471.51,4.71
DB03647,0.7488442147097814,0.0011901398184634387,DENTRO,CC(C)N(C(=O)C1=CC=C(C)C=C1)C1=C(SC(=C1)C1=CC=CC=C1)C(O)=O,SÍ,379.48,5.48
DB00297,0.748590735270684,0.0014251064407605897,DENTRO,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,SÍ,288.44,3.9
DB01002,0.748590735270684,0.0014251064407605897,DENTRO,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,SÍ,288.44,3.9
DB03477,0.7476750517165246,0.0020222901834193834,DENTRO,NS(=O)(=O)C1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(Br)C=C1)C(F)(F)F,SÍ,446.25,3.97
DB04186,0.7463459730492009,0.0011255297191991955,DENTRO,O=C(NC1=CC=CC=N1)NC1=CC=CC2=C1C1CCCN1C2=O,SÍ,308.34,3.02
DB03626,0.7463459730492008,0.0008605872686101668,DENTRO,COC1=CC(=O)C2=C(C1=O)C(COC1=CC=CC=C1)=C(C)N2C,SÍ,311.34,2.82
DB01491,0.7446476933669957,0.0021414945059701346,DENTRO,CCC(=O)C(CC(C)N1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,SÍ,349.52,5.22
DB05719,0.7446476933669957,0.0016882141820045169,DENTRO,CN(NC(=O)CC(=O)NN(C)C(=S)C1=CC=CC=C1)C(=S)C1=CC=CC=C1,SÍ,400.53,2.05
DB04836,0.7433164114997168,0.0010829836861597788,DENTRO,[Cl-].OC(=O)CCCCCC[NH2+]C1C2=CC=CC=C2CCC2=CC=CC=C12,SÍ,373.92,0.48
DB00942,0.7422447622214833,0.0017709932531281211,DENTRO,OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1,SÍ,287.45,3.94
DB00405,0.74,0.0013137978129469314,DENTRO,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,SÍ,319.25,3.93
DB00421,0.74,0.003396607243770174,DENTRO,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC33CCC(=O)O3)C12,SÍ,416.58,4.85
DB00777,0.74,0.0011628068892550357,DENTRO,CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1,SÍ,340.49,4.83
DB00835,0.74,0.0013137978129469314,DENTRO,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,SÍ,319.25,3.93
DB00863,0.74,0.0014268291734231828,DENTRO,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,SÍ,314.41,1.46
DB00979,0.74,0.000730381273329102,DENTRO,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,SÍ,291.39,2.18
DB01030,0.74,0.0008690824348884703,DENTRO,CCC1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,SÍ,421.45,1.85
DB01057,0.74,0.003914630014874511,DENTRO,[I-].CCOP(=O)(OCC)SCC[N+](C)(C)C,SÍ,383.23,-0.39
DB01612,0.74,0.004160427412220396,DENTRO,CC(C)CCON=O,SÍ,117.15,1.73
DB01946,0.74,0.002167016655447926,DENTRO,CN1C=C(C2=C1C=CC=C2)C1=C(C(=O)NC1=O)C1=CN(CCCN)C2=C1C=CC=C2,SÍ,398.47,3.05
DB02405,0.74,0.0048256160759677915,DENTRO,OC(=O)CCCCCCCCCCCBr,SÍ,279.22,4.37
DB03121,0.7399977968000451,0.0011572682434724997,DENTRO,COC1=CC=C2N(CC3=CC=CC=C3)C(C)=C(CC(O)=O)C2=C1,SÍ,309.37,3.63
DB03837,0.7383141789726447,0.0013781461799652428,DENTRO,CC(C)CC(NC(=O)N1CCOCC1)C(=O)NC(CCC1=CC=CC=C1)C=CS(=O)(=O)C1=CC=CC=C1,SÍ,527.69,3.55
DB04518,0.7376750517165246,0.0008332143084028634,DENTRO,CC1=NC(C)=C(S1)C1=CC=NC(NC2=CC=CC(O)=C2)=N1,SÍ,298.37,3.67
DB01237,0.7372261210895682,0.0011643283470929716,DENTRO,CN(C)CCOC(C1=CC=CC=C1)C1=CC=C(Br)C=C1,SÍ,334.26,4.12
DB04338,0.7363459730492008,0.0006611357632986951,DENTRO,NC1=NC=CC(=N1)C1=C(N=CN1C1CCNCC1)C1=CC=C(F)C=C1,SÍ,338.39,2.65
DB01502,0.7346476933669956,0.0012701013266262409,DENTRO,CCC(=O)N(CC(C)N(C)CCC1=CC=CC=C1)C1=CC=CC=C1,SÍ,324.47,3.99
DB01535,0.7346476933669956,0.0013746088516931512,DENTRO,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC2=CC=CC=C2)CC1)C(=O)OC,SÍ,394.52,3.68
DB01545,0.7346476933669956,0.0009373552786493436,DENTRO,CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,SÍ,360.77,3.2
DB00532,0.7346476933669956,0.0012172288925462096,DENTRO,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1,SÍ,218.26,1.47
DB03365,0.7346476933669956,0.0009810902235499878,DENTRO,COC1=CC2=C(C=C1OC)C(NC1=CC=CC(O)=C1)=NC=N2,SÍ,297.31,3.1
DB04608,0.7346476933669956,0.001264819379098414,DENTRO,OC1=CC2=C(NC3=C2C2=C(C(=O)NC2=O)C(=C3)C2=CC=CC=C2)C=C1,SÍ,328.33,3.58
DB01621,0.7334254299407951,0.0008905378246527908,DENTRO,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1,SÍ,475.68,4.02
DB02089,0.7330273583495291,0.0020416660020770487,DENTRO,ClC1=CC2=C(NC(=C2)C(=O)NCCOCCOCCNC(=O)C2=CC3=C(N2)C=CC(Cl)=C3)C=C1,SÍ,503.39,4.15
DB02001,0.7309936664161966,0.0012029534960927941,DENTRO,NC1=NC(N)=C2C(SC3=CC=C(C=C3)N3CCOCC3)=CC=CC2=N1,SÍ,353.45,2.78
DB00395,0.73,0.0014064508209975352,DENTRO,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,SÍ,260.33,2.02
DB00843,0.73,0.0012040925413961032,DENTRO,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC3)CC3=CC=CC=C3)CC2=C1,SÍ,379.5,4.36
