@relation J48_training-comb.arff-weka.filters.unsupervised.attribute.Remove-R25

@attribute Psi_e_A numeric
@attribute PCR numeric
@attribute GATS8i numeric
@attribute nRCOOH numeric
@attribute nImidazoles numeric
@attribute SaaCH numeric
@attribute CATS2D_07_AP numeric
@attribute SHED_LL numeric
@attribute B05[N-O] numeric
@attribute B06[C-C] numeric
@attribute B07[C-O] numeric
@attribute B08[C-C] numeric
@attribute F03[N-S] numeric
@attribute F09[N-N] numeric
@attribute F09[N-N] numeric
@attribute MACCSFP8 numeric
@attribute MACCSFP37 numeric
@attribute MACCSFP38 numeric
@attribute MACCSFP48 numeric
@attribute MACCSFP49 numeric
@attribute MACCSFP62 numeric
@attribute MACCSFP80 numeric
@attribute MACCSFP84 numeric
@attribute MACCSFP125 numeric
@attribute Actividad {Act1,Act-1}

@data
7.6765,1.2513,0.8511,0,0,9.738,0,7.3138,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Act-1
9.0833,1.318,0,0,0,1.7147,0,2.971,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Act-1
7.8414,1.3095,0.4732,0,0,7.6059,0,12.4949,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.4509,1.2594,0.8066,0,0,6.6826,0,18.2131,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.6338,1.1733,0.8039,1,0,0,0,17.6968,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.5571,1.5017,1.1029,0,0,21.2146,0,12.2178,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,Act1
8.2141,1.2566,0.9276,0,0,4.565,0,9.9997,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Act1
8.5021,1.4674,1.1851,0,0,1.9729,0,8.7297,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,Act-1
8.0385,1.2339,0.82,1,0,1.7233,0,6.9476,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,Act1
7.7524,1.2684,0.6475,0,0,9.6499,0,5.8436,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Act-1
7.7157,1.2513,0.8049,0,0,9.6633,0,5.4273,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Act-1
8.3135,1.2465,0.8078,0,0,8.9826,0,5.4273,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,Act-1
8.2714,1.2271,1.0162,0,1,5.6462,6,17.115,1,1,1,1,1,5,5,0,0,1,0,1,1,1,1,1,Act-1
8.2288,1.3033,1.0238,0,1,15.62,5,11.7929,1,1,1,1,1,5,5,0,0,1,0,0,1,1,1,1,Act-1
7.913,1.3324,0.8897,0,0,15.6609,0,9.1761,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act-1
7.7187,1.1617,0.9553,0,0,14.797,0,11.8345,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Act-1
8.2083,1.5165,1.1262,0,0,4.6464,0,12.0395,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act-1
8.3789,1.4394,1.0819,0,1,10.1686,0,6.6683,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,Act-1
8.3989,1.4376,1.0064,0,1,9.9601,0,6.6683,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,Act1
7.45,1.4127,0,0,0,10.3429,0,4.3952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
8.1552,1.2363,0.0626,0,0,3.3226,0,5.1537,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.6389,1.2859,0.9736,0,0,4.0832,0,8.1344,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.0981,1.2553,0.9142,0,0,2.8185,2,15.756,1,1,1,1,0,2,2,0,0,0,0,0,0,1,1,0,Act-1
7.8333,1.5414,0.5605,0,0,14.5927,0,11.9185,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,Act1
8.2696,1.3261,1.0528,0,0,7.2123,0,6.9158,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,Act-1
7.7857,1.279,0.4875,0,0,9.6113,0,6.3233,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Act-1
7.7267,1.4541,0.8448,0,1,13.7644,0,9.6625,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,Act1
7.6884,1.3819,1.2778,0,0,13.8946,0,6.3654,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Act1
7.971,1.4229,0.9097,0,0,13.8495,0,12.6641,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.5658,1.2388,0.7097,0,0,2.1182,0,5.5149,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Act-1
7.3657,1.2422,0.678,0,0,4.6624,0,5.3596,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Act-1
8.3732,1.2178,1.4262,2,0,1.9156,0,4.257,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.8438,1.218,1.0695,0,0,6.0262,0,3.7413,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.8048,1.3253,0.9115,0,0,7.482,0,9.4389,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act-1
8.6207,1.8473,0.803,0,0,14.9743,0,16.9625,0,1,1,1,2,1,1,0,0,0,1,1,1,0,1,1,Act-1
7.8222,1.1477,0.5558,0,0,0,0,6.4585,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Act-1
7.5429,1.4174,0.4958,0,0,11.7375,0,9.1552,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
7.8284,1.1494,0.7957,0,0,0,0,7.5094,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.7448,1.2546,0.9836,0,0,8.9087,0,8.9212,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.3922,1.5496,0.8928,0,0,21.1677,0,15.8071,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,Act1
8.8065,1.3315,0.81,0,0,7.8671,0,5.7612,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,Act-1
7.4722,1.2569,0.7648,0,0,12.537,0,12.3694,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,Act1
7.7376,1.4443,0.9991,0,0,12.4207,1,14.2818,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,Act1
8.1184,1.3526,1.1559,0,0,7.5229,0,7.6095,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,Act-1
8.2402,1.3261,0.9901,0,0,7.3703,0,6.9158,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,Act-1
8.2063,1.2506,0.9649,1,0,8.0045,0,12.1728,1,1,1,1,3,2,2,1,0,0,0,0,0,1,0,1,Act-1
7.8426,1.2527,0,0,0,3.5363,0,5.4778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.4367,1.1471,0.8079,0,0,3.9227,0,8.7329,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.0185,1.5263,0.8648,0,0,10.3693,0,6.6816,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.9872,1.4262,0,0,0,8.8022,0,5.2454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.9778,1.2734,0,0,0,3.2963,0,3.7413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.3592,1.1666,0.8064,0,0,3.6848,0,15.5803,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.6875,1.25,0,0,0,5.5405,0,3.9426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.0679,1.2842,0,0,0,4.865,0,3.4389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.7792,1.1656,0.878,0,0,8.9314,0,8.6962,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.8114,1.1844,1.3066,0,0,6.5146,0,8.337,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.4683,1.3482,0.8374,0,0,8.8598,0,8.8573,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act-1
7.7861,1.2893,0.6765,0,0,12.892,0,12.4017,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.7417,1.2995,0.7514,0,0,5.3715,0,8.5809,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
8.1044,1.3932,1.3306,0,0,6.4493,0,10.9272,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act-1
7.3636,1.3519,0.9847,0,0,10.5802,0,7.0392,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,Act-1
7.3788,1.3519,0.9486,0,0,10.5566,0,7.0392,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,Act-1
8.1726,1.1018,0.8255,0,0,0,0,6.944,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.3563,1.1982,0.791,0,0,4.2883,0,13.2127,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,Act-1
7.8137,1.392,1.8004,0,0,3.9988,0,5.8793,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
8.14,1.3413,0.9405,0,0,11.776,1,9.6174,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Act-1
8.569,1.2974,0.8857,0,0,3.3951,0,2.96,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,Act-1
8.3457,1.3017,1.0333,0,0,3.5303,0,2.96,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,Act-1
8.4675,1.4143,1.0186,0,1,5.5667,1,2.96,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,Act-1
7.5263,1.5127,1.1424,0,0,10.4141,0,6.7309,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,Act1
7.7115,1.3615,1.0529,1,0,14.158,0,9.6796,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.5263,1.2594,1.0849,0,0,8.4323,0,8.0114,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.5397,1.4482,0.9855,0,0,18.4253,0,10.2165,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,1,Act1
8.0376,1.4013,0.8858,0,0,16.1615,0,9.1097,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act-1
8.2778,1.2789,0,0,0,3.2631,0,2.7495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Act1
8.6136,1.2809,0,0,0,5.9876,0,2.96,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Act-1
7.7857,1.3463,0.7073,0,0,9.6113,0,6.4347,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Act-1
8.5256,1.2795,0.0001,0,0,4.7494,0,3.5683,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
7.5185,1.1869,1.1717,0,0,7.927,0,9.8643,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.5333,1.3807,1.1525,0,0,8.6036,0,6.2371,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.1579,1.3394,0.9192,0,0,10.5559,0,7.8454,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
7.8701,1.4045,1.0715,0,0,18.642,0,13.7916,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.7941,1.5329,0.9712,0,0,24.123,0,14.8343,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,Act1
7.6667,1.1788,1.1279,0,0,7.1076,0,8.5793,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Act1
7.3444,1.4068,0,0,0,11.2547,0,5.6697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.9493,1.1692,0.9597,1,0,7.8826,0,9.0047,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.8494,1.2669,0.9323,0,0,13.8554,0,13.3272,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
8.5449,1.4552,1.213,0,0,13.0575,1,8.3081,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,Act1
7.9456,1.5197,1.0531,0,0,15.7307,0,8.1184,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act-1
7.6476,1.485,0.9074,0,0,11.5797,0,12.1643,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,Act1
7.7794,1.4029,1.1438,0,0,19.4014,0,13.3642,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act-1
8.152,1.4044,1.25,0,0,9.9075,0,7.1882,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act1
7.7608,1.2044,1.1734,0,0,5.5883,0,6.5135,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.5946,1.5247,1.0501,0,0,24.5316,0,13.0096,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
8.2389,1.3952,0.9926,1,0,9.6641,0,7.8964,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.4861,1.2908,1.2174,0,0,16.463,0,8.8902,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.9167,1.2969,0,0,0,7.0926,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.5764,1.2949,0,0,0,4.3358,0,3.4161,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Act-1
8.0198,1.184,1.0874,0,0,6.3574,0,7.4086,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Act1
7.3413,1.3613,1.1279,0,0,15.4602,0,7.8385,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,Act1
7.8161,1.5152,1.3763,0,0,12.4456,0,9.8671,1,1,1,1,2,0,0,0,0,1,0,0,0,1,0,1,Act1
8.0875,1.2893,0.9863,0,0,9.3902,0,7.0568,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
8.4881,1.259,0.0001,0,0,4.8864,0,3.4389,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,Act-1
7.1535,1.1668,0.3964,0,0,7.2569,0,5.9203,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.0789,1.093,0,0,0,0,0,5.3979,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.0159,1.4148,0,0,0,5.1621,0,5.2718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.8718,1.3463,1.3038,0,0,9.6251,0,8.0193,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.1538,1.232,0.8449,1,0,1.183,0,6.5447,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,Act-1
7.825,1.5025,0.6415,0,0,11.0847,0,5.3973,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,Act-1
7.4667,1.3447,0.5315,0,1,10.0836,0,4.3908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.6812,1.3077,0.6073,0,0,13.7147,0,9.1745,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,Act1
7.8929,1.2565,0.2368,0,0,5.8887,0,6.1417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.3635,1.3707,1.0061,0,0,7.4129,0,9.1075,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Act-1
7.5833,1.2016,1.3352,0,0,6.0907,0,7.9321,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.4958,1.175,1.2673,0,0,6.1442,0,8.1547,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Act-1
7.7717,1.2219,0.9148,0,0,25.2734,0,14.7004,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,Act1
8.2421,1.1852,0.9131,0,0,5.1286,0,7.017,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.4762,1.3608,0.6199,0,1,10.0763,0,3.7404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.4028,1.295,0.861,0,0,28.0089,0,12.2018,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.4841,1.321,1.0599,0,0,14.5246,0,8.8734,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.553,1.4745,1.0142,0,0,22.3492,0,9.9571,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.0868,1.3855,1.4396,0,0,11.7209,0,9.2155,0,1,1,1,3,0,0,0,1,0,0,0,0,1,0,1,Act1
7.9167,1.2975,0,0,0,7.1502,0,3.4389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8,1.1971,0.9197,0,0,2.6864,0,7.6053,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.2361,1.2839,0,0,0,5.2844,0,3.5446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.8438,1.2277,0.8891,0,0,6.0204,0,6.3775,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.6724,1.7375,1.107,0,0,24.7592,0,12.2568,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
8.2767,1.3654,1.0413,0,0,11.9875,0,8.2127,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,Act1
7.8472,1.4055,1.1404,0,0,17.9341,0,13.0187,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
8.3476,1.3794,0.827,0,0,12.2494,0,10.4743,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,Act-1
7.951,1.2647,1.1951,0,0,10.847,0,6.6905,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.147,1.3406,1.1933,0,0,10.1138,0,8.8782,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,Act1
8.0317,1.407,0.9247,0,0,12.1653,0,8.2422,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,Act1
7.3194,1.2629,1.0892,0,0,8.7094,0,9.9028,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.9167,1.2995,0,0,0,7.252,0,3.5446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.4872,1.1661,1.002,0,0,7.4044,0,13.9431,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.5877,1.1726,0.9618,0,0,9.1772,0,10.1126,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.5533,1.4228,1.1229,0,1,16.0195,0,10.7177,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
7.8819,1.3523,0.9027,0,0,18.9902,0,13.0506,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,Act1
7.9902,1.3865,0.9063,0,0,0,0,4.7451,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,Act-1
7.7917,1.2995,0,0,0,5.4825,0,2.7495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Act-1
7.4815,1.3087,0.965,0,0,14.1579,0,12.1108,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,Act1
7.9705,1.3274,0.9707,0,0,11.8078,0,15.3869,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,Act1
7.9531,1.2432,1.1323,0,0,9.7943,0,11.9977,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,Act1
8.1713,1.358,0.9347,0,0,9.058,0,4.7785,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,1,Act1
7.3889,1.3032,1.5984,0,0,4.2759,0,6.2477,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Act-1
7.62,1.2491,0.5714,1,0,8.6715,0,8.792,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.4474,1.1358,0.8887,0,0,0,1,3,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,Act-1
8.3229,1.1459,0.8271,0,0,0,0,3.7798,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Act-1
8.4,1.3324,1.058,1,0,5.1866,0,7.6782,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act-1
7.6944,1.2658,0,0,0,3.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Act1
8.0242,1.2955,0.98,0,0,9.1466,0,9.7671,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,Act-1
7.6988,1.3474,0.9267,0,0,9.1687,0,5.4507,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Act-1
8.279,1.3592,0.929,0,0,7.3914,0,7.7082,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
8.2355,1.3482,0.9647,0,0,7.5773,0,7.7082,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
7.4204,1.4744,0.6769,0,0,18.7429,0,11.5882,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
7.7836,1.2899,0.6764,0,0,12.9854,0,7.447,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
8.0606,1.3543,0.9333,0,0,5.2018,0,9.0831,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
8.1196,1.3351,1.1322,0,0,3.823,1,7.0922,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,Act1
8.1083,1.3462,0.9776,0,0,5.8963,0,6.0887,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,1,Act-1
7.6842,1.621,1.001,0,1,32.3447,0,16.1158,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act-1
8.2604,1.3466,1.1442,2,0,8.7702,0,10.3235,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,Act-1
7.6944,1.3398,0.8835,0,0,4.6445,0,13.2566,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,Act-1
7.8226,1.3364,0.8768,0,0,4.5805,0,13.3188,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
8.5128,1.2464,0,0,1,1.1922,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Act-1
8.2583,1.3417,0.9975,0,1,9.7567,0,5.6502,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,Act-1
8.321,1.2295,1.1556,0,0,1.5121,1,3,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,Act-1
8.3889,1.2563,0,0,0,1.445,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.5981,1.2466,1.0123,0,0,1.4167,0,3.7798,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Act-1
8.6233,1.2438,0.7866,0,0,1.368,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Act1
8.0417,1.3376,1.1376,0,0,3.3186,0,8.6152,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,Act-1
7.8167,1.2316,0.875,0,0,1.7595,0,5.7737,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Act-1
7.8452,1.2387,1.365,0,0,1.7502,0,5.9528,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Act-1
7.7049,1.3147,0.9766,0,1,23.2418,1,7.8995,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,Act-1
8.3411,1.2945,1.0857,0,0,5.3883,0,9.0533,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,Act-1
7.7275,1.1744,0.8847,0,0,10.0956,0,13.9746,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
8.1494,1.2211,1.064,1,0,1.2902,0,3.5961,1,1,1,1,2,1,1,1,0,0,0,0,0,1,0,1,Act-1
7.6595,1.4122,1.1802,0,0,9.8925,0,8.4627,0,1,1,1,0,2,2,0,0,1,0,0,1,1,0,1,Act1
7.4641,1.5038,1.0399,0,0,19.3294,0,14.5195,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
8.3093,1.2509,0,0,0,3.2374,0,5.1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.1905,1.2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Act-1
8.3085,1.2121,1.1815,1,0,0,0,10.0707,1,1,1,1,1,3,3,1,0,1,0,0,1,1,1,0,Act-1
7.8851,1.4165,0.8768,0,0,17.0769,0,13.3611,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
8.4767,1.2562,1.1004,0,0,5.2358,0,9.9303,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act-1
8.2102,1.2916,0.8764,0,0,4.8825,0,8.8031,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,Act-1
8.3398,1.2916,0.9107,0,0,4.0517,0,9.0183,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,Act-1
8.1339,1.2805,0.8913,0,0,9.1212,0,10.5984,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,Act1
8.0189,1.4922,1.055,0,0,16.0195,0,7.353,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,Act1
8.1734,1.2872,0.8838,0,0,6.9069,0,10.3801,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,Act-1
8.7412,1.3173,0.915,0,0,5.4108,0,7.2158,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
7.5795,1.2935,0.883,0,0,20.3994,0,6.8365,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.1042,1.3389,0.991,0,0,7.1391,0,7.0459,1,1,1,1,2,0,0,0,0,0,0,0,1,1,0,1,Act1
8.641,1.2693,0.3331,0,0,2.033,0,4.3528,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.1818,1.2809,0.3232,0,0,6.2858,0,4.782,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.5208,1.3485,1.2183,0,0,14.6878,0,8.7612,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,Act-1
7.5347,1.3485,1.1913,0,0,14.6504,0,8.7612,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Act-1
8.0417,1.4653,0.9746,0,0,15.8771,2,10.832,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,Act1
7.8953,1.453,0.8843,0,0,14.108,0,9.1026,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.1733,1.4393,0.8782,0,0,11.3324,0,9.3351,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Act1
7.6019,1.2068,0.714,0,0,6.3625,0,8.4648,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Act1
7.6033,1.2683,0.9835,0,0,20.4176,0,8.0889,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
8.0251,1.1107,1.0512,0,0,0,0,19.2723,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.2407,1.1006,0.7923,0,0,0,0,9.2865,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.0816,1.1018,0.7545,0,0,0,0,9.2698,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
