@relation J48_training-comb.arff-weka.filters.unsupervised.attribute.Remove-R25

@attribute Psi_e_A numeric
@attribute PCR numeric
@attribute GATS8i numeric
@attribute nRCOOH numeric
@attribute nImidazoles numeric
@attribute SaaCH numeric
@attribute CATS2D_07_AP numeric
@attribute SHED_LL numeric
@attribute B05[N-O] numeric
@attribute B06[C-C] numeric
@attribute B07[C-O] numeric
@attribute B08[C-C] numeric
@attribute F03[N-S] numeric
@attribute F09[N-N] numeric
@attribute F09[N-N] numeric
@attribute MACCSFP8 numeric
@attribute MACCSFP37 numeric
@attribute MACCSFP38 numeric
@attribute MACCSFP48 numeric
@attribute MACCSFP49 numeric
@attribute MACCSFP62 numeric
@attribute MACCSFP80 numeric
@attribute MACCSFP84 numeric
@attribute MACCSFP125 numeric
@attribute Actividad {Act1,Act-1}

@data
7.8221,1.0727,0.8847,0,0,0,0,11.6595,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Act1
7.9697,1.3632,0.9414,0,0,14.8239,0,7.2186,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,Act-1
7.9545,1.2757,0.6243,0,0,9.7271,0,5.4273,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.1667,1.123,1.0995,0,0,0,0,12.3434,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.5256,1.0943,0.9056,0,0,0,0,3,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,Act-1
8.5256,1.0943,0.9056,0,0,0,0,3,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,Act-1
8.484,1.0393,0.9927,0,0,0,0,7.628,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.424,1.1731,0.7017,0,0,0,0,17.1371,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.8712,1.2122,0.9468,0,0,1.8365,0,9.1719,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.9626,1.0267,0.8968,0,0,0,0,16.7945,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Act-1
7.7333,1.2242,0.698,0,0,3.8568,0,6.5573,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.7968,1.032,0.8911,0,0,0,0,16.548,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Act-1
7.9295,1.2629,0.8266,0,0,8.4335,0,9.6477,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.9074,1.3574,0.9991,0,0,22.2375,0,9.2937,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
8.0242,1.3352,1.086,0,0,20.2293,0,10.4331,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act-1
7.4483,1.2087,0.9251,0,0,8.2123,0,9.1869,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Act-1
7.6196,1.1699,1.1274,0,0,6.1832,0,7.7018,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8,1.2824,0,0,0,7.3853,0,5.493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.3636,1.2824,0,0,0,6.0864,0,5.4507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.6667,1.2988,0,0,0,5.8085,0,5.4273,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
8.4921,1.3742,1.0302,0,0,7.2123,0,7.2396,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
8.5897,1.2988,0,0,0,5.9788,0,5.4273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.3385,1.1021,0.8959,0,0,0,0,8.8029,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.1747,1.1036,1.0002,0,0,0,0,8.6516,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.2056,1.1053,0.8316,0,0,0,0,8.486,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.0259,1.107,0.9462,0,0,0,0,8.2848,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.0374,1.0717,0.9432,0,0,0,0,8.2848,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.9914,1.0647,0.9384,0,0,0,0,8.2848,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.3286,1.1028,0.9785,0,0,0,0,9.5596,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.9141,1.1297,0.9914,0,0,0,0,9.243,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.9792,1.0864,0.8656,0,0,0,0,10.71,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.7407,1.068,0.9609,0,0,0,0,8.0901,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.5778,1.2564,0.9392,0,0,2.5749,0,7.1613,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Act-1
8.0942,1.3266,1.1947,0,1,3.2052,0,3.7798,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,Act-1
8.6222,1.0659,1.3222,0,0,0,0,1.8899,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.3036,1.1916,0.9841,0,0,6.7782,0,6.3053,1,1,1,1,2,0,0,1,0,0,0,1,0,0,0,0,Act-1
8.2885,1.1661,0.9523,1,0,5.5422,0,10.7226,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Act-1
8.5185,1.1054,0.7359,1,0,0,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,Act-1
8.6087,1.12,0.9892,1,0,0,0,6,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,Act-1
8.0185,1.166,0.5412,0,0,5.5201,0,10.7226,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,Act-1
8.3103,1.0955,0.5993,1,0,0,0,10.3643,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,Act-1
8.1488,1.155,0.949,1,0,9.0803,0,13.3444,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.3158,1.222,0.8118,1,0,7.004,0,9.0474,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.7912,1.5023,1.0023,0,0,10.9341,0,8.8153,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,Act1
8.2593,1.3845,0.8412,0,0,13.5849,0,7.5234,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,Act1
8.1667,1.3746,1.2414,0,0,15.5469,0,7.8477,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
7.8686,1.1483,0.5129,0,0,8.9036,0,9.8598,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,Act1
8.0088,1.304,0.925,1,0,7.3931,0,8.2697,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.1389,1.3432,1.2038,1,0,12.3666,0,8.0585,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.1389,1.3359,0.8481,1,0,12.2089,0,7.6742,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.6667,1.3513,1.0158,1,0,12.487,0,7.3145,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act-1
8.0185,1.2263,0.81,1,0,7.599,0,7.6318,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.9532,1.485,1.2937,1,0,11.3657,0,7.5121,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.6857,1.4497,0.9839,0,1,13.3332,0,13.5918,1,1,1,1,1,4,4,0,0,0,0,0,1,1,0,1,Act1
7.6042,1.2708,0.8293,0,0,17.596,0,12.0567,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.5714,1.3903,0.9786,0,0,20.0631,0,11.4783,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.5367,1.3401,1.0924,0,0,14.4117,0,7.681,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
7.7245,1.6121,1.1438,0,0,27.3061,0,14.2442,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
7.8636,1.3402,0.6704,0,0,9.0986,0,5.554,0,1,0,1,0,2,2,0,0,0,0,0,0,1,0,1,Act1
7.8088,1.3501,0.9436,0,0,14.0055,0,6.0982,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.9212,1.2426,1.0674,0,0,17.2027,0,12.1848,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Act1
7.7432,1.2715,0.9465,1,0,27.3051,0,16.4689,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.8013,1.3181,0.7548,0,0,9.5987,0,6.4474,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
7.3704,1.2908,0.9617,0,0,15.9807,0,9.6844,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.8523,1.1929,1.0991,0,0,5.6774,0,6.4826,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,Act-1
7.4881,1.2033,1.0425,0,0,8.318,0,9.1569,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,Act1
7.6786,1.1577,1.3362,0,0,0,2,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,Act-1
8.0938,1.1338,1.1595,0,0,8.8653,0,10.9174,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,Act-1
8.107,1.2863,0.7955,0,1,2.8551,1,4.3671,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,Act1
7.7402,1.2759,1.0472,0,0,5.7352,0,6.6477,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.6313,1.5171,0.9496,0,1,17.5477,0,14.675,1,1,1,1,0,2,2,0,1,1,0,0,1,1,0,1,Act-1
8.0495,1.379,1.0925,0,0,16.9674,0,11.3269,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
7.6759,1.491,0.7037,0,2,20.6482,0,9.3501,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.6371,1.3572,0.8739,0,0,18.082,0,15.5769,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,Act1
7.5278,1.4191,1.2569,0,1,16.3236,0,13.5905,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
7.72,1.2868,0.6317,0,0,14.9935,0,10.7545,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
7.6058,1.4083,0.7112,0,0,14.0919,0,11.4045,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,Act-1
7.8621,1.3744,0.6108,0,0,10.5894,0,11.8134,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act-1
7.5095,1.2652,0.9368,0,0,28.7021,0,16.6469,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.388,1.2878,0.6747,0,0,28.3597,0,14.1867,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.5482,1.241,0.9837,0,0,7.8348,0,8.2836,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.9886,1.3871,1.2222,0,0,9.3008,0,8.1075,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,Act1
8.2952,1.5227,1.1055,0,0,9.665,0,11.3545,0,1,1,1,1,2,2,0,0,0,0,1,1,1,1,1,Act1
8,1.3152,0.5831,0,0,8.1887,0,7.9645,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,Act1
7.9242,1.1007,0.9417,0,0,0,0,12.5446,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.9737,1.0891,0.9729,0,0,0,0,12.9753,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.5714,1.6425,1.2635,0,0,23.5887,0,14.9875,0,1,1,1,0,4,4,0,0,0,0,0,1,1,0,1,Act-1
7.4,1.2693,0.9135,0,0,19.1946,0,13.7044,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
7.4094,1.3112,0.9001,0,0,14.2629,0,10.4163,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,Act1
7.5618,1.4225,1.0846,0,1,7.7378,0,8.5809,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,Act1
7.7077,1.4534,0.6453,0,0,8.9702,0,7.4325,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,Act1
7.8384,1.2678,0.9757,0,0,20.1355,1,17.186,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,Act-1
7.7204,1.226,1.0285,0,0,25.1596,0,15.88,1,1,1,1,0,2,2,0,0,0,0,0,0,1,0,1,Act-1
7.7204,1.226,1.0285,0,0,25.1596,0,15.88,1,1,1,1,0,2,2,0,0,0,0,0,0,1,0,1,Act-1
7.6638,1.1107,0.738,1,0,0,0,9.5956,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.9887,1.0284,1.0244,0,0,0,1,11.4722,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,Act-1
7.7738,1.2141,1.0764,0,0,5.5831,0,8.1336,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.7083,1.1753,1.1479,0,0,7.1859,0,9.2766,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,Act-1
8.6306,1.2032,0.7751,0,0,2.0807,0,7.2121,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Act1
7.9395,1.2114,0.8562,0,0,3.2734,0,6.3339,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.0343,1.2109,0.8544,0,0,4.759,0,5.5432,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.7685,1.2205,1.0958,0,0,7.3669,0,6.7005,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.875,1.1929,1.0627,0,0,5.6532,0,6.4826,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.8214,1.2141,0.934,0,0,5.5939,0,7.186,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.912,1.2562,0.893,0,0,6.9966,0,5.5432,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.5119,1.2033,1.0081,0,0,8.286,0,9.1569,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Act-1
7.6413,1.1977,1.0822,0,0,7.5438,0,9.9298,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.8442,1.2931,1.3494,0,0,5.5332,0,7.1251,1,1,1,1,2,0,0,0,0,0,0,0,1,0,1,1,Act1
7.9236,1.4623,0.8015,0,0,12.5593,0,8.9678,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,Act1
7.7672,1.5198,0.9727,0,0,10.9499,0,9.4133,0,1,1,1,2,0,0,0,0,0,0,0,1,1,0,1,Act1
7.9801,1.3997,0.7747,0,0,15.8479,0,15.8224,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,Act-1
8.2685,1.1437,0.9267,0,0,0,0,4.4669,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
7.7432,1.2715,0.9465,1,0,27.3051,0,16.4689,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.7034,1.4372,0.9372,0,1,13.3859,0,8.03,1,1,1,1,1,4,4,0,0,0,0,0,1,1,0,1,Act1
7.5208,1.007,1.031,0,0,0,0,11.1513,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act1
8.2917,1.0304,1.2022,0,0,0,0,6.5751,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,Act-1
8.7611,1.0448,0.9418,1,0,0,0,3.7798,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.4821,1.0248,1.0286,0,0,0,0,3.7798,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.7135,1.0415,0.8762,0,0,0,0,4.5032,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
8.1818,1.0225,0.0001,0,0,0,0,5.0763,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.6042,1,0,0,0,0,0,1.9601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.7141,1.5968,0.9967,0,0,26.378,0,15.3589,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
8.2725,1.2452,1.2134,1,0,10.4083,0,11.7378,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,Act-1
8.1142,1.2095,1.311,1,0,7.2076,0,7.4305,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Act-1
8.0744,1.3221,1.1732,1,0,13.8424,0,12.4491,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.6636,1.0419,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.6047,1.0532,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Act1
7.5357,1.2958,1.1158,0,0,8.649,0,11.3667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.5825,1.5091,0.9992,0,0,23.6192,0,12.2378,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
7.6923,1.044,1.0792,0,0,0,0,7.6491,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.8218,1.2558,0.8207,0,0,24.6072,0,18.8875,1,1,1,1,0,2,2,0,0,0,0,0,1,0,0,1,Act-1
7.2902,1.1812,1.1038,0,0,0,0,12.3616,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.6061,1.0325,0,0,0,0,0,5.3375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.6667,1.048,0,1,0,0,0,1.8899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.2333,1.2206,1.109,0,1,1.3738,1,1.8899,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,Act-1
8.1522,1.2309,0.9242,0,1,1.4236,0,1.8899,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,Act-1
7.7439,1.2161,0.8957,0,0,8.4382,0,13.4409,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,Act1
7.8623,1.1578,0.7822,1,0,9.4201,0,11.4547,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.4848,1,0,0,0,0,0,5.3375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.5929,1.2609,1.0688,0,0,19.9567,0,8.7368,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,Act-1
7.6049,1.336,0.9727,0,0,15.3926,0,10.5152,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act1
7.6449,1.1841,0.927,0,0,7.7648,0,6.9386,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,Act-1
7.6481,1.3373,1.0438,0,0,9.7488,0,6.5042,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,Act-1
7.614,1.3764,1.1993,0,0,14.0931,0,7.8272,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,Act-1
7.6442,1.3398,1.2197,0,0,17.2856,0,13.7854,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.3833,1.9079,0.7806,0,0,0,0,17.8157,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.7917,1.1856,0.8706,0,0,0,0,18.8043,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.596,1.441,0.7891,0,0,7.1294,0,18.1688,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.2667,1.3377,0.8973,0,0,0,0,18.8227,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.5,1.262,0.8585,0,0,0,0,18.9479,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.4325,1.2036,0.7353,0,0,5.9805,0,8.4198,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.9242,1.4492,1.0322,1,0,12.1336,0,16.2439,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.1944,1.3063,0.9622,0,0,10.164,0,6.6324,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.838,1.3546,1.1088,0,0,13.5574,0,12.673,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
7.8958,1.4528,0.9243,0,0,16.1562,0,12.3977,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
9.1184,1.2579,1.5701,0,0,2.3381,0,5.5595,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.8137,1.2375,0.8207,0,0,5.7052,0,5.3366,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Act-1
7.6083,1.2432,1.124,0,0,8.0538,0,7.6946,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Act-1
7.8137,1.2451,1.0308,0,0,5.7132,0,5.5516,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Act-1
8.192,1.0339,0.9448,1,0,0,0,9.9964,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.6556,1.2974,1.1638,0,0,15.9699,0,10.2627,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.7457,1.0836,0.9707,0,0,0,0,12.4458,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Act1
7.9606,1.2427,0.9793,0,0,16.0865,0,17.5449,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,Act1
7.9606,1.2427,0.9793,0,0,16.0865,0,17.5449,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,Act-1
8.5227,1.0648,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Act-1
7.9295,1.1335,1.0477,1,0,0,0,13.4749,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Act1
8.4815,1.0419,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.4551,1.1362,1.0156,0,0,10.2122,0,11.9045,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,Act-1
8.093,1.2769,1.0861,0,1,26.1428,0,17.7139,1,1,1,1,0,12,12,0,0,0,0,0,0,1,1,1,Act-1
8.2197,1.1836,0.8127,1,0,9.2533,2,8.8165,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,Act-1
8.0714,1.2516,1.0625,0,0,13.3885,0,8.8165,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act-1
8.3068,1.197,0.6083,0,0,4.4329,0,8.4895,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.4943,1.1569,0.7992,2,0,4.2781,0,10.8047,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.7262,1.2143,0.9006,0,0,8.4477,0,14.1832,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,Act-1
7.75,1.2578,0.8982,0,0,6.1813,0,14.9419,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,Act1
7.75,1.2578,0.8982,0,0,6.1813,0,14.9419,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,Act1
7.875,1.1633,1.0834,0,0,15.0057,0,16.7303,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act-1
7.7208,1.3443,1.0623,0,0,11.5444,0,8.4643,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act-1
7.8631,1.2382,0,0,0,3.172,0,2.96,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Act-1
7.9012,1.451,1.0284,0,0,12.5496,0,9.3794,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,Act1
7.75,1.3558,0.8384,0,0,5.6484,1,4.5045,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,Act1
7.6061,1.3472,1.0352,0,1,18.2507,0,10.4137,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,Act1
8.0466,1.3631,1.0177,0,0,11.4973,0,13.4271,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,1,Act-1
7.7177,1.525,1.1971,0,0,20.4837,0,9.5099,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,Act1
7.638,1.5417,1.2252,0,0,25.3087,0,13.296,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,Act-1
7.7126,1.5385,1.1727,0,0,20.8373,0,11.3125,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,Act1
7.7414,1.5385,1.1808,0,0,20.3619,0,9.1527,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,Act1
7.6897,1.5514,1.1736,0,0,20.8503,0,11.3698,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,Act1
7.6782,1.4241,1.1817,0,0,14.4231,0,8.3013,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,Act1
7.6222,1.4158,1.1777,0,0,17.1007,0,12.9328,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,Act1
7.4635,1.5233,1.0493,0,0,24.7707,0,13.6511,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.4798,1.6492,0.9649,0,0,32.8479,0,13.5727,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,Act-1
7.5149,1.4083,1.3513,0,0,1.5997,0,6.4603,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,Act1
7.7436,1.246,0,0,0,7.9066,0,5.5188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.0407,1.3694,1.0297,0,0,24.7057,0,11.1251,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,Act1
8.0407,1.3694,1.0297,0,0,24.7057,0,11.1251,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,Act-1
8.0737,1.1948,1.1736,1,0,3.5387,0,7.604,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Act1
7.6821,1.1963,0.9773,0,0,25.4227,0,18.8706,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,Act-1
8.3662,1.374,0.8845,1,0,5.4869,0,9.0882,0,1,1,1,2,0,0,0,0,0,0,1,1,1,0,1,Act1
8.3965,1.3782,0.8798,0,0,5.4612,0,9.0882,0,1,1,1,2,0,0,0,0,0,0,1,1,1,0,1,Act-1
7.7019,1.1537,0.9605,0,0,0,0,10.0571,1,1,1,1,0,2,2,0,0,1,0,0,0,1,0,0,Act-1
8.0238,1.2822,0.843,0,0,0,0,8.0531,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,Act1
7.4228,1.2596,1.0036,0,0,12.8321,1,11.4342,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
7.4779,1.2691,0.9551,0,0,14.4782,2,13.0632,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,Act-1
7.75,1.2578,0.8982,0,0,6.1813,0,14.9419,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,Act-1
