K,Accuracy_mean,Accuracy_std,Sensibilidad_mean,Sensibilidad_std,Especificidad_mean,Especificidad_std,AUC_mean,AUC_std,MCC_mean,MCC_std,F1-Score_mean,F1-Score_std
5,0.7375308641975309,0.014620119845024654,0.7288888888888889,0.020325052471364635,0.7461728395061729,0.027601360222186906,0.8226880048773053,0.011836657830537467,0.4754829204898992,0.029173056080118467,0.7352282294271568,0.014236602689118697
10,0.7375308641975308,0.014651361678169664,0.7303565331902648,0.027487452518541743,0.7447202848363654,0.02563011711068013,0.8233807247719845,0.01703644069666451,0.4755707841896891,0.029068708961709894,0.7354631958527789,0.016764956441393027
